record_id,type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,issn,accession_number,start_page,end_page,url,name_of_database,keywords,short_title,asreview_prior,exported_notes_1,included,asreview_ranking
66,JOUR,"Specific Synergist for Neonicotinoid Insecticides: IPPA08, a cis-Neonicotinoid Compound with a Unique Oxabridged Substructure","['Bao, HB', 'Shao, XS', 'Zhang, YX', 'Deng, YY', 'Xu, XY', 'Liu, ZW', 'Li, Z']",JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,"Insecticide synergists are key components to increase the control efficacy and reduce active ingredient use. Here, we describe a novel insecticide synergist with activity specific for insecticidal neonicotinoids. The synergist IPPA08, a cis configuration neonicotinoid compound with a unique oxabridged substructure, could increase the toxicity of most neonicotinoid insecticides belonging to the Insecticide Resistance Action Committee (IRAC) 4A subgroup against a range of insect species, although IPPA08 itself was almost inactive to insects at synergistic concentrations. Unfortunately, similar effects were observed on the honey bee (Apis mellifera) and the brown planthopper (Nilaparvata lugens), resistant to imidacloprid. IPPA08 did not show any effects on toxicity of insecticides with different targets, which made us define it as a neonicotinoid-specific synergist. Unlike most insecticide synergists, by inhibition of activities of detoxification enzymes, IPPA08 showed no effects on enzyme activities. The results revealed that IPPA08 worked as a synergist through a distinct way. Although the modulating insect nicotinic acetylcholine receptors (nAChRs, targets of neonicotinoid insecticides) were supposed as a possible mode of action for IPPA08 as a neonicotinoid-specific synergist, direct evidence is needed in further studies. In insect pest control, IPPA08 acts as a target synergist to increase neonicotinoid toxicity and reduce the amount of neonicotinoid used. Combinations of IPPA08 and insecticidal neonicotinoids may be developed into new insecticide formulations. In summary, combining an active ingredient with a ""custom"" synergist appears to be a very promising approach for the development of effective new insecticide products.",2016/06/29/,2016,10.1021/acs.jafc.6b01512,64,25,0021-8561,WOS:000378984500002,5148.0,5155.0,,,,,0,,0,55
133,JOUR,"Comparative toxicity of insecticides to the haemocytes of honeybee, Apis mellifera (Hymenoptera: Apidae) under laboratory conditions","['Bibi, R', 'Ahmad, M', 'Siddiqui, JA', 'Raseed, MT', 'Islam, W']",INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE,"The population density of the domesticated bee, Apis mellifera is affected on a large scale by pesticide application and climate changes. Furthermore, contamination of bee flora with insecticide residue is another cause of honeybee mortality. The current study assessed the toxicity of five insecticides, namely bifenthrin (Talstar (R) 10EC), endosulfan (Thiodon (R) 35EC), imidacloprid (Confidor (R) 200SL), ethofenprox (Trebon (R) 30EC) and diafenthiuron (Polo (R) 500SC) against haemocytes of the honeybee, A. mellifera under standard laboratory conditions. Analysis for counts of total haemocytes, differential haemocytes, and abnormalities was determined for larvae, pupae, and adult worker bees of A. mellifera. The haemolymph samples were assessed soon after, 30 and 60 min for selected insecticides applied at a concentration of recommended field doses. The total count of haemocytes was found to be significantly maximum in larval and pupal stages (35818 cells/mm(3), 3387 cells/mm(3)) while lowest (5493 cells/mm(3)) in adult workers, but differential counts of haemocytes remained somewhat insignificant for all insecticides applied. Variation of total haemocytes count of honeybee resulted for all tested insecticides. Results revealed an increase in haemocytes count (6662 cells/mm(3), 7237 cells/mm(3), 7081 cells/mm(3)) of adult honeybees exposed to diafenthiuron, ethofenprox, and imidacloprid soon after application; however, these counts dropped (4506 cells/mm(3), 4262 cells/mm(3), 3481 cells/mm(3), 4325 cells/mm(3)) after sixty minutes of application for all tested insecticides except for bifenthrin when compared with the untreated adult honeybee. While for differential count, granulocytes and plasmatocyte numbers increased in adult worker A. mellifera after the application of insecticides. Haemocytes immune response to insecticides exhibited abnormalities of various degrees, such as denucleation, cell shape distortion and agglutination. The findings indicate that insecticides influence the immunity of A. mellifera by altering of total and differential count of haemocytes, possibly leading to increased mortality and loss of the colony.",2024/09/20/,2024,10.1007/s42690-024-01358-7,,,1742-7584,WOS:001318719400002,,,,,"['Abnormalities', 'Apis mellifera', 'Defense mechanism', 'Haemocytes', 'Insecticides']",,0,,0,56
148,JOUR,Neonicotinoid-induced impairment of odour coding in the honeybee,"['Andrione, M', 'Vallortigara, G', 'Antolini, R', 'Haase, A']",SCIENTIFIC REPORTS,"Exposure to neonicotinoid pesticides is considered one of the possible causes of honeybee (Apis mellifera) population decline. At sublethal doses, these chemicals have been shown to negatively affect a number of behaviours, including performance of olfactory learning and memory, due to their interference with acetylcholine signalling in the mushroom bodies. Here we provide evidence that neonicotinoids can affect odour coding upstream of the mushroom bodies, in the first odour processing centres of the honeybee brain, i.e. the antennal lobes (ALs). In particular, we investigated the effects of imidacloprid, the most common neonicotinoid, in the AL glomeruli via in vivo two-photon calcium imaging combined with pulsed odour stimulation. Following acute imidacloprid treatment, odour-evoked calcium response amplitude in single glomeruli decreases, and at the network level the representations of different odours are no longer separated. This demonstrates that, under neonicotinoid influence, olfactory information might reach the mushroom bodies in a form that is already incorrect. Thus, some of the impairments in olfactory learning and memory caused by neonicotinoids could, in fact, arise from the disruption in odor coding and olfactory discrimination ability of the honey bees.",2016/12/01/,2016,10.1038/srep38110,6,,2045-2322,WOS:000389659800001,,,,,,,0,,0,57
137,JOUR,In vivo distribution and metabolisation of 14C-imidacloprid in different compartments of Apis mellifera L,"['Suchail, S.', 'De Sousa, G.', 'Rahmani, R.', 'Belzunces, L.P.']",Pest Management Science,"In vivo distribution of the neonicotinoid insecticide, imidacloprid, was followed during 72 h in six biological compartments of Apis mellifera L: head, thorax, abdomen, haemolymph, midgut and rectum. Honeybees were treated orally with 100 μg of 14C-imidacloprid per kg of bee, a dose close to the median lethal dose. Elimination half-life of total radioactivity in honeybee was 25 h. Haemolymph was the compartment with the lowest and rectum that with the highest level of total radioactivity during the whole study, with a maximum 24 h after treatment. Elimination half-life of imidacloprid in whole honeybee was 5 h. Imidacloprid was readily distributed and metabolised only by Phase I enzymes into five metabolites: 4/5-hydroxy-imidacloprid, 4,5-dihydroxy- imidacloprid, 6-chloronicotinic acid, and olefin and urea derivatives. The guanidine derivative was not detected. The urea derivative and 6-chloronicotinic acid were the main metabolites and appeared particularly in midgut and rectum. The olefin derivative and 4/5-hydroxy-imidacloprid preferentially occurred in head, thorax and abdomen, which are nicotinic acetylcholine receptor-rich tissues. Moreover, they presented a peak value around 4 h after imidacloprid ingestion. These results explain the prolongation of imidacloprid action in bees, and particularly the differences between rapid intoxication symptoms and late mortality. © 2004 Society of Chemical Industry.",2004///,2004,10.1002/ps.895,60,11,,,1056.0,1062.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7044262772&doi=10.1002%2fps.895&partnerID=40&md5=1f8619ba770abffb7b8c4b1c22c214bf,Scopus,,,0,,0,58
113,JOUR,The structure modification of seven-membered aza-brigded neonicotinoids in order to investigate their impact on honey bees,"['Chen, Y.', 'Cao, X.', 'Chen, X.', 'Li, Z.', 'Xu, X.']",Journal of Chemical Research,"In order to explore the relationship between the structure and the toxicity to honey bees of seven-membered aza-bridged neonicotinoids, 16 novel seven-membered aza-bridged neonicotinoid analogues are synthesized by replacing the pyridine ring, and changing the substituents on the pyridine ring, the electron-withdrawing group NO2 and the imidazole ring of our previously developed aza-bridged neonicotinoid 1-[(6-chloropyridin-3-yl)methyl)]-10-(2,5-dimethylphenyl)-9-nitro-2,3,5,6,7,8-hexahydro-1H-5,8-epiminoimidazo azepine (C-29). The insecticidal bioactivities against cowpea aphid (Aphis craccivora) and the bee toxicities of these compounds are tested. Some of the title compounds present good insecticidal activities against cowpea aphid. The results also show that some of the title compounds exhibit lower bee toxicity than that of C-29 and imidacloprid. This suggests that changing the substituents on the neonicotinoids can influence the toxicity toward honey bees of these analogues. © The Author(s) 2021.",2021///,2021,10.1177/17475198211012237,45,09-Oct,,,835.0,844.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106445740&doi=10.1177%2f17475198211012237&partnerID=40&md5=81e305e9d8f86a705acb4717c3996206,Scopus,"['aza-bridged neonicotinoids', 'bee toxicity', 'cowpea aphid', 'insecticidal bioactivity', 'modification']",,0,,0,59
81,JOUR,Neonicotinoid insecticide interact with honeybee odorant-binding protein: Implication for olfactory dysfunction,"['Li, HL', 'Wu, F', 'Zhao, L', 'Tan, J', 'Jiang, HT', 'Hu, FL']",INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,"The decline of bee population has caused great concern in recent years. A noticeable factor points to the neonicotinoid insecticides, which remain in the nectar and pollen of plants and impair the olfactory cognition of foraging bees. However, it remains elusive that if and how neonicotinoid insecticides interact with the olfactory system of bees. Herein, we studied the binding interaction between neonicotinoid imidacloprid and ASP2, one odorant-binding protein in eastern bees, Apis cerana, by multispectroscopic methods. The results indicate that imidacloprid significantly quenched the intrinsic fluorescence of ASP2 as the static quenching mode, and expanded the conformation of ASP2 measured by the circular dichroism (CD) spectra. The acting force is mainly driven by hydrophobic force based on thermodynamic analysis. Docking analysis predicts a formation of a hydrogen bond, while the corresponding site-directed mutagenesis indicated that the hydrogen bond is not main force here. Moreover, imidacloprid with a sublethal dose (0.8 ng/bee) clearly decreased the binding affinity of ASP2 to a floral volatile, beta-ionone, which had been identified to strongly bind with the wild ASP2 before. This study may benefit to evaluate the effect of neonicotinoid insecticides on the olfactory cognitive behavior of bees involved in the crops pollination. (C) 2015 Elsevier B.V. All rights reserved.",2015/11//,2015,10.1016/j.ijbiomac.2015.08.055,81,,0141-8130,WOS:000367408300078,624.0,630.0,,,,,0,,0,60
176,CONF,Side-effect of acetamiprid in adult Africanized honeybee,"['Pereira, AM', 'Nocelli, RCF', 'Malaspina, O', 'Buenol, OC']",HAZARDS OF PESTICIDES TO BEES: 11TH INTERNATIONAL SYMPOSIUM OF THE ICP-PR BEE PROTECTION GROUP,,2012///,2012,10.5073/jka.2012.437.045,437,,1868-9892,WOS:000393148200039,173.0,173.0,,,,,0,,0,61
38,JOUR,Effect of some insecticides on acetylcholinesterase activity of giant honey bee (Apis dorsata F.),"['Rathee, N.', 'Deswal, S.', 'Nehra, K.S.']",Annals of Biology,"Responses in the activity of enzyme systems are used as biomarkers to assess the lethal effect of insecticides on non-target insects and human beings. The comparative effect of 11 commonly used insecticides was examined on workers of Apis dorsata F. for the inhibition of head acetylcholinesterase activity. Different samples of bees were fed with different concentrations of insecticides in sugar-water solution and the inhibitory effects were studied in terms of percentage inhibition in the head tissue of the honey bees. It was revealed that all the organophosphates inhibited AChE at the normal recommended concentration. Chlorpyriphos, methyl-parathion and triazophos proved to be the most potent inhibitors causing an inhibition in the range of 91 to 98% under different feeding methods. Thiodicarb inhibited the enzyme to a level where apparent signs of poisoning could be visible, whereas carbosulfan did not prove to be anticholinesterase in action. Diflubenzuron, flufenoxuron and azadirachtin also proved to be non-anticholinesterase in their action. Imidacloprid also proved to be inhibitory in action (66% inhibition) under contact toxicity mode of application.",2015///,2015,,31,1,,,113.0,116.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930324185&partnerID=40&md5=e6681def15ba4b8207d5e6b6048adf3e,Scopus,,,0,,0,62
73,JOUR,Effects of Dinotefuran on Brain miRNA Expression Profiles in Young Adult Honey Bees (Hymenopptera: Apidae),"['Huang, M.', 'Dong, J.', 'Guo, H.', 'Wang, D.']",Journal of Insect Science,"Honey bees are important pollinators of wild plants and crops. MicroRNAs (miRNAs) are endogenous regulators of gene expression. In this study, we initially determined that the lethal concentration 50 (LC50) of dinotefuran was 0.773 mg/l. Then, the expression profiles and differentially expressed miRNAs (DE miRNAs) in honey bee brains after 1, 5, and 10 d of treatment with the lethal concentration 10 (LC10) of dinotefuran were explored via deep small-RNA sequencing and bioinformatics. In total, 2, 23, and 27 DE miRNAs were identified after persistent exposure to the LC10 of dinotefuran for 1, 5, and 10 d, respectively. Some abundant miRNAs, such as ame-miR-375-3p, ame-miR-281-5p, ame-miR-3786-3p, ame-miR-10-5p, and ame-miR-6037-3p, were extremely significantly differentially expressed. Enrichment analysis suggested that the candidate target genes of the DE miRNAs are involved in the regulation of biological processes, cellular processes, and behaviors. These results expand our understanding of the regulatory roles of miRNAs in honey bee Apis mellifera (Hymenopptera: Apidae) responses to neonicotinoid insecticides and facilitate further studies on the functions of miRNAs in honey bees.  © 2021 The Author(s) 2021. Published by Oxford University Press on behalf of Entomological Society of America.",2021///,2021,10.1093/jisesa/ieaa131,21,1,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099415855&doi=10.1093%2fjisesa%2fieaa131&partnerID=40&md5=29c2b412bc2707c91b5e57d53839b9b6,Scopus,"['animal', 'Animals', 'Apis mellifera', 'bee', 'Bees', 'brain', 'Brain', 'dinotefuran', 'drug effect', 'gene expression', 'Gene Expression', 'guanidine derivative', 'Guanidines', 'insecticide', 'Insecticides', 'metabolism', 'microRNA', 'MicroRNAs', 'neonicotinoid', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative']",,0,,0,63
70,JOUR,Influence of the neonicotinoid insecticide thiamethoxam on miRNA expression in the honey bee (Hymenoptera: Apidae),"['Shi, T.-F.', 'Wang, Y.-F.', 'Liu, F.', 'Qi, L.', 'Yu, L.-S.']",Journal of Insect Science,"MicroRNAs (miRNAs) are small endogenous noncoding single-stranded RNAs regulating gene expression in eukaryotes. They play important roles in regulating caste differentiation, behavior development, and immune defences in the honey bee, Apis mellifera (Linnaeus) (Hymenoptera: Apidae). In this study, we explored the effect of the neonicotinoid insecticide, thiamethoxam, on miRNA expression in this species using deep small RNA sequencing. The results showed that seven miRNAs were significantly differentially expressed (q-value <0.01 and |log2(fold-change)| >1) upon exposure to 10 ppb thiamethoxam over 10 d. Some candidate target genes were related to behavior, immunity, and neural function. Several miRNAs, including ame-miR-124, ame-miR-981, ame-miR-3791, and ame-miR-6038, were selected and further validated using real-time quantitative PCR analysis. The findings expand our understanding of the effects of neonicotinoid insecticides on honey bees at the molecular level. © The Author 2017. Published by Oxford University Press on behalf of Entomological Society of America.",2017///,2017,10.1093/jisesa/iex074,17,5,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031115859&doi=10.1093%2fjisesa%2fiex074&partnerID=40&md5=1f188f99c502bf86d82eb103187c2da8,Scopus,,,0,,0,64
43,JOUR,"Neonicotinoid Pesticides Cause Mass Fatalities of Native Bumble Bees: A Case Study from Wilsonville, Oregon, United States","['Hatfield, R.G.', 'Strange, J.P.', 'Koch, J.B.', 'Jepsen, S.', 'Stapleton, I.']",Environmental Entomology,"In June of 2013 an application of dinotefuran on an ornamental planting of European linden trees (Tilia cordata Mill. [Malvales: Malvalceae]) in a shopping mall parking lot in Wilsonville, Oregon provoked the largest documented pesticide kill of bumble bees in North America. Based on geographic information systems and population genetic analysis, we estimate that between 45,830 and 107,470 bumble bees originating from between 289 and 596 colonies were killed during this event. Dinotefuran is a neonicotinoid that is highly effective in exterminating and/or harming target pest insects and non-target beneficial insects. Analysis to detect the concentration of pesticides in flowers that received foliar application revealed that the minimum reported dinotefuran concentration of a sampled T. cordata flower was 7.4 ppm, or in excess of 737% above the LC50 of the beneficial pollinator, the honey bee (Apis mellifera Linnaeus, 1758 [Hymenoptera: Apidae]). Furthermore, sampled Vosnesensky bumble bees (Bombus vosnesenskii Radoskowski, 1862 [Hymenoptera: Apidae]) were found to have an average dinotefuran concentration of 0.92 ppm at the time of death, which exceeds the maximum LC50 of A. mellifera (0.884 ppm). Our study underscores the lethal impact of the neonicotinoid pesticide dinotefuran on pollinating insect populations in a suburban environment. To our knowledge, the documentation and impact of pesticide kills on wild populations of beneficial insects has not been widely reported in the scientific literature. It is likely that the vast majority of mass pesticide kills of beneficial insects across other environments go unnoticed and unreported. © 2021 The Author(s) 2021. Published by Oxford University Press on behalf of Entomological Society of America.",2021///,2021,10.1093/ee/nvab059,50,5,,,1095.0,1104.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118315087&doi=10.1093%2fee%2fnvab059&partnerID=40&md5=bc436305dca6e724bc367ae0120c948a,Scopus,"['animal', 'Animals', 'Apidae', 'Apis mellifera', 'bee', 'Bees', 'Bombus (genus)', 'Bombus vosnesenskii', 'colony number estimation', 'concentration (composition)', 'dinotefuran', 'flower', 'Flowers', 'Hexapoda', 'Hymenoptera', 'Kansas', 'LC50', 'Malvales', 'native species', 'neonicotinoid', 'neonicotinoid pesticide', 'Neonicotinoids', 'North America', 'Oregon', 'pesticide', 'pesticide kill', 'Pesticides', 'population genetic analysis', 'suburban area', 'Tilia cordata', 'Tilia europaea', 'United States', 'Wilson County [Kansas]']",,0,,0,65
199,JOUR,Multiple stresses induced by chronic exposure to flupyradifurone affect honey bee physiological states,"Chen, J.; Liu, Y.-J.; Wang, Q.; Zhang, L.; Yang, S.; Feng, W.-J.; Shi, M.; Gao, J.; Dai, P.-L.; Wu, Y.-Y.",Science of the Total Environment,"Flupyradifurone (FPF) has been reported to have a potential risk to terrestrial and aquatic ecosystems. In the present study, the effects of chronic FPF exposure on bees were systematically investigated at the individual behavioral, tissue, cell, enzyme activity, and the gene expression levels. Chronic exposure (14 d) to FPF led to reduced survival (12 mg/L), body weight gain (4 and 12 mg/L), and food utilization efficiency (4 and 12 mg/L). Additionally, FPF exposure (12 mg/L) impaired sucrose sensitivity and memory of bees. Morphological analysis revealed significant cellular and subcellular changes in brain neurons and midgut epithelial cells, including mitochondrial damage, nuclear disintegration, and apoptosis. FPF exposure (4 and 12 mg/L) led to oxidative stress, as evidenced by increased lipid peroxidation and alterations in antioxidant enzyme activity. Notably, gene expression analysis indicated significant dysregulation of apoptosis, immune, detoxification, sucrose responsiveness and memory-related genes, suggesting the involvement of different pathways in FPF-induced toxicity. The multiple stresses and potential mechanisms described here provide a basis for determining the intrinsic toxicity of FPF. © 2024 Elsevier B.V.",2024,2024,10.1016/j.scitotenv.2024.173418,935,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193903650&doi=10.1016%2fj.scitotenv.2024.173418&partnerID=40&md5=72c2fcb1307a0bdae090a1e553f0db9b,,"4-Butyrolactone; animal; animal experiment; animal tissue; Animals; apoptosis; Apoptosis; Aquatic ecosystems; Article; bee; Bees; body weight gain; caspase 3; cell damage; Cell death; Chronic exposure; controlled study; death; detoxification; Detoxification; Disintegration; drug effect; enzyme activity; Enzyme activity; flupyradifurone; Flupyradifurone; gamma butyrolactone; gene expression; Gene expression; Honey bee; honeybee; immunity; Immunity; immunofluorescence; lactoperoxidase; lipid peroxidation; long term exposure; malonaldehyde; Multiple stress; nonhuman; Olfactory behavior; olfactory cue; oxidative stress; Oxidative stress; Oxidative Stress; physiological response; Physiological state; physiological stress; physiology; pollution exposure; Potential risks; real time reverse transcription polymerase chain reaction; Stress-induced; Stress, Physiological; Sugar (sucrose); superoxide dismutase; survival rate; Tissue cells; Toxicity; transmission electron microscopy; unclassified drug",,0,,0,66
170,CONF,Toxicity assessment of mixtures of neonicotinoids and systemic fungicides or biopesticides in bumblebees (Bombus terrestris),"['Parmentier, L', 'Muys, E', 'Coppin, S', 'Demeyer, L', 'Asselman, J', 'De Schamphelaere, K', 'Smagghe, G']",HAZARDS OF PESTICIDES TO BEES: 12TH INTERNATIONAL SYMPOSIUM OF THE ICP-PR BEE PROTECTION GROUP,,2015///,2015,,450,,1868-9892,WOS:000381782400052,234.0,234.0,,,,,0,,0,67
138,JOUR,"In vivo metabolic fate of [14C]-acetamiprid in six biological compartments of the honeybee, Apis mellifera L","['Brunet, J.-L.', 'Badiou, A.', 'Belzunces, L.P.']",Pest Management Science,"The in vivo metabolism of acetamiprid was studied in the honeybee, Apis mellifera L. The distribution of acetamiprid and its metabolites was monitored over a 72-h period in six biological compartments: head, thorax, abdomen, haemolymph, midgut and rectum. Honeybees were treated orally with 100 μg [14C]-acetamiprid kg-1 bee, a dose which is about 1500 times lower than the median lethal dose. After 72 h, only 40% of the total radioactivity was eliminated, suggesting that acetamiprid and its metabolites tended to persist in the honeybee. Acetamiprid was rapidly distributed in all compartments and metabolized. Just after administration, radioactivity was mainly localized in the abdomen and subsequently in the rectum. After 72 h, the maximum amount of radioactivity (about 20% of the ingested dose) was detected again in the abdomen, whereas the lowest level of total radioactivity was detected in the haemolymph. Radioactivity in the head did not exceed 7.6% of total ingested radioactivity. More than 50% of acetamiprid was metabolised in less than 30 min, indicating a very short half-life for the compound. During the first hours, acetamiprid was mainly detected in nicotinic acetylcholine receptor-rich tissues: abdomen, thorax and head. Of the seven metabolites detected, the major ones were 6-choronicotinic acid and an unknown metabolite called U1, which was present mainly in the rectum, the thorax and the head. Our results indicate that the low toxicity of acetamiprid may reflect its rapid metabolism. © 2005 Society of Chemical Industry.",2005///,2005,10.1002/ps.1046,61,8,,,742.0,748.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-22344448525&doi=10.1002%2fps.1046&partnerID=40&md5=1842d3aaed586e86b693964ec3223e2a,Scopus,,,0,,0,68
63,JOUR,"Design, Synthesis, and Synergistic Activity of Eight-Membered Oxabridge Neonicotinoid Analogues","['Zhang, X', 'Wang, YP', 'Xu, ZP', 'Shao, XS', 'Liu, ZW', 'Xu, XY', 'Maienfisch, P', 'Li, Z']",JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,"Insecticide synergists are sought-after due to their potential in improving the pesticide control efficacy with a reduced dose of an active ingredient. We previously reported that a cis-configuration neonicotinoid (IPPA08) exhibited specific synergistic activity toward neonicotinoid insecticides. In this study, we synthesized a series of structural analogues of IPPA08 by converting the pyridyl moiety of IPPA08 into phenyl groups, via facile double-Mannich condensation reactions between nitromethylene compounds and glutaraldehyde. All of the oxabridged neonicotinoid compounds were found to increase the toxicity of imidacloprid against Aphis craccivora. Notably, compound 25 at 0.75 mg/L lowered the LC50 value of imidacloprid against A. craccivora by 6.54-fold, while a 3.50-fold reduction of the LC50 value was observed for IPPA08. The results of bee toxicity test showed that compound 25 display selectivity in its effects on imidacloprid toxicity against the honey bee (Apis mellifera L.). In summary, replacing the pyridyl ring with a phenyl ring was a viable approach to obtain a novel synergist with oxabridged moiety for neonicotinoid insecticides.",2021/03/17/,2021,10.1021/acs.jafc.0c04786,69,10,0021-8561,WOS:000630324200006,3005.0,3014.0,,,"['Active ingredients', 'animal', 'Animals', 'aphid', 'Aphids', 'bee', 'Bees', 'Cis configurations', 'Condensation reactions', 'Design activity', 'Design synthesis', 'imidacloprid', 'Imidacloprids', 'insecticide', 'insecticide synergist', 'Insecticide synergist', 'Insecticides', 'neonicotinoid', 'Neonicotinoid insecticides', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'selectivity', 'Selectivity', 'Synergistic activity', 'Toxicity']",,0,,0,69
124,JOUR,Identification and characterization of a novel calcyclin binding protein (CacyBP) gene from Apis cerana cerana,"['Yu, XL', 'Lu, WJ', 'Sun, RJ', 'Guo, XQ', 'Xu, BH']",MOLECULAR BIOLOGY REPORTS,"Calcyclin binding protein (CacyBP), a homolog of Sgt1, was shown to interact with some S100 proteins, Skp1, tubulin, actin and ERK1/2 kinases. Studies have also shown that CacyBP is a neuronal protein in mammals. Limited information is available regarding the properties and functions of CacyBP in insects. Here, we cloned and characterized a novel CacyBP gene, named AccCacyBP, from honeybee (Apis cerana cerana). Bioinformatic analysis indicated that AccCacyBP was highly conserved and closely related to the CacyBP of other insects. Promoter analysis revealed a number of putative tissue, development and stress-related transcription factor-binding sites. RT-qPCR demonstrated that AccCacyBP was expressed at all of the stages of development, especially in the brains of honeybees. Moreover, immunohistochemistry analysis showed the presence of AccCacyBP in the brain. The transcript levels of AccCacyBP in the brains of honeybees were developmentally induced and upregulated by exposure to oxidative stresses, including UV-light, acetamiprid and HgCl2. This study demonstrates that the CacyBP gene in honeybees may be a neuronal protein involved in the developmental regulation and the stress-response of the brain of honeybees.",2012/08//,2012,10.1007/s11033-012-1652-6,39,8,0301-4851,WOS:000305749200025,8053.0,8063.0,,,,,0,,0,70
54,JOUR,Imidacloprid activates ROS and causes mortality in honey bees (Apis mellifera) by inducing iron overload,"['He, B.', 'Liu, Z.', 'Wang, Y.', 'Cheng, L.', 'Qing, Q.', 'Duan, J.', 'Xu, J.', 'Dang, X.', 'Zhou, Z.', 'Li, Z.']",Ecotoxicology and Environmental Safety,"Imidacloprid, a neonicotinoid pesticide widely used for insect pest control, has become a potential pollutant to pollinators. Previous reports have demonstrated the toxicity of this drug in activating oxidative stress resulting in high mortality in the honey bee Apis mellifera. However, the mechanisms underlying the toxicity of imidacloprid have not been fully elucidated. In this study, sublethal (36 ng/bee) and median lethal (132 ng/bee) doses of imidacloprid were administered to bees. The results showed dose-dependent increases in reactive oxygen species (ROS), Fe2+, and mortality in bees. Notably, imidacloprid also induced upregulation of the gene encoding ferritin (AmFth), which plays a pivotal role in reducing Fe2+ overload. Upregulation of AmFth has been suggested to be closely related to ROS accumulation and high mortality in bees. To confirm the role played by AmFth in imidacloprid-activated ROS, dsAmFth double-strand was orally administered to bees after exposure to imidacloprid. The results revealed aggravated Fe2+ overload, higher ROS activation, and elevated mortality in the bees, indicating that imidacloprid activated ROS and caused mortality in the bees, probably by inducing iron overload. This study helps to elucidate the molecular mechanisms underlying the toxicity of imidacloprid from the perspective of iron metabolism. © 2021",2021///,2021,10.1016/j.ecoenv.2021.112709,228,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120897379&doi=10.1016%2fj.ecoenv.2021.112709&partnerID=40&md5=9b51f9a2c2fe5f488d000f68156ac57f,Scopus,"['Apis mellifera', 'Article', 'bee', 'controlled study', 'exposure', 'Hexapoda', 'honeybee', 'imidacloprid', 'Imidacloprid', 'iron', 'iron metabolism', 'Iron metabolism', 'iron overload', 'metabolism', 'mortality', 'nonhuman', 'oxidative stress', 'Oxidative stress', 'reactive oxygen metabolite', 'reactive oxygen species', 'toxicity', 'upregulation']",,0,,0,71
91,CHAP,Ecotoxicological QSAR Modeling of Organophosphorus and Neonicotinoid Pesticides,"['Bora, A', 'Crisan, L', 'Borota, A', 'Funar-Timofei, S', 'Ilia, G']",ECOTOXICOLOGICAL QSARS,"Organophosphorus and neonicotinoid pesticides are important agrochemicals used worldwide. The beginning of the quantitative structure-activity/toxicity relationship (QSAR/QSTR) field, after the 1960s, is related to the study of the organophosphorus pesticide activity. QSARs have been recognized as an important research direction in the field of medicinal, analytical chemistry, toxicology, pharmaceutical, and environmental chemistry. The main aim of QSAR/QSTR models is to find reliable relationships between the biological activity/toxicity and the experimental or theoretical compound molecular descriptors, to design new structures with improved target properties and safety profile. In this chapter, successful QSAR models are presented for the ecotoxicological data of organophosphorus and neonicotinoid pesticides. In particular, QSAR models for organophosphorus aquatic and terrestrial organism ecotoxicity; for the neonicotinoid toxicity against the honeybees, Musca domestica L., American cockroach, and aphids (Aphis craccivora and Myzus persicae); and for the inhibition ability of acetylcholinesterase and other enzymes by organophosphorus pesticides are presented. The literature data indicate a large variety of QSAR approaches employed in these published studies. In case of organophosphorus pesticides, many available ecotoxicity data for human beings and animals were employed in the computational studies. For the neonicotinoid pesticides a limited number of QSAR models were reported, especially due to the lack of the degradability and aquatic organism toxicity data. The ligand-based combined with structure-based approaches remain a powerful tool in the design of new environment-friendly and less toxic organophosphorus and neonicotinoid pesticides.",2020///,2020,,,,1557-2153,WOS:000674448200022,513.0,544.0,,,,,0,,0,72
