record_id,type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,start_page,end_page,url,name_of_database,keywords,issn,accession_number,short_title,asreview_prior,exported_notes_1,included,asreview_ranking,,
255,JOUR,Chronic exposure to field-realistic doses of imidacloprid resulted in biphasic negative effects on honey bee physiology,"['Kim, S.', 'Kim, J.H.', 'Cho, S.', 'Lee, D.E.', 'Clark, J.M.', 'Lee, S.H.']",Insect Biochemistry and Molecular Biology,"There have been many investigations on the negative effects of imidacloprid (IMD) on honey bees. IMD is known to disrupt honey bee physiology and colony health at a relatively low concentration compared to other pesticides. In this study, honey bee colonies were chronically exposed to field-realistic concentrations (5, 20, and 100 ppb) of IMD, and the body weight, flight performance, carbohydrate reserve, and lipid contents of forager bees analyzed. Transcriptome analyses followed by quantitative PCR were also conducted for both nurse and forager bees to elucidate any changes in energy metabolism related to phenotypic disorders. The body weights of newly emerged and nurse bees showed decreasing tendencies as the IMD concentration increased. In forager bees, however, IMD induced a biphasic change in body weight: body weight was decreased at the lower concentrations (5 and 20 ppb) but increased at the higher concentration (100 ppb). Nevertheless, the flight capability of forager bees significantly decreased in a concentration-dependent manner. The effects of IMD on target gene transcription in forager bees showed biphasic patterns between low (5 and 20 ppb) and high (100 ppb) concentrations. Nurse bees showed typical features of premature transition to foragers in a concentration-dependent manner. When exposed to low concentrations, forager bees exhibited downregulation of genes involved in carbohydrate and lipid metabolism and in the insulin/insulin-like growth factor signaling pathway, upregulation of transporter activity, and a dose-dependent body weight reduction, which were similar to insulin resistance and diabetic symptoms. However, increased lipid metabolism and decreased energy metabolism with body weight gain were observed at high IMD concentration. Considered together, these results suggest that field-realistic doses of IMD alter honey bee energy metabolism in distinctly different ways at low and high concentrations, both of which negatively affect honey bee colony health. © 2022 Elsevier Ltd",2022///,2022,10.1016/j.ibmb.2022.103759,144,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127010810&doi=10.1016%2fj.ibmb.2022.103759&partnerID=40&md5=7426091034dbc8f5d210a6320833c0af,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'imidacloprid', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'Honey bee', 'Imidacloprid', 'body weight', 'Chronic exposure', 'carbohydrate', 'Carbohydrates', 'Body Weight', 'Biphasic effect', 'Carbohydrate metabolism', 'Diabetes']",,,,0,,0,741,,
320,JOUR,Effects of coumaphos and imidacloprid on honey bee (Hymenoptera: Apidae) lifespan and antioxidant gene regulations in laboratory experiments,"['Gregorc, A.', 'Alburaki, M.', 'Rinderer, N.', 'Sampson, B.', 'Knight, P.R.', 'Karim, S.', 'Adamczyk, J.']",Scientific Reports,"The main objective of this study was to test comparatively the effects of two common insecticides on honey bee Apis mellifera worker’s lifespan, food consumption, mortality, and expression of antioxidant genes. Newly emerged worker bees were exposed to organophosphate insecticide coumaphos, a neonicotinoid imidacloprid, and their mixtures. Toxicity tests were conducted along with bee midgut immunohistological TUNEL analyses. RT-qPCR assessed the regulation of 10 bee antioxidant genes linked to pesticide toxicity. We tested coumaphos at 92,600 ppb concentration, in combination with 5 and 20 ppb imidacloprid. Coumaphos induced significantly higher bee mortality, which was associated with down regulation of catalase compared to coumaphos and imidacloprid (5/20 ppb) mixtures, whereas, both imidacloprid concentrations independently had no effect on bee mortality. Mixture of coumaphos and imidacloprid reduced daily bee consumption of a control food patty to 10 mg from a coumaphos intake of 14.3 mg and 18.4 and 13.7 mg for imidacloprid (5 and 20) ppb, respectively. While coumaphos and imidacloprid mixtures induced down-regulation of antioxidant genes with noticeable midgut tissue damage, imidacloprid induced intensive gene up-regulations with less midgut apoptosis. © 2018, The Author(s).",2018///,2018,10.1038/s41598-018-33348-4,8,1,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054771503&doi=10.1038%2fs41598-018-33348-4&partnerID=40&md5=687f46ccc41402336e19dc876b07d3f5,Scopus,,,,,0,,0,742,,
291,JOUR,Sublethal effects of imidacloprid on targeting muscle and ribosomal protein related genes in the honey bee Apis mellifera L.,"['Wu, Y.-Y.', 'Luo, Q.-H.', 'Hou, C.-S.', 'Wang, Q.', 'Dai, P.-L.', 'Gao, J.', 'Liu, Y.-J.', 'Diao, Q.-Y.']",Scientific Reports,"A sublethal concentration of imidacloprid can cause chronic toxicity in bees and can impact the behavior of honey bees. The nectar- and water-collecting, and climbing abilities of bees are crucial to the survival of the bees and the execution of responsibilities in bee colonies. Besides behavioral impact, data on the molecular mechanisms underlying the toxicity of imidacloprid, especially by the way of RNA-seq at the transcriptomic level, are limited. We treated Apis mellifera L. with sublethal concentrations of imidacloprid (0.1, 1 and 10 ppb) and determined the effect on behaviors and the transcriptomic changes. The sublethal concentrations of imidacloprid had a limited impact on the survival and syrup consumption of bees, but caused a significant increase in water consumption. Moreover, the climbing ability was significantly impaired by 10 ppb imidacloprid at 8 d. In the RNA-seq analysis, gene ontology (GO) term enrichment indicated a significant down-regulation of muscle-related genes, which might contribute to the impairment in climbing ability of bees. The enriched GO terms were attributed to the up-regulated ribosomal protein genes. Considering the ribosomal and extra-ribosomal functions of the ribosomal proteins, we hypothesized that imidacloprid also causes cell dysfunction. Our findings further enhance the understanding of imidacloprid sublethal toxicity. © 2017 The Author(s).",2017///,2017,10.1038/s41598-017-16245-0,7,1,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034768834&doi=10.1038%2fs41598-017-16245-0&partnerID=40&md5=eeec2573251579eefbfba56e878b1c97,Scopus,,,,,0,,0,743,,
282,JOUR,"Novel fungicide and neonicotinoid insecticide impair flight behavior in pollen foraging honey bees, Apis mellifera","['Keodara, A.', 'Jeker, L.', 'Straub, L.', 'Grossar, D.', 'Müller, J.', 'Christen, V.']",Scientific Reports,"Bees are often exposed to pesticides affecting physiological functions and molecular mechanisms. Studies showed a potential link between altered expression of energy metabolism related transcripts and increased homing flight time of foragers exposed to pesticides. In this study, we investigated the effects of thiamethoxam and pyraclostrobin on longevity, flight behavior, and expression of transcripts involved in endocrine regulation (hbg-3, buffy, vitellogenin) and energy metabolism (cox5a, cox5b, cox17) using radio frequency identification (RFID) technology and quantitative polymerase chain reaction. Parallel, a laboratory study was conducted investigating whether pesticide exposure alone without the influence of flight activity caused similar expression patterns as in the RFID experiment. No significant effect on survival, homing flight duration, or return rate of exposed bees was detected. The overall time foragers spent outside the hive was significantly reduced post-exposure. Irrespective of the treatment group, a correlation was observed between cox5a, cox5b, cox17 and hbg-3 expression and prolonged homing flight duration. Our results suggest that flight behavior can impact gene expression and exposure to pesticides adversely affects the expression of genes that are important for maintaining optimal flight capacity. Our laboratory-based experiment showed significantly altered expression levels of cox5a, cox6c, and cox17. However, further work is needed to identify transcriptional profiles responsible for prolonged homing flight duration. © The Author(s) 2024.",2024///,2024,10.1038/s41598-024-73235-9,14,1,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205527483&doi=10.1038%2fs41598-024-73235-9&partnerID=40&md5=f646894be8284785c2b2980ec0427122,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'pollen', 'drug effect', 'physiology', 'flying', 'thiamethoxam', 'Pollen', 'Thiamethoxam', 'Agrochemicals', 'Flight, Animal', 'metabolism', 'fungicide', 'Gene expression', 'genetics', 'insect protein', 'Fungicides, Industrial', 'Insect Proteins', 'Gene Expression Regulation', 'Pollution', 'gene expression regulation', 'Biomarker', 'Homing flight activity', 'Sustainability']",,,,0,,0,744,,
225,JOUR,The Fungus Nosema ceranae and a Sublethal Dose of the Neonicotinoid Insecticide Thiamethoxam Differentially Affected the Health and Immunity of Africanized Honey Bees,"['De la Mora, A.', 'Morfin, N.', 'Tapia-Rivera, J.C.', 'Macías-Macías, J.O.', 'Tapia-González, J.M.', 'Contreras-Escareño, F.', 'Petukhova, T.', 'Guzman-Novoa, E.']",Microorganisms,"Honey bees (Apis mellifera L.) are affected by different biotic and abiotic stressors, such as the fungus Nosema ceranae and neonicotinoid insecticides, that negatively impact their health. However, most studies so far conducted have focused on the effect of these stressors separately and in European honey bees. Therefore, this study was conducted to analyze the impact of both stressors, singly and in combination, on honey bees of African descent that have demonstrated resistance to parasites and pesticides. Africanized honey bees (AHBs, Apis mellifera scutellata Lepeletier) were inoculated with N. ceranae (1 × 105 spores/bee) and/or chronically exposed for 18 days to a sublethal dose of thiamethoxam (0.025 ng/bee) to evaluate their single and combined effects on food consumption, survivorship, N. ceranae infection, and immunity at the cellular and humoral levels. No significant effects by any of the stressors were found for food consumption. However, thiamethoxam was the main stressor associated to a significant decrease in AHB survivorship, whereas N. ceranae was the main stressor affecting their humoral immune response by upregulating the expression of the gene AmHym-1. Additionally, both stressors, separately and combined, significantly decreased the concentration of haemocytes in the haemolymph of the bees. These findings indicate that N. ceranae and thiamethoxam differentially affect the lifespan and immunity of AHBs and do not seem to have synergistic effects when AHBs are simultaneously exposed to both stressors. © 2023 by the authors.",2023///,2023,10.3390/microorganisms11051258,11,5,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160758660&doi=10.3390%2fmicroorganisms11051258&partnerID=40&md5=c25adb86e90ea97d6595e4b6933d44e6,Scopus,"['Apis mellifera', 'gene expression', 'Nosema ceranae', 'neonicotinoid insecticides', 'cellular immunity', 'haemocytes', 'humoral immunity']",,,,0,,0,745,,
447,JOUR,Interaction between Thiamethoxam and Deformed Wing Virus Type A on Wing Characteristics and Expression of Immune and Apoptosis Genes in Apis mellifera,"['Phokasem, P.', 'Mookhploy, W.', 'Krongdang, S.', 'Sinpoo, C.', 'Chantawannakul, P.']",Insects,"Honey bees are economically important insects for crop pollination. They play a significant role as pollinators of wild plants and agricultural crops and produce economical products, such as honey, royal jelly, wax, pollen, propolis, and venom. Despite their ecological and economical importance, the global honey bee population is in decline due to factors including pathogens, parasites, intensive agriculture, and pesticides. Moreover, these factors may be interlinked and exacerbate the loss of honey bees. This study aimed to investigate the interaction between a pesticide, thiamethoxam, and deformed wing virus type A (DWV-A) to honey bees and the effects on survival rate, wing characteristics, and expression of immune and apoptosis genes in Apis mellifera. We described the potential interaction between thiamethoxam and DWV-A on honey bee wing characteristics, DWV-A loads, and the expressions of immune (defensin, abaecin, and hymenoptaecin) and apoptosis genes (buffy, apaf1, caspase3-like, caspase8-like, and caspase9-like). Honey bee larvae were fed with three different thiamethoxam doses (0.001, 1.4, and 14.3 ng/µL of the diet). Then, thiamethoxam-treated white-eyed pupae were injected with 107 copy numbers/honey bee of the DWV-A genome. The interaction between thiamethoxam and DWV-A caused a high mortality rate, crippled wings in newly emerged adult honey bees (100%), and resulted in induced expression of hymenoptaecin gene compared to the control group, while downregulation of caspase8-like, caspase9-like genes compared to the DWV injection group. Therefore, the potential interaction between thiamethoxam and DWV-A might have a deleterious effect on honey bee lifespan. The results from this study could be used as a tool to combat DWV-A infection and mitigate pesticide usage to alleviate the decrease in the honey bee population. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",2022///,2022,10.3390/insects13060515,13,6,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132309232&doi=10.3390%2finsects13060515&partnerID=40&md5=9fa08829359b8a22b54c933b1b5aca48,Scopus,"['thiamethoxam', 'apoptosis', 'pesticides', 'DWV-A', 'immune', 'pathogens']",,,,0,,0,746,,
642,JOUR,RNA-seq reveals disruption of gene regulation when honey bees are caged and deprived of hive conditions,"['Alburaki, M.', 'Karim, S.', 'Lamour, K.', 'Adamczyk, J.', 'Stewart, S.D.']",Journal of Experimental Biology,"In this study, we present phenotypic and genetic data characterizing the impact of imidacloprid and caging stress on honey bee Apis mellifera physiological responses and regulation of 45 genes using targeted-RNA seq. The term ‘caging stress’ characterizes the effects of depriving honey bees of all hive aspects and conditions. Two cohorts of 1 day old sister bees were subjected to different conditions. One cohort was caged and fed different imidacloprid-tainted sugar solutions and the second was marked and introduced back to its natal hive. Physiological bee parameters and diet behavior were monitored daily for caged bees over several weeks. Bee samples from both cohorts were sampled weekly for RNA sequencing and oxidative stress analyses. Imidacloprid induced significant protein damage and post-ingestive aversion responses in caged bees, leading to lower tainted syrup consumption and higher water intake compared with the controls. No differentially expressed genes were observed among caged bees in regards to imidacloprid treatment. However, significant upregulation in antioxidant genes was recorded in caged bees as compared with hive bees, with overwhelming downregulation in all gene categories in caged bees at week 4. We identified two sets of genes that were constantly regulated in caged bees, including Rsod with unknown function in insects that could potentially characterize caging stress in honey bees. © 2019. Published by The Company of Biologists Ltd",2019///,2019,10.1242/jeb.207761,222,18,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072508567&doi=10.1242%2fjeb.207761&partnerID=40&md5=8eb1708724e272e86cd2017ff7fbb6f5,Scopus,,,,,0,,0,747,,
358,JOUR,Effects of the insecticide imidacloprid on the post-embryonic development of the honey bee Apis mellifera (Hymenoptera: Apidae),"['Carneiro, L.S.', 'Santos, C.G.', 'Resende, M.T.C.S.D.', 'Souza, D.L.L.D.', 'Souza, D.D.S.', 'Souza, A.M.D.C.', 'Motta, J.V.D.O.', 'Nere, P.H.A.', 'Oliveira, A.H.D.', 'Serrão, J.E.']",Science of the Total Environment,"The widespread use of pesticides in agriculture has been linked to declines in bee populations worldwide. Imidacloprid is a widely used systemic insecticide that can be found in the pollen and nectar of plants and has the potential to negatively impact the development of bee larvae. We investigated the effects of oral exposure to a realistic field concentration (20.5 ng g−1) of imidacloprid on the midgut and fat body of Apis mellifera worker larvae. Our results showed that larvae exposed to imidacloprid exhibited changes in the midgut epithelium, including disorganization of the brush border, nuclear chromatin condensation, cytoplasm vacuolization, and release of cell fragments indication cell death. Additionally, histochemical analysis revealed that the midgut brush border glycocalyx was disorganized in exposed larvae. The fat body cells of imidacloprid-exposed larvae had a decrease in the size of lipid droplets from 50 to 8 μm and increase of 100 % of protein content, suggesting possible responses to the stress caused by the insecticide. However, the expression of de cdc20 gene, which plays a role in cell proliferation, was not affected in the midgut and fat body of treated larvae. These results suggest that imidacloprid negatively affects non-target organs during the larval development of A. mellifera potentially impacting this important pollinator species. © 2023 Elsevier B.V.",2023///,2023,10.1016/j.scitotenv.2023.167278,905,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172681034&doi=10.1016%2fj.scitotenv.2023.167278&partnerID=40&md5=53cc5bad5545d381b1838b4a9dec7794,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'Hymenoptera', 'imidacloprid', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'pollinator', 'Article', 'Cell proliferation', 'controlled study', 'nonhuman', 'Plants (botany)', 'pollution exposure', 'Apis mellifera', 'concentration (parameter)', 'honeybee', 'Food products', 'Imidacloprids', 'larva', 'Larva', 'Honey bee', 'gene expression', 'Cell death', 'gene', 'Genes', 'long term exposure', 'animal tissue', 'midgut', 'Pollinator', 'Fat body', 'protein', 'larval development', 'population decline', 'lipid', 'histopathology', 'cytoplasm', 'fat pad', 'embryonic development', 'embryo', 'embryo development', 'brush border', 'cell death', 'chromatin condensation', 'Development', 'protein content', 'cell proliferation', 'polysaccharide', 'cdc20 gene', 'Cdc20 gene', 'Digestive tract', 'Embryonic Development', 'epithelium', 'fat droplet', 'glycocalyx', 'histochemistry', 'Honey bee, neonicotinoid']",,,,0,,0,748,,
259,JOUR,Effects of neonicotinoid exposure on molecular and physiological indicators of honey bee immunocompetence,"['Collison, E.J.', 'Hird, H.', 'Tyler, C.R.', 'Cresswell, J.E.']",Apidologie,"Bee declines have been associated with various stressors including pesticides and pathogens. We separately exposed immune-challenged adult worker honey bees (Apis mellifera L.) to two neonicotinoid pesticides, thiamethoxam (10 ppb) and imidacloprid (102 ppb), by dietary delivery. We found that whereas neonicotinoid exposure weakly affected transcriptional responses of antimicrobial genes, it did not detectably affect the physiological antimicrobial response as measured by a lytic clearance assay of haemolymph. Our findings add to the evidence that transcriptional responses in immune-related genes are not yet reliable indicators of pesticide impacts on bee health, which suggests caution in their future use as biomarkers in pesticide risk assessment. © 2017, INRA, DIB and Springer-Verlag France SAS.",2018///,2018,10.1007/s13592-017-0541-3,49,2,196,208,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045068675&doi=10.1007%2fs13592-017-0541-3&partnerID=40&md5=1bfc4062d9954e18b32ffe5acee01f9a,Scopus,,,,,0,,0,749,,
468,JOUR,Effects of Sublethal Doses of Imidacloprid on the Expression of Neurometabolic Genes in Apis cerana cerana,"['Qiu, Y.', 'Wu, F.', 'Zhang, L.', 'Li, H.']",Scientia Agricultura Sinica,"【Background】The target of neonicotinoid insecticides is the acetylcholine receptor in the nervous system of insects. Due to its good systemicity and low toxicity to humans and animals, it has been widely used in agricultural production. Thus there is still a low residue in plants, and this sublethal dose residue can still cause adverse effects on the behavior and nervous system of flower-visiting insects like bees.【Objective】The objective of this study is to clarify the effect of sublethal dose imidacloprid (a kind of neonicotinoid insecticides) on the nervous physiological and metabolism system of Apis cerana cerana【. Method】In this study, the worker bees were treated with two sublethal concentration gradient doses of 5 and 10 μg•L-1 imidacloprid for 10 days (three biological replicates). After total RNA was extracted, the resulting library was analyzed by RNA-seq. Throughput sequencing, and the bioinformatics technology was used to assemble and annotate the sequence de novo, and the differentially expressed genes (DEGs) after sublethal doses imidacloprid treatment were analyzed by clustering and enrichment. Finally, real-time fluorescence quantitative PCR (RT-qPCR) technology was used to verify the DEGs related to the nervous and metabolic systems.【Result】A total of 9 sequencing libraries were obtained, the ratio of effective sequencing data exceeded 94.45%. From the obtained 37 364 unigenes, 571 DEGs were identified. The enrichment analysis of GO and KEGG found that the DEGs were mainly related to multiple pathways such as protein translation, redox, oxidative phosphorylation, and ribosome, indicating that sublethal doses of imidacloprid had an impact on multiple physiological processes and metabolic pathways of A. c. cerana. Nine DEGs (e.g. neuropeptide F (NPF), neuropeptide SIFamide receptor (SIFaR), phosphoinositide 3-dependent kinases (PDK1), A-kinase anchoring protein 1 (AKAP1), carbonic anhydrase 3 (CA3), superoxide dismutase 2 (SOD2), NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10 (ND42), cuticle protein 12 (CP12), and odorant-binding protein (OBP17)) related to nerve signal transmission and metabolic function were selected for RT-qPCR verification. Their expression patterns were completely consistent with the transcriptome results. 【Conclusion】The sublethal dose of imidacloprid can affect lots of aspects of A. c. cerana such as nerve signal transduction, cellular respiration, immune response, maintenance of homeostasis, and olfactory perception. © 2022 Editorial Department of Scientia Agricultura Sinica. All rights reserved.",2022///,2022,10.3864/j.issn.0578-1752.2022.08.018,55,8,1685,1694,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133183384&doi=10.3864%2fj.issn.0578-1752.2022.08.018&partnerID=40&md5=aad2126f92f33d195c324327e9dcdf7b,Scopus,"['bee', 'imidacloprid', 'sublethal effect', 'toxicity', 'sublethal dose', 'metabolism', 'imidazolinone pesticide', 'agricultural production', 'Apis cerana cerana', 'genetic analysis', 'physiological response', 'polymerase chain reaction', 'RNA', 'RNA-seq', 'RT-qPCR']",,,亚致死剂量吡虫啉对中华蜜蜂神经代谢基因表达的影响,0,,0,750,,
94,JOUR,Pesticide exposure in honey bees results in increased levels of the gut pathogen Nosema,"['Pettis, J.S.', 'Vanengelsdorp, D.', 'Johnson, J.', 'Dively, G.']",Naturwissenschaften,"Global pollinator declines have been attributed to habitat destruction, pesticide use, and climate change or some combination of these factors, and managed honey bees, Apis mellifera, are part of worldwide pollinator declines. Here we exposed honey bee colonies during three brood generations to sub-lethal doses of a widely used pesticide, imidacloprid, and then subsequently challenged newly emerged bees with the gut parasite, Nosema spp. The pesticide dosages used were below levels demonstrated to cause effects on longevity or foraging in adult honey bees. Nosema infections increased significantly in the bees from pesticide-treated hives when compared to bees from control hives demonstrating an indirect effect of pesticides on pathogen growth in honey bees. We clearly demonstrate an increase in pathogen growth within individual bees reared in colonies exposed to one of the most widely used pesticides worldwide, imidacloprid, at below levels considered harmful to bees. The finding that individual bees with undetectable levels of the target pesticide, after being reared in a sub-lethal pesticide environment within the colony, had higher Nosema is significant. Interactions between pesticides and pathogens could be a major contributor to increased mortality of honey bee colonies, including colony collapse disorder, and other pollinator declines worldwide. © 2012 The Author(s).",2012///,2012,10.1007/s00114-011-0881-1,99,2,153,158,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862777932&doi=10.1007%2fs00114-011-0881-1&partnerID=40&md5=5d71a1c690e98090e4463308d2b24954,Scopus,,,,,0,,0,751,,
143,JOUR,Larval exposure to thiamethoxam and American foulbrood: effects on mortality and cognition in the honey bee Apis mellifera,"['Papach, A.', 'Fortini, D.', 'Grateau, S.', 'Aupinel, P.', 'Richard, F.-J.']",Journal of Apicultural Research,"Here, we examined the in vitro effects of co-exposure to a pathogen and a common neonicotinoid on honey bee larvae survival and on adult learning behavior following a standard olfactory conditioning procedure based on the proboscis extension response paradigm. We exposed or co-exposed honey bee larvae to American foulbrood and to sub-lethal doses of thiamethoxam (chronic exposure). Our results revealed no additive effects between the two stressors on larval mortality. However, the present work provides the first evidence of impaired learning and memory in adult bees that were fed thiamethoxam (0.6 ng/bee) during the larval stage. We also show no alterations in learning and memory in bees after infection with American foulbrood at the larval stage. The present study contributes to our knowledge of the sub-lethal effects of neonicotinoids on honey bee larvae and adults. © 2017 International Bee Research Association.",2017///,2017,10.1080/00218839.2017.1332541,56,4,475,486,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023192488&doi=10.1080%2f00218839.2017.1332541&partnerID=40&md5=f08ed0139ec30513fc510547f8abb1b7,Scopus,,,,Exposición larvaria a thiamethoxam y loque americana: efectos sobre la mortalidad y la cognición en la abeja de miel Apis mellifera,0,,0,752,,
148,JOUR,Imidacloprid-induced impairment of mushroom bodies and behavior of the native stingless bee melipona quadrifasciata anthidioides,"['van Tomé, H.V.', 'Martins, G.F.', 'Lima, M.A.P.', 'Campos, L.A.O.', 'Guedes, R.N.C.']",PLoS ONE,"Declines in pollinator colonies represent a worldwide concern. The widespread use of agricultural pesticides is recognized as a potential cause of these declines. Previous studies have examined the effects of neonicotinoid insecticides such as imidacloprid on pollinator colonies, but these investigations have mainly focused on adult honey bees. Native stingless bees (Hymenoptera: Apidae: Meliponinae) are key pollinators in neotropical areas and are threatened with extinction due to deforestation and pesticide use. Few studies have directly investigated the effects of pesticides on these pollinators. Furthermore, the existing impact studies did not address the issue of larval ingestion of contaminated pollen and nectar, which could potentially have dire consequences for the colony. Here, we assessed the effects of imidacloprid ingestion by stingless bee larvae on their survival, development, neuromorphology and adult walking behavior. Increasing doses of imidacloprid were added to the diet provided to individual worker larvae of the stingless bee Melipona quadrifasciata anthidioides throughout their development. Survival rates above 50% were only observed at insecticide doses lower than 0.0056 μg active ingredient (a.i.)/bee. No sublethal effect on body mass or developmental time was observed in the surviving insects, but the pesticide treatment negatively affected the development of mushroom bodies in the brain and impaired the walking behavior of newly emerged adult workers. Therefore, stingless bee larvae are particularly susceptible to imidacloprid, as it caused both high mortality and sublethal effects that impaired brain development and compromised mobility at the young adult stage. These findings demonstrate the lethal effects of imidacloprid on native stingless bees and provide evidence of novel serious sublethal effects that may compromise colony survival. The ecological and economic importance of neotropical stingless bees as pollinators, their susceptibility to insecticides and the vulnerability of their larvae to insecticide exposure emphasize the importance of studying these species. © 2012 Tomé et al.",2012///,2012,10.1371/journal.pone.0038406,7,6,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861849676&doi=10.1371%2fjournal.pone.0038406&partnerID=40&md5=c79d1d494822feae704376b9953a9f04,Scopus,,,,,0,,0,753,,
168,JOUR,Neonicotinoid Pesticides Are More Toxic to Honey Bees at Lower Temperatures: Implications for Overwintering Bees,"['Saleem, M.S.', 'Huang, Z.Y.', 'Milbrath, M.O.']",Frontiers in Ecology and Evolution,"The honey bee (Apis mellifera) is an important pollinator as well as an important test model for pesticide effects on other insect pollinators. Honey bees have been experiencing high mortality in both the United States and worldwide. Pesticide exposure has been identified as one of the many stressors causing this mortality. Effects of various pesticides have been measured for multiple responses such as learning, memory performance, feeding activity, and thermoregulation. These studies were conducted at many different temperatures (11–35°C); however, few studies compared toxicity of the same pesticide to bees at different temperatures. It is possible that the same pesticide might show different toxicity to honey bees at different temperatures. To reveal such potential interactions, we administered low doses of two neonicotinoid insecticides (imidacloprid and thiamethoxam) at three different temperature scenarios (35°C, 24°C, and a varying temperature) and determined the effects on honey bee survivorship. We discovered that honey bees are much more sensitive to the neonicotinoid pesticides imidacloprid and thiamethoxam at a constant 24°C or at a varying temperature (night at 13°C and day at 24°C) compared to bees at 35°C. These results suggest that honey bee colonies during winter time will be more sensitive to pesticides. Doses of neonicotinoids that are safe to colonies during summer might kill them during the winter time. © Copyright © 2020 Saleem, Huang and Milbrath.",2020///,2020,10.3389/fevo.2020.556856,8,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094974071&doi=10.3389%2ffevo.2020.556856&partnerID=40&md5=96393f67192eeaf30752b6c6e672c30f,Scopus,"['Apis mellifera', 'neonicotinoids', 'overwintering bees', 'pesticide toxicity', 'temperature']",,,,0,,0,754,,
200,JOUR,Toxicological status changes the susceptibility of the honey bee Apis mellifera to a single fungicidal spray application,"['Almasri, H.', 'Tavares, D.A.', 'Tchamitchian, S.', 'Pélissier, M.', 'Sené, D.', 'Cousin, M.', 'Brunet, J.-L.', 'Belzunces, L.P.']",Environmental Science and Pollution Research,"During all their life stages, bees are exposed to residual concentrations of pesticides, such as insecticides, herbicides, and fungicides, stored in beehive matrices. Fungicides are authorized for use during crop blooms because of their low acute toxicity to honey bees. Thus, a bee that might have been previously exposed to pesticides through contaminated food may be subjected to fungicide spraying when it initiates its first flight outside the hive. In this study, we assessed the effects of acute exposure to the fungicide in bees with different toxicological statuses. Three days after emergence, bees were subjected to chronic exposure to the insecticide imidacloprid and the herbicide glyphosate, either individually or in a binary mixture, at environmental concentrations of 0.01 and 0.1 μg/L in food (0.0083 and 0.083 μg/kg) for 30 days. Seven days after the beginning of chronic exposure to the pesticides (10 days after emergence), the bees were subjected to spraying with the fungicide difenoconazole at the registered field dosage. The results showed a delayed significant decrease in survival when honey bees were treated with the fungicide. Fungicide toxicity increased when honey bees were chronically exposed to glyphosate at the lowest concentration, decreased when they were exposed to imidacloprid, and did not significantly change when they were exposed to the binary mixture regardless of the concentration. Bees exposed to all of these pesticide combinations showed physiological disruptions, revealed by the modulation of several life history traits related mainly to metabolism, even when no effect of the other pesticides on fungicide toxicity was observed. These results show that the toxicity of active substances may be misestimated in the pesticide registration procedure, especially for fungicides. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",2021///,2021,10.1007/s11356-021-13747-3,28,31,42807,42820,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103642676&doi=10.1007%2fs11356-021-13747-3&partnerID=40&md5=366d1ad35a16b07eb2a6b9cb1c48843c,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'pesticide', 'Pesticides', 'Apis mellifera', 'herbicide', 'Herbicides', 'fungicide', 'Fungicides, Industrial', 'Honey bee survival', 'Difenoconazole fungicide', 'Glyphosate herbicide', 'Imidacloprid insecticide', 'Toxicological status']",,,,0,,0,755,,
