record_id,﻿record_id,type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,start_page,end_page,issn,accession_number,keywords,tertiary_authors,secondary_authors,url,name_of_database,short_title,asreview_prior,exported_notes_1,included,asreview_ranking
550,201,JOUR,Social Buffering of Pesticides in Bumblebees: Agent-Based Modeling of the Effects of Colony Size and Neonicotinoid Exposure on Behavior Within Nests,"['Crall, JD', 'de Bivort, BL', 'Dey, B', 'Versypt, ANF']",FRONTIERS IN ECOLOGY AND EVOLUTION,"Neonicotinoids are a globally prevalent class of pesticides that can negatively affect bees and the pollination services they provide. While there is evidence suggesting that colony size may play an important role inmitigating neonicotinoid exposure in bees, mechanisms underlying these effects are not well understood. Here, a recently developed agent-based computational model is used to investigate how the effects of sub-lethal neonicotinoid exposure on intranest behavior of bumblebees (Bombus impatiens) are modulated by colony size. Simulations from the model, parameterized using empirical data on bumblebee workers exposed to imidacloprid (a common neonicotinoid pesticide), suggest that colony size has significant effects on neonicotinoid-sensitivity within bumblebee nests. Specifically, differences are reduced between treated and untreated workers in larger colonies for several key aspects of behavior within nests. Our results suggest that changes in both number of workers and nest architecture may contribute to making larger colonies less sensitive to pesticide exposure.",2019/03/04/,2019,10.3389/fevo.2019.00051,7.0,,,,2296-701X,WOS:000467399600001,,,,,,,0,simulation,0,149
20,820,JOUR,Quantitative weight of evidence assessment of higher tier studies on the toxicity and risks of neonicotinoids in honeybees. 4. Thiamethoxam,"['Stephenson, G.L.', 'Solomon, K.R.']",Journal of Toxicology and Environmental Health - Part B: Critical Reviews,"A quantitative weight of evidence (QWoE) methodology was used to assess several higher-tier studies on the effects of thiamethoxam (TMX) on honeybees. Assessment endpoints were population size and viability of commercially managed honeybee colonies and quantity of hive products. A higher-tier field toxicology study indicated a no-observed-adverse effect concentration (NOAEC) of 29.5¬†¬µg TMX/kg syrup, equivalent to an oral no-observed-adverse-effect-dose (NOAED) of 8.6¬†ng/bee/day for all responses measured. For exposures via deposition of dust, a conservative no-observed-adverse-effect-rate at the level of the colony was 0.1¬†g TMX/ha. There was minimal risk to honeybees from exposure to TMX via nectar and pollen from its use as a seed-treatment. For exposures via dust and dust/seed applications, there were no concentrations above the risk values for TMX in nectar and pollen. Although some risks were identified for potential exposures via guttation fluid, this route of exposure is incomplete; no apparent adverse effects were observed in field studies. For exposures via dust/seed and dust/foliar applications, few adverse effects were observed. Considering all lines of evidence, the quality of the studies included in this analysis was variable. However, the results of the studies were consistent and point to the same conclusion. The overall weight of evidence based on many studies indicates that TMX has no adverse effects on viability or survival of the colony. Thus, the overall conclusion is that the treatment of seeds with thiamethoxam, as currently used in good agricultural practices, does not present a significant risk to honeybees at the level of the colony. ¬© 2017 Taylor & Francis.",2017///,2017,10.1080/10937404.2017.1388568,20.0,06-Jul,365,382,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036570302&doi=10.1080%2f10937404.2017.1388568&partnerID=40&md5=caf3b85e15ff10f896cae621455c9207,Scopus,,0,,0,150
415,191,JOUR,Honey Bee Survival and Pathogen Prevalence: From the Perspective of Landscape and Exposure to Pesticides,"['Alburaki, M', 'Chen, D', 'Skinner, JA', 'Meikle, WG', 'Tarpy, DR', 'Adamczyk, J', 'Stewart, SD']",INSECTS,"In order to study the in situ effects of the agricultural landscape and exposure to pesticides on honey bee health, sixteen honey bee colonies were placed in four different agricultural landscapes. Those landscapes were three agricultural areas with varying levels of agricultural intensity (AG areas) and one non-agricultural area (NAG area). Colonies were monitored for different pathogen prevalence and pesticide residues over a period of one year. RT-qPCR was used to study the prevalence of seven different honey bee viruses as well as Nosema sp. in colonies located in different agricultural systems with various intensities of soybean, corn, sorghum, and cotton production. Populations of the parasitic mite Varroa destructor were also extensively monitored. Comprehensive MS-LC pesticide residue analyses were performed on samples of wax, honey, foragers, winter bees, dead bees, and crop flowers for each apiary and location. A significantly higher level of varroa loads were recorded in colonies of the AG areas, but this at least partly correlated with increased colony size and did not necessarily result from exposure to pesticides. Infections of two viruses (deformed wing virus genotype a (DWVa) and acute bee paralysis virus (ABPV)) and Nosema sp. varied among the four studied locations. The urban location significantly elevated colony pathogen loads, while AG locations significantly benefited and increased the colony weight gain. Cotton and sorghum flowers contained high concentrations of insecticide including neonicotinoids, while soybean and corn had less pesticide residues. Several events of pesticide toxicity were recorded in the AG areas, and high concentrations of neonicotinoid insecticides were detected in dead bees.",2018/06//undefined,2018,10.3390/insects9020065,9.0,2,,,2075-4450,WOS:000436496700030,,,,,,,0,residues,0,151
127,555,JOUR,"Imidacloprid Induces Histopathological Damage in the Midgut, Ovary, and Spermathecal Stored Spermatozoa of Queens After Chronic Colony Exposure","['Moreira, D.R.', 'de Souza, T.H.S.', 'Galhardo, D.', 'Puentes, S.M.D.', 'Figueira, C.L.', 'Silva, B.G.D.', 'Chagas, F.D.', 'Gigliolli, A.A.S.', 'de Toledo, V.D.A.A.', 'Ruvolo-Takasusuki, M.C.C.']",Environmental Toxicology and Chemistry,"Bee colony health is declining as a result of several factors, including exposure to pesticides. The development and strength of honey bee colonies depend on the reproductive success of queen bees. Because flowers are sources of food for bees, foragers can accidentally collect and carry contaminated pollen and nectar to their hives; and this may compromise the longevity and the life span of individuals. Thus, the present study aimed to observe the action of imidacloprid in the midgut and ovaries of Apis mellifera queens, as well as the effects on sperm stored in their spermatheca. To this end, the apiary was divided into three experimental groups: control, commercial imidacloprid, and active ingredient imidacloprid. For toxicity assays, a sucrose solution containing 1 ¬µg/L of imidacloprid was offered to the colonies for 42 days. A control group received only food in the same period. In both treatments with imidacloprid, the midgut of queens showed modifications in the external musculature and cellular alterations. Such changes could lead to the nonrecovery of the epithelium and subsequently malabsorption of nutrients. Moreover, the digestive cells of queen bees exposed to the commercial imidacloprid presented pyknotic nuclei, suggesting a cell death process. The main alterations observed in the ovaries of these reproductive bees treated with commercial imidacloprid were degeneration and resorption of the ovariole content, which probably affected their fertilization and colony development. There were no significant changes in the spermatozoa morphology for both treatments with imidacloprid, but this insecticide may interfere with the development and reproductive success of A. mellifera colonies because it affects the morphology and function of essential organs for the survival of queens. Environ Toxicol Chem 2022;41:1637‚Äì1648. SETAC. ¬© 2022 SETAC.",2022///,2022,10.1002/etc.5332,41.0,7,1637,1648,,,"['animal', 'animal experiment', 'Animals', 'Apis mellifera', 'Article', 'bee', 'Bees', 'cell component', 'cell death', 'Cell death', 'Chemical contamination', 'controlled study', 'drug exposure', 'ecotoxicology', 'female', 'Female', 'fertilization', 'Food storage', 'histopathology', 'Honey bee', 'imidacloprid', 'Imidacloprids', 'induced response', 'insecticide', 'Insecticides', 'Lifespans', 'longevity', 'malabsorption', 'male', 'Male', 'midgut', 'morphology', 'Morphology', 'Morphophysiology', 'nectar', 'neonicotinoid', 'Neonicotinoid', 'neonicotinoid pesticide', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'nonhuman', 'nutrient', 'ovary', 'Ovary', 'physiology', 'plant seed', 'pollen', 'queen', 'queen (insect)', 'reproductive success', 'Reproductive success', 'Seeds', 'sperm', 'spermatheca', 'Spermatheca', 'Spermathecum', 'Spermatozoa', 'spermatozoon', 'Spermatozoon', 'Toxicity', 'toxicity assay', 'Toxicology']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129213998&doi=10.1002%2fetc.5332&partnerID=40&md5=1c45279a285a41fc7b1cdd56c714bed6,Scopus,,0,,0,152
619,761,JOUR,Chronic oral exposure to field-realistic pesticide combinations via pollen and nectar: effects on feeding and thermal performance in a solitary bee,"['Azpiazu, C.', 'Bosch, J.', 'Vi√±uela, E.', 'Medrzycki, P.', 'Teper, D.', 'Sgolastra, F.']",Scientific Reports,"Pesticide use is one of the main causes of pollinator declines in agricultural ecosystems. Traditionally, most laboratory studies on bee ecotoxicology test acute exposure to single compounds. However, under field conditions, bees are often chronically exposed to a variety of chemicals, with potential synergistic effects. We studied the effects of field-realistic concentrations of three pesticides measured in pollen and nectar of commercial melon fields on the solitary bee Osmia bicornis L. We orally exposed females of this species throughout their life span to 8 treatments combining two neonicotinoid insecticides (acetamiprid, imidacloprid) and a triazole fungicide (myclobutanil) via pollen and sugar syrup. We measured pollen and syrup consumption, longevity, ovary maturation and thermogenesis. Pesticide intake was three orders of magnitude higher via syrup than pollen. At the tested concentrations, no synergistic effects emerged, and we found no effects on longevity and ovary maturation. However, all treatments containing imidacloprid resulted in suppressed syrup consumption and drastic decreases in thoracic temperature and bee activity. Our results have important implications for pesticide regulation. If we had measured only lethal effects we would have wrongly concluded that the pesticide combinations containing imidacloprid were safe to O. bicornis. The incorporation of tests specifically intended to detect sublethal effects in bee risk assessment schemes should be an urgent priority. In this way, the effects of pesticide exposure on the dynamics of bee populations in agroecosystems will be better assessed. ¬© 2019, The Author(s).",2019///,2019,10.1038/s41598-019-50255-4,9.0,1,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072622740&doi=10.1038%2fs41598-019-50255-4&partnerID=40&md5=fc7d8ff66d005e23e33d811118ff32e0,Scopus,,0,,0,153
30,907,JOUR,Impacts of chronic sublethal exposure to clothianidin on winter honeybees,"['Alkassab, A.T.', 'Kirchner, W.H.']",Ecotoxicology,"A wide application of systemic pesticides and detection of their residues in bee-collected pollen and nectar at sublethal concentrations led to the emergence of concerns about bees‚Äô chronic exposure and possible sublethal effects on insect pollinators. Therefore, special attention was given to reducing unintentional intoxications under field conditions. The sensitivity of winter bees throughout their long lifespan to residual exposure of pesticides is not well known, since most previous studies only looked at the effects on summer bees. Here, we performed various laboratory bioassays to assess the effects of clothianidin on the survival and behavior of winter bees. Oral lethal and sublethal doses were administered throughout 12-day. The obtained LD50 values at 48, 72, 96¬†h and 10¬†days were 26.9, 18.0, 15.1 and 9.5¬†ng/bee, respectively. Concentrations <20¬†¬µg/kg were found to be sublethal. Oral exposure to sublethal doses was carried out for 12-day and, the behavioral functions were tested on the respective 13th day. Although slight reductions in the responses at the concentrations 10 and 15¬†¬µg/kg were observed, all tested sublethal concentrations had showed non-significant effects on the sucrose responsiveness, habitation of the proboscis extension reflex and olfactory learning performance. Nevertheless, chronic exposure to 15¬†¬µg/kg affected the specificity of the early long-term memory (24¬†h). Since the tested concentrations were in the range of field-relevant concentrations, our results strongly suggest that related-effects on winter and summer bees‚Äô sensitivity should also be studied under realistic conditions. ¬© 2016, Springer Science+Business Media New York.",2016///,2016,10.1007/s10646-016-1657-3,25.0,5,1000,1010,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964389403&doi=10.1007%2fs10646-016-1657-3&partnerID=40&md5=9621d17fc9355b904e69be709398623c,Scopus,,0,,0,154
623,529,JOUR,"Neonicotinoid pesticide applications affect pollinator abundance and visitation, leading to implications for sunflower production (Helianthus annuus L.)","['Saleem, M.S.', 'Akbar, M.F.', 'Javed, M.A.', 'Sultan, A.']",Cogent Food and Agriculture,"Pesticides are considered a risk to pollinators; however, little is known about the possible effects of their injudicious use on pollinators, including the ecosystem services provided to crops and wildflowers. Recently, great attention has been paid to the effects of neonicotinoids pesticides on pollinators and their potential role in harming the health of bees all over the world. Sunflowers, being self-incompatible plants, rely on insects, primarily bees, for effective cross-pollination and successful seed-set. Ensuring the presence of sufficient pollinators in the field is crucial for facilitating pollen movement between flowers and promoting optimal seed development. However, the reliance on insect-mediated cross-pollination also makes sunflowers susceptible to pest attacks, which can negatively impact seed production. To mitigate these potential threats and achieve increased seed yields, careful consideration is given to the judicious use of pesticides. Striking the right balance between providing adequate pollinators and implementing appropriate pest management strategies is vital for maximizing sunflower crop productivity. To reveal such potential impacts of neonicotinoid insecticides, we undergo the current study that aimed to estimate flower visitation and pollination in a sunflower crop by applying three neonicotinoid insecticides i.e. imidacloprid, clothianidin, and thiamethoxam, including the control group for two years i.e. 2020, and 2021. In all experimental plots, we quantified floral visitors for fourteen days at three different times (8 am, 12 pm, and 5 pm). Floral visitors were divided into three groups, Apis bees, Non-Apis bees, and butterflies. After the maturation period, the achenes from each capitulum were separated and brought for weight. We discovered that this study confirmed the adverse effect of neonicotinoids pesticides on sunflower production. Our research revealed that the use of imidacloprid, clothianidin, and thiamethoxam had a negative impact on the visitation of Apis bees, with reductions of 19%, 18.5%, and 23% respectively, as compared to the control group during the year 2020. Furthermore, these pesticides also caused a decrease in the visitation of Non-Apis bees by 15%, 15%, and 17% respectively. The visitation of butterflies was also affected, with reductions of 17.4%, 14.6%, and 15.8% for imidacloprid, clothianidin, and thiamethoxam respectively. Based on our research conducted in the year 2021, the use of imidacloprid, clothianidin, and thiamethoxam caused a reduction of 22.5%, 24%, and 25.5% respectively in the visitation of Apis bees, as compared to the control group. Similarly, non-Apis bees experienced a decrease in visitation by 19.5%, 23.5%, and 25% respectively for imidacloprid, clothianidin, and thiamethoxam, compared to the control group. The visitation of butterflies was also affected, with reductions of 18.2%, 22.2%, and 26% respectively for imidacloprid, clothianidin, and thiamethoxam, compared to the control group. Our findings suggest that the use of these pesticides affected the diversity of floral visitors and contributed to a decline in the number of fruit during the year 2020 and 2021. Moreover, the abundance of floral visitors, the mass of fruits, and the quantity of oil in the seeds were significantly lower after treatment with neonicotinoid pesticides, thus evidencing its negative effect on sunflower productivity. (Figure presented.). ¬© 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",2023///,2023,10.1080/23311932.2023.2258773,9.0,1,,,,,"['Abundance', 'Neonicotinoids', 'Pesticide toxicity', 'Pollinators', 'Productivity', 'Sunflower']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173975206&doi=10.1080%2f23311932.2023.2258773&partnerID=40&md5=3fe0a3a0883f4b74e11ccd55cbd0da79,Scopus,,0,,0,155
309,522,JOUR,Exposure and risk assessment of acetamiprid in honey bee colonies under a real exposure scenario in Eucalyptus sp. landscapes,"['Capela, N.', 'Xu, M.', 'Sim√µes, S.', 'Azevedo-Pereira, H.M.S.V.', 'Peters, J.', 'Sousa, J.P.']",Science of the Total Environment,"Honey bee colonies have shown abnormal mortality rates over the last decades. Colonies are exposed to biotic and abiotic stressors including landscape changes caused by human pressure. Modern agriculture and even forestry, rely on pesticide inputs and these chemicals have been indicated as one of the major causes for colony losses. Neonicotinoids are a common class of pesticides used worldwide that are specific to kill insect pests, with acetamiprid being the only neonicotinoid allowed to be applied outdoors in the EU. To evaluate honeybees' exposure to acetamiprid under field conditions as well as to test the use of in-situ tools to monitor pesticide residues, two honeybee colonies were installed in five Eucalyptus sp. plantations having different area where Epik¬Æ (active substance: acetamiprid) was applied as in a common spraying event to control the eucalyptus weevil pest. Flowers, fresh nectar, honey bees and colony products samples were collected and analyzed for the presence of acetamiprid residues. Our main findings were that (1) acetamiprid residues were found in samples collected outside the spraying area, (2) the amount of residues transported into the colonies increased with the size of the sprayed area, (3) according to the calculated Exposure to Toxicity Ratio (ETR) values, spraying up to 22 % of honeybees foraging area does not harm the colonies, (4) colony products can be used as a valid tool to monitor colony accumulation of acetamiprid and (5) the use of Lateral Flow Devices (LFDs) can be a cheap, fast and easy tool to apply in the field, to evaluate the presence of acetamiprid residues in the landscape and colony products. ¬© 2022",2022///,2022,10.1016/j.scitotenv.2022.156485,840.0,,,,,,"['acetamiprid', 'Acetamiprid residue', 'Acetamiprid residues', 'angiosperm', 'animal', 'Animals', 'apis mellifera', 'Apis mellifera', 'Article', 'bee', 'Bees', 'bioaccumulation', 'colony', 'Eucalyptus', 'Eucalyptus sp', 'Europe', 'Field studies', 'field study', 'Field study', 'Flow devices', 'flower', 'Food products', 'foraging', 'Forestry', 'Honey bee', 'honeybee', 'insecticide', 'Insecticides', 'Lateral Flow', 'Lateral flow device', 'Lateral flow devices', 'LD50', 'nectar', 'neonicotinoid', 'Neonicotinoids', 'no-observed-effect level', 'nonhuman', 'organism colony', 'pesticide', 'pesticide residue', 'pesticide spraying', 'Pesticides', 'pollen', 'pollution exposure', 'risk assessment', 'Risk assessment', 'Risk Assessment', 'Risk perception', 'Risks assessments']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132753336&doi=10.1016%2fj.scitotenv.2022.156485&partnerID=40&md5=11a1c05a3d2d7d9abb2927486253556a,Scopus,,0,residues,0,156
17,134,JOUR,Pollen diet mediates how pesticide exposure impacts brain gene expression in nest-founding bumble bee queens,"['Costa, CP', 'Leza, M', 'Duennes, MA', 'Fisher, K', 'Vollaro, A', 'Hur, M', 'Kirkwood, JS', 'Woodard, SH']",SCIENCE OF THE TOTAL ENVIRONMENT,"A primary goal in biology is to understand the effects of multiple, interacting environmental stressors on organisms. Wild and domesticated bees are exposed to a wide variety of interacting biotic and abiotic stressors, with widespread declines in floral resources and agrochemical exposure being two of the most important. In this study, we used examinations of brain gene expression to explore the sublethal consequences of neonicotinoid pesticide exposure and pollen diet composition in nest-founding bumble bee queens. We demonstrate for the first time that pollen diet composition can influence the strength of bumble bee queen responses to pesticide exposure at the molecular level. Specifically, one pollen mixture in our study appeared to buffer bumble bee queens entirely against the effects of pesticide exposure, with respect to brain gene expression. Additionally, we detected unique effects of pollen diet and sustained (versus more temporary) pesticide exposure on queen gene expression. Our findings support the hypothesis that nutritional status can help buffer animals against the harmful effects of other stressors, including pesticides, and highlight the importance of using molecular approaches to explore sublethal consequences of stressors.",2022/08/10/,2022,10.1016/j.scitotenv.2022.155216,833.0,,,,0048-9697,WOS:000800486900009,"['animal', 'Animals', 'bee', 'Bees', 'imidacloprid', 'pollination', 'Article', 'nonhuman', 'pesticide', 'Pesticides', 'pollen', 'pollution exposure', 'Pesticide', 'chemistry', 'metabolome', 'Pollen', 'gene expression', 'bumblebee', 'Gene expression', 'brain', 'gene ontology', 'transcriptome', 'differential gene expression', 'RNA sequencing', 'nesting', 'Exposed to', 'liquid chromatography-mass spectrometry', 'Bombus impatiens', 'Brain', 'diet', 'Diet', 'nutrition', 'Nutrition', 'Queens', 'Pesticides exposures', 'RNA-seq', 'Gene Expression', 'angiosperm', 'Genes expression', 'Bumble bee', 'RNA isolation', 'Queen', 'abiotic stress', 'biotic stress', 'Biotic stressors', 'Environmental stressors', 'Abiotic stressors', 'Bombu impatiens']",,,,,,0,,0,157
446,123,JOUR,Chronic exposure to a neonicotinoid pesticide alters the interactions between bumblebees and wild plants,"['Stanley, DA', 'Raine, NE']",FUNCTIONAL ECOLOGY,"Insect pollinators are essential for both the production of a large proportion of world crops and the health of natural ecosystems. As important pollinators, bumblebees must learn to forage on flowers to feed both themselves and provision their colonies. Increased use of pesticides has caused concern over sublethal effects on bees, such as impacts on reproduction or learning ability. However, little is known about how sublethal exposure to field-realistic levels of pesticide might affect the ability of bees to visit and manipulate flowers. We observed the behaviour of individual bumblebees from colonies chronically exposed to a neonicotinoid pesticide (10ppb thiamethoxam) or control solutions foraging for the first time on an array of morphologically complex wildflowers (Lotus corniculatus and Trifolium repens) in an outdoor flight arena. We found that more bees released from pesticide-treated colonies became foragers, and that they visited more L.corniculatus flowers than controls. Interestingly, bees exposed to pesticide collected pollen more often than controls, but control bees learnt to handle flowers efficiently after fewer learning visits than bees exposed to pesticide. There were also different initial floral preferences of our treatment groups; control bees visited a higher proportion of T.repens flowers, and bees exposed to pesticide were more likely to choose L.corniculatus on their first visit. Our results suggest that the foraging behaviour of bumblebees on real flowers can be altered by sublethal exposure to field-realistic levels of pesticide. This has implications for the foraging success and persistence of bumblebee colonies, but perhaps more importantly for the interactions between wild plants and flower-visiting insects and ability of bees to deliver the crucial pollination services to plants necessary for ecosystem functioning.",2016/07//undefined,2016,10.1111/1365-2435.12644,30.0,7,1132,1139,0269-8463,WOS:000379978100012,,,,,,,0,,0,158
297,835,JOUR,Impact of Thiamethoxam on Honey Bee Queen (Apis mellifera carnica) Reproductive Morphology and Physiology,"['Gajger, I.T.', 'Sakaƒç, M.', 'Gregorc, A.']",Bulletin of Environmental Contamination and Toxicology,"High honey bee losses around the world have been linked in part by the regular use of neonicotinoids in agriculture. In light of the current situation, the aim of this study was to investigate the effects of thiamethoxam on the development of the reproductive system and physiology in the honey bee queen. Two experimental groups of honey bee queen larvae were treated with thiamethoxam during artificial rearing, applied via artificial feed in two cycles. In the first rearing cycle, honey bee larvae received a single treatment dose (4.28¬†ng thiamethoxam/queen larva on the 4th day after larvae grafting in artificial queen cells), while the second honey bee queen rearing cycle received a double treatment dose (total of 8.56¬†ng thiamethoxam/queen larva on the 4th and 5th day after larvae grafting in artificial queen cells). After emerging, queens were anesthetized and weighed, and after mating with drones were anesthetized, weighed, and sectioned. Ovary mass and number of stored sperm were determined. Body weight differed between untreated and treated honey bee queens. The results also show a decrease in the number of sperm within honey bee queen spermathecae that received the double thiamethoxam dose. ¬© 2017, Springer Science+Business Media, LLC.",2017///,2017,10.1007/s00128-017-2144-0,99.0,3,297,302,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026910051&doi=10.1007%2fs00128-017-2144-0&partnerID=40&md5=37b09337f488f01ab14fe67017aab8e1,Scopus,,0,,0,159
177,311,JOUR,General and species-specific impacts of a neonicotinoid insecticide on the ovary development and feeding of wild bumblebee queens,"['Baron, GL', 'Raine, NE', 'Brown, MJF']",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Bumblebees are essential pollinators of crops and wild plants, but are in decline across the globe. Neonicotinoid pesticides have been implicated as a potential driver of these declines, but most of our evidence base comes from studies of a single species. There is an urgent need to understand whether such results can be generalized across a range of species. Here, we present results of a laboratory experiment testing the impacts of field relevant doses (1.87-5.32 ppb) of the neonicotinoid thiamethoxam on spring-caught wild queens of four bumblebee species: Bombus terrestris, B. lucorum, B. pratorum and B. pascuorum. Two weeks of exposure to the higher concentration of thiamethoxam caused a reduction in feeding in two out of four species, suggesting species-specific anti-feedant, repellency or toxicity effects. The higher level of thiamethoxam exposure resulted in a reduction in the average length of terminal oocytes in queens of all four species. In addition to providing the first evidence for general effects of neonicotinoids on ovary development in multiple species of wild bumblebee queens, the discovery of species-specific effects on feeding has significant implications for current practices and policy for pesticide risk assessment and use.",2017/05/17/,2017,10.1098/rspb.2017.0123,284.0,1854,,,0962-8452,WOS:000404425100015,,,,,,,0,,0,160
25,899,JOUR,"The neonicotinoids thiacloprid, imidacloprid, and clothianidin affect the immunocompetence of honey bees (Apis mellifera L.)","['Brandt, A.', 'Gorenflo, A.', 'Siede, R.', 'Meixner, M.', 'B√ºchler, R.']",Journal of Insect Physiology,"A strong immune defense is vital for honey bee health and colony survival. This defense can be weakened by environmental factors that may render honey bees more vulnerable to parasites and pathogens. Honey bees are frequently exposed to neonicotinoid pesticides, which are being discussed as one of the stress factors that may lead to colony failure. We investigated the sublethal effects of the neonicotinoids thiacloprid, imidacloprid, and clothianidin on individual immunity, by studying three major aspects of immunocompetence in worker bees: total hemocyte number, encapsulation response, and antimicrobial activity of the hemolymph. In laboratory experiments, we found a strong impact of all three neonicotinoids. Thiacloprid (24 h oral exposure, 200 Œºg/l or 2000. Œºg/l) and imidacloprid (1 Œºg/l or 10 Œºg/l) reduced hemocyte density, encapsulation response, and antimicrobial activity even at field realistic concentrations. Clothianidin had an effect on these immune parameters only at higher than field realistic concentrations (50-200 Œºg/l). These results suggest that neonicotinoids affect the individual immunocompetence of honey bees, possibly leading to an impaired disease resistance capacity. ¬© 2016 Elsevier Ltd.",2016///,2016,10.1016/j.jinsphys.2016.01.001,86.0,,40,47,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953896449&doi=10.1016%2fj.jinsphys.2016.01.001&partnerID=40&md5=8f3ba6b40ad88faa29d900684437e2b6,Scopus,,0,,0,161
607,732,JOUR,Frequently encountered pesticides can cause multiple disorders in developing worker honey bees,"['Tom√©, H.V.V.', 'Schmehl, D.R.', 'Wedde, A.E.', 'Godoy, R.S.M.', 'Ravaiano, S.V.', 'Guedes, R.N.C.', 'Martins, G.F.', 'Ellis, J.D.']",Environmental Pollution,"Pesticide exposure is regarded as a contributing factor to the high gross loss rates of managed colonies of Apis mellifera. Pesticides enter the hive through contaminated nectar and pollen carried by returning forager honey bees or placed in the hive by beekeepers when managing hive pests. We used an in vitro rearing method to characterize the effects of seven pesticides on developing brood subjected dietary exposure at worse-case environmental concentrations detected in wax and pollen. The pesticides tested included acaricides (amitraz, coumaphos, fluvalinate), insecticides (chlorpyrifos, imidacloprid), one fungicide (chlorothalonil), and one herbicide (glyphosate). The larvae were exposed chronically for six days of mimicking exposure during the entire larval feeding period, which is the worst possible scenario of larval exposure. Survival, duration of immature development, the weight of newly emerged adult, morphologies of the antenna and the hypopharyngeal gland, and gene expression were recorded. Survival of bees exposed to amitraz, coumaphos, fluvalinate, chlorpyrifos, and chlorothalonil was the most sensitive endpoint despite observed changes in many developmental and physiological parameters across the seven pesticides. Our findings suggest that pesticide exposure during larvae development may affect the survival and health of immature honey bees, thus contributing to overall colony stress or loss. Additionally, pesticide exposure altered gene expression of detoxification enzymes. However, the tested exposure scenario is unlikely to be representative of real-world conditions but emphasizes the importance of proper hive management to minimize pesticide contamination of the hive environment or simulates a future scenario of increased contamination. ¬© 2019; The chronic larval exposure to different pesticides affect the survival and health of immature and potentially newly emerged adult honey bees. ¬© 2019",2020///,2020,10.1016/j.envpol.2019.113420,256.0,,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076237910&doi=10.1016%2fj.envpol.2019.113420&partnerID=40&md5=be410da64ffc9a42e16734b02679e011,Scopus,,0,,0,162
419,177,JOUR,No effect of low-level chronic neonicotinoid exposure on bumblebee learning and fecundity,"['Piiroinen, S', 'Bot√≠as, C', 'Nicholls, E', 'Goulson, D']",PEERJ,"In recent years, many pollinators have declined in abundance and diversity worldwide, presenting a potential threat to agricultural productivity, biodiversity and the functioning of natural ecosystems. One of the most debated factors proposed to be contributing to pollinator declines is exposure to pesticides, particularly neonicotinoids, a widely used class of systemic insecticide. Also, newly emerging parasites and diseases, thought to be spread via contact with managed honeybees, may pose threats to other pollinators such as bumblebees. Compared to honeybees, bumblebees could be particularly vulnerable to the effects of stressors due to their smaller and more short-lived colonies. Here, we studied the effect of field-realistic, chronic clothianidin exposure and inoculation with the parasite Nosema ceranae on survival, fecundity, sugar water collection and learning using queenless Bombus terrestris audax microcolonies in the laboratory. Chronic exposure to 1 ppb clothianidin had no significant effects on the traits studied. Interestingly, pesticide exposure in combination with additional stress caused by harnessing bees for Proboscis Extension Response (PER) learning assays, led to an increase in mortality. In contrast to previous findings, the bees did not become infected by N. ceranae after experimental inoculation with the parasite spores, suggesting variability in host resistance or parasite virulence. However, this treatment induced a slight, short-term reduction in sugar water collection, potentially through stimulation of the immune system of the bees. Our results suggest that chronic exposure to 1 ppb clothianidin does not have adverse effects on bumblebee fecundity or learning ability.",2016/03/22/,2016,10.7717/peerj.1808,4.0,,,,2167-8359,WOS:000372862600003,,,,,,,0,,0,163
