record_id,type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,start_page,end_page,url,name_of_database,keywords,issn,accession_number,short_title,asreview_prior,exported_notes_1,included,asreview_ranking,
377,JOUR,The effects of field-realistic doses of imidacloprid on Melipona quadrifasciata (Apidae: Meliponini) workers,"['Brito, P.', 'Elias, M.', 'Silva-Neto, C.', 'Sujii, E.', 'Silva, D.', 'Gonçalves, B.', 'Franceschinelli, E.']",Environmental Science and Pollution Research,"The presence of Brazilian native bees can improve tomato production by increasing pollination effectiveness. However, the extensive use of pesticides in tomato cultures may be harmful to bees. Imidacloprid-based insecticides are used in tomato plantations because of its high efficiency against tomato pests. This study investigated the effects of oral intake of field-realistic concentrations of imidacloprid by M. quadrifasciata workers, a stingless native bee from Brazil and effective pollinators of tomato crops. The oral intake of sucrose syrup added with 10, 35, or 70 ppb of imidacloprid did not increase the mortality rate when compared with the control group. However, we observed a reduction in the workers’ motility and food consumption. We also treated M. quadrifasciata workers with sucrose syrup mixed with an imidacloprid-based insecticide (Evidence 700 WG®, Bayer), with the final concentration of 250 ppb of imidacloprid. This treatment did not cause visible alterations of the intestine absorptive cells of the bees’ midgut and did not increase DNA damage. Therefore, the observed reduction of food consumption and locomotion behavior of M. quadrifasciata workers may contribute to the global effort to understand the contribution of neonicotinoids on bees’ population decline process. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature.",2020///,2020,10.1007/s11356-020-08530-9,27,31,38654,38661,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087485173&doi=10.1007%2fs11356-020-08530-9&partnerID=40&md5=a43fcbabf47ac1e7a2822844a1ef70f3,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'imidacloprid', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'pollination', 'Pollination', 'Apoidea', 'Insecticide', 'dose-response relationship', 'Apidae', 'Melipona quadrifasciata', 'Meliponinae', 'Pollinators', 'Brazil', 'Stingless bees', 'imidazolinone pesticide', 'plant-pollinator interaction', 'crop production', 'herb', 'field method', 'native species', 'Comet assay', 'Electron microscopy', 'Lycopersicon esculentum', 'pest species']",,,,0,,1,40,
730,JOUR,Exposure to thiamethoxam during the larval phase affects synapsin levels in the brain of the honey bee,"['Tavares, D.A.', 'Roat, T.C.', 'Silva-Zacarin, E.C.M.', 'Nocelli, R.C.F.', 'Malaspina, O.']",Ecotoxicology and Environmental Safety,"Thiamethoxam (TMX) is a neurotoxic insecticide widely used for insect pest control. TMX and other neonicotinoids are reported to be potential causes of honey bee decline. Due to its systematic action, TMX may be recovered in pollen, bee bread, nectar, and honey, which make bees likely to be exposed to contaminated diet. In this study, we used immunolabeling to demonstrate that sublethal concentrations of TMX decrease the protein levels of synapsin in the mushroom bodies (MBs) and the antennal lobes (ALs) of pupae and newly emerged worker bees that were exposed through the food to TMX during the larval phase. A decrease in the synapsin level was observed in the MBs of pupae previously exposed to 0.001 and 1.44 ng/µL and in newly emerged bees previously exposed to 1.44 ng/µL and no changes were observed in the optical lobes (OLs). In the ALs, the decrease was observed in pupae and newly emerged bees exposed to 1.44 ng/µL. Because the MBs and ALs are brain structures involved in stimuli reception, learning, and memory consolidation and because synapsin is important for the regulation of neurotransmitter release, we hypothesize that exposure to sublethal concentrations of TMX during the larval stage may cause neurophysiological disorders in honey bees. © 2018 Elsevier Inc.",2019///,2019,10.1016/j.ecoenv.2018.11.048,169,,523,528,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056819414&doi=10.1016%2fj.ecoenv.2018.11.048&partnerID=40&md5=b2de92bf068a1cbab18fb4514594a35a,Scopus,,,,,0,,1,41,
320,JOUR,Effects of coumaphos and imidacloprid on honey bee (Hymenoptera: Apidae) lifespan and antioxidant gene regulations in laboratory experiments,"['Gregorc, A.', 'Alburaki, M.', 'Rinderer, N.', 'Sampson, B.', 'Knight, P.R.', 'Karim, S.', 'Adamczyk, J.']",Scientific Reports,"The main objective of this study was to test comparatively the effects of two common insecticides on honey bee Apis mellifera worker’s lifespan, food consumption, mortality, and expression of antioxidant genes. Newly emerged worker bees were exposed to organophosphate insecticide coumaphos, a neonicotinoid imidacloprid, and their mixtures. Toxicity tests were conducted along with bee midgut immunohistological TUNEL analyses. RT-qPCR assessed the regulation of 10 bee antioxidant genes linked to pesticide toxicity. We tested coumaphos at 92,600 ppb concentration, in combination with 5 and 20 ppb imidacloprid. Coumaphos induced significantly higher bee mortality, which was associated with down regulation of catalase compared to coumaphos and imidacloprid (5/20 ppb) mixtures, whereas, both imidacloprid concentrations independently had no effect on bee mortality. Mixture of coumaphos and imidacloprid reduced daily bee consumption of a control food patty to 10 mg from a coumaphos intake of 14.3 mg and 18.4 and 13.7 mg for imidacloprid (5 and 20) ppb, respectively. While coumaphos and imidacloprid mixtures induced down-regulation of antioxidant genes with noticeable midgut tissue damage, imidacloprid induced intensive gene up-regulations with less midgut apoptosis. © 2018, The Author(s).",2018///,2018,10.1038/s41598-018-33348-4,8,1,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054771503&doi=10.1038%2fs41598-018-33348-4&partnerID=40&md5=687f46ccc41402336e19dc876b07d3f5,Scopus,,,,,0,,1,42,
181,JOUR,Early-Life Sublethal Thiacloprid Exposure to Honey Bee Larvae: Enduring Effects on Adult Bee Cognitive Abilities,"['Chen, X.', 'Li, A.', 'Yin, L.', 'Ke, L.', 'Dai, P.', 'Liu, Y.-J.']",Toxics,"Honey bees have significant ecological and economic value as important pollinators, but they are continuously exposed to various environmental stressors, including insecticides, which can impair their health and cause colony decline. (1) Background: Cognitive abilities are vital for the functional maintenance of honey bees; however, it remains unknown if chronic, low-dose exposure to thiacloprid during the larval stage impairs the cognitive abilities of emerged adult honey bees. (2) Methods: To explore this question, honey bee larvae were fed 0, 0.5, and 1.0 mg/L thiacloprid during their developmental phase. Then, the cognitive (i.e., olfactory learning and memory) abilities of adult honey bees were quantified to assess the delayed impacts of early-stage thiacloprid exposure on adult honey bee cognition. Neural apoptosis and transcriptomic level were also evaluated to explore the neurological mechanisms underlying these effects. (3) Results: Our results revealed that chronic larval exposure to sublethal thiacloprid impaired the learning and memory abilities of adult honey bees by inducing neuronal apoptosis and transcriptomic alterations. (4) Conclusions: We highlighted a previously unknown impairment caused by thiacloprid in honey bees. © 2023 by the authors.",2024///,2024,10.3390/toxics12010018,12,1,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183358915&doi=10.3390%2ftoxics12010018&partnerID=40&md5=a089730fc82a47399bdc1cd268059dd8,Scopus,"['pollinator', 'Article', 'controlled study', 'nonhuman', 'honeybee', 'learning', 'memory', 'survival', 'larval stage', 'adult', 'cognition', 'immunohistochemistry', 'thiacloprid', 'animal cell', 'body weight', 'long term exposure', 'neuroapoptosis', 'animal tissue', 'transcriptome', 'transcriptomics', 'real time reverse transcription polymerase chain reaction', 'RNA sequencing', 'honey bee larvae', 'learning and memory', 'differential expression analysis', 'neuron apoptosis', 'transcriptomic']",,,,0,,1,43,
575,JOUR,Changes in innate immune response and detoxification in Melipona quadrifasciata (Apinae: Meliponini) on oral exposure to azadirachtin and spinosad,"['Viana, TA', 'Barbosa, WF', 'Lourenço, AP', 'Santana, WC', 'Campos, LO', 'Martins, GF']",APIDOLOGIE,"Exposure to agrochemicals and pathogens has been indicated as critical factors of declining pollinator populations, including species of native tropical bees. In the present study, we investigated the sublethal effects of acute oral exposure to azadirachtin and spinosad bioinsecticides on the expression of immunity-related genes and the number of hemocytes in uninfected and Escherichia coli-infected workers of the stingless bee Melipona quadrifasciata. Expression of the immune-related gene vitellogenin decreased and the number of circulating hemocytes increased in bioinsecticide-exposed uninfected bees and in unexposed E. coli-infected bees as compared with unexposed uninfected bees. Our results show that though bioinsecticides are considered safe, contamination by sublethal doses of azadirachtin and spinosad can interfere with the immune system of bees.",2021/02//,2021,10.1007/s13592-020-00814-w,52,1,252,261,,,"['pollinator', 'Melipona quadrifasciata', 'Meliponinae', 'vitellogenin', 'agrochemical', 'immune response', 'spinosad', 'detoxification', 'biocontrol agent', 'stingless bees', 'infectivity', 'Apinae', 'phytochemistry', 'bioinsecticides', 'coliform bacterium', 'Escherichia', 'hemocytes', 'tropical region']",0044-8435,WOS:000588220500001,,0,,1,44,
617,JOUR,Cholinergic pesticides cause mushroom body neuronal inactivation in honeybees,"['Palmer, MJ', 'Moffat, C', 'Saranzewa, N', 'Harvey, J', 'Wright, GA', 'Connolly, CN']",NATURE COMMUNICATIONS,"Pesticides that target cholinergic neurotransmission are highly effective, but their use has been implicated in insect pollinator population decline. Honeybees are exposed to two widely used classes of cholinergic pesticide: neonicotinoids (nicotinic receptor agonists) and organophosphate miticides (acetylcholinesterase inhibitors). Although sublethal levels of neonicotinoids are known to disrupt honeybee learning and behaviour, the neurophysiological basis of these effects has not been shown. Here, using recordings from mushroom body Kenyon cells in acutely isolated honeybee brain, we show that the neonicotinoids imidacloprid and clothianidin, and the organophosphate miticide coumaphos oxon, cause a depolarization-block of neuronal firing and inhibit nicotinic responses. These effects are observed at concentrations that are encountered by foraging honeybees and within the hive, and are additive with combined application. Our findings demonstrate a neuronal mechanism that may account for the cognitive impairments caused by neonicotinoids, and predict that exposure to multiple pesticides that target cholinergic signalling will cause enhanced toxicity to pollinators.",2013/03//,2013,10.1038/ncomms2648,4,,,,,,,2041-1723,WOS:000318873900087,,0,,1,45,
784,JOUR,"The effects of four crop protection products on the morphology and ultrastructure of the hypopharyngeal gland of the European honeybee, Apis mellifera","['Heylen, K', 'Gobin, B', 'Arckens, L', 'Huybrechts, R', 'Billen, J']",APIDOLOGIE,"This study describes the impact of sublethal doses of 4 pesticides on size and morphology of the honeybee worker's hypopharyngeal glands. This gland plays an essential role in brood care by young workers, and thus colony growth. Contaminating 7 day old caged bees, we sampled after 1 day and 1 week for Captan-, Imidacloprid-and Indoxacarb-treated bees and after 1, 2, 3, 4, 5 and 7 days for Fenoxycarb-treated bees. The glands' acini 1 week post-treatment were all significantly smaller in treated bees. However, light- and electron microscopy showed hardly any difference between controls and gland cells, treated with Captan, Imidacloprid or Indoxacarb. Yet upon Fenoxycarb-treatment, acini showed a decrease in size, a granular texture and unorganized cytoplasm more quickly than normal. Indeed, after only 7 days, Fenoxycarb-treated glands displayed features typical of the onset of foraging in older bees.",2011/01//,2011,10.1051/apido/2010043,42,1,103,116,,,,0044-8435,WOS:000291362500011,,0,,1,46,
371,JOUR,Chronic contact with imidacloprid during development may decrease female solitary bee foraging ability and increase male competitive ability for mates,"['Anderson, N.L.', 'Harmon-Threatt, A.N.']",Chemosphere,"Environmentally persistent xenobiotics, such as neonicotinoid insecticides, are thought to contribute to insect declines. Much of what is known about the non-target effects on bees comes from oral exposure in eusocial species. However, most bee species are solitary and nest below ground. For them, contaminated nesting resources may represent an important, yet understudied, route of exposure. We examined the effect of chronic contact exposure with realistic soil concentrations of the neonicotinoid imidacloprid (0, 7.5, 15, or 100 ppb) during immature development on adult locomotion (movement speed and distance) and brain development of the solitary bees Osmia lignaria and Megachile rotundata. Adult locomotion and mushroom body morphology were characterized 2 (females) or 4 (males) and 14 (both sexes) days after emergence. Unlike the 0 and 7.5 ppb groups, female O. lignaria treated with 15 and 100 ppb did not move faster with age. If movement speed is associated with foraging or nest-building ability, this could result in a 25% reduction in nest provisioning efficiency over the first 14 days. Young male M. rotundata moved more quickly (7.5 and 100 ppb) and farther (100 ppb) when treated with imidacloprid, potentially increasing their ability to compete for more receptive female bees. We did not detect an effect of imidacloprid on the relative volumes of the neuropil and Kenyon cell subregions. We discuss how an environmentally persistent xenobiotic has the potential to alter population dynamics through changes in adult locomotion, even in the absence of a detectable effect on gross brain morphology. © 2021 Elsevier Ltd",2021///,2021,10.1016/j.chemosphere.2021.131177,283,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108001289&doi=10.1016%2fj.chemosphere.2021.131177&partnerID=40&md5=008549debd2fcf0831c30c7a7d8f4b72,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'imidacloprid', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'Article', 'controlled study', 'female', 'foraging behavior', 'Neonicotinoid insecticides', 'neonicotinoid pesticide', 'nonhuman', 'Hexapoda', 'foraging', 'velocity', 'Imidacloprids', 'adult', 'locomotion', 'male', 'mushroom body', 'Male', 'Imidacloprid', 'long term exposure', 'Mushroom bodies', 'morphology', 'Morphology', 'Female', 'nesting', 'Osmia', 'Osmia lignaria', 'population dynamics', 'Biochemistry', 'Movement', 'Basidiomycota', 'biological development', 'Soil', 'kenyon cell', 'neuropil', 'Megachile rotundata', 'soil', 'brain development', 'Chronic contact', 'competitive ability', 'Competitive ability', 'Movement speed', 'Mushroom body', 'Nesting resource', 'Nesting resources', 'Non-target effects', 'Solitary bee']",,,,0,,1,47,
778,JOUR,USE OF PRIMARY CULTURES OF KENYON CELLS FROM BUMBLEBEE BRAINS TO ASSESS PESTICIDE SIDE EFFECTS,"['Wilson, DE', 'Velarde, RA', 'Fahrbach, SE', 'Mommaerts, V', 'Smagghe, G']",ARCHIVES OF INSECT BIOCHEMISTRY AND PHYSIOLOGY,"Bumblebees are important pollinators in natural and agricultural ecosystems. The latter results in the frequent exposure of bumblebees to pesticides. We report here on a new bioassay that uses primary cultures of neurons derived from adult bumblebee workers to evaluate possible side-effects of the neonicotinoid pesticide imidacloprid. Mushroom bodies (MBs) from the brains of bumblebee workers were dissected and dissociated to produce cultures of Kenyon cells (KCs). Cultured KCs typically extend branched, dendrite-like processes called neurites, with substantial growth evident 24-48 h after culture initiation. Exposure of cultured KCs obtained from newly eclosed adult workers to 2.5 parts per billion (ppb) imidacloprid, an environmentally relevant concentration of pesticide, did not have a detectable effect on neurite outgrowth. By contrast, in cultures prepared from newly eclosed adult bumblebees, inhibitory effects of imidacloprid were evident when the medium contained 25 ppb imidacloprid, and no growth was observed at 2,500 ppb. The KCs of older workers (13-day-old nurses and foragers) appeared to be more sensitive to imidacloprid than newly eclosed adults, as strong effects on KCs obtained from older nurses and foragers were also evident at 2.5 ppb imidacloprid. In conclusion, primary cultures using KCs of bumblebee worker brains offer a tool to assess sublethal effects of neurotoxic pesticides in vitro. Such studies also have the potential to contribute to the understanding of mechanisms of plasticity in the adult bumblebee brain.",2013/09//,2013,10.1002/arch.21112,84,1,43,56,,,,0739-4462,WOS:000322910900005,,0,,1,48,
63,JOUR,"Neonicotinoids target distinct nicotinic acetylcholine receptors and neurons, leading to differential risks to bumblebees","['Moffat, C.', 'Buckland, S.T.', 'Samson, A.J.', 'McArthur, R.', 'Chamosa Pino, V.', 'Bollan, K.A.', 'Huang, J.T.-J.', 'Connolly, C.N.']",Scientific Reports,"There is growing concern over the risk to bee populations from neonicotinoid insecticides and the long-term consequences of reduced numbers of insect pollinators to essential ecosystem services and food security. Our knowledge of the risk of neonicotinoids to bees is based on studies of imidacloprid and thiamethoxam and these findings are extrapolated to clothianidin based on its higher potency at nicotinic acetylcholine receptors. This study addresses the specificity and consequences of all three neonicotinoids to determine their relative risk to bumblebees at field-relevant levels (2.5 ppb). We find compound-specific effects at all levels (individual cells, bees and whole colonies in semi-field conditions). Imidacloprid and clothianidin display distinct, overlapping, abilities to stimulate Kenyon cells, indicating the potential to differentially influence bumblebee behavior. Bee immobility was induced only by imidacloprid, and an increased vulnerability to clothianidin toxicity only occurred following chronic exposure to clothianidin or thiamethoxam. At the whole colony level, only thiamethoxam altered the sex ratio (more males present) and only clothianidin increased queen production. Finally, both imidacloprid and thiamethoxam caused deficits in colony strength, while no detrimental effects of clothianidin were observed. Given these findings, neonicotinoid risk needs to be considered independently for each compound and target species. © 2016 Macmillan Publishers Limited.",2016///,2016,10.1038/srep24764,6,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964886747&doi=10.1038%2fsrep24764&partnerID=40&md5=8f1f4a2a435a30867ab553fde21e0693,Scopus,,,,,0,,1,49,
467,JOUR,Sublethal dosage of imidacloprid reduces the microglomerular density of honey bee mushroom bodies,"['Peng, Y.-C.', 'Yang, E.-C.']",Scientific Reports,"The dramatic loss of honey bees is a major concern worldwide. Previous studies have indicated that neonicotinoid insecticides cause behavioural abnormalities and have proven that exposure to sublethal doses of imidacloprid during the larval stage decreases the olfactory learning ability of adults. The present study shows the effect of sublethal doses of imidacloprid on the neural development of the honey bee brain by immunolabelling synaptic units in the calyces of mushroom bodies. We found that the density of the synaptic units in the region of the calyces, which are responsible for olfactory and visual functions, decreased after being exposed to a sublethal dose of imidacloprid. This not only links a decrease in olfactory learning ability to abnormal neural connectivity but also provides evidence that imidacloprid damages the development of the nervous system in regions responsible for both olfaction and vision during the larval stage of the honey bee.",2016///,2016,10.1038/srep19298,6,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955297378&doi=10.1038%2fsrep19298&partnerID=40&md5=2f1eeec397546a1e15abccf85d931d6b,Scopus,,,,,0,,1,50,
263,JOUR,Effects of chronic dietary thiamethoxam and prothioconazole exposure on Apis mellifera worker adults and brood,"['Wood, S.C.', 'de Mattos, I.M.', 'Kozii, I.V.', 'Klein, C.D.', 'Dvylyuk, I.', 'Folkes, C.D.A.', 'de Carvalho Macedo Silva, R.', 'Moshynskyy, I.', 'Epp, T.', 'Simko, E.']",Pest Management Science,"BACKGROUND: Chronic exposure of honey bees (Apis mellifera Linnaeus) to the neonicotinoid thiamethoxam and the fungicide prothioconazole is common during foraging in agricultural landscapes. We evaluated the survival and hypopharyngeal gland development of adult worker honey bees, and the survival of the worker brood when chronically exposed to thiamethoxam or thiamethoxam and prothioconazole in combination. RESULTS: We found that 30 days of exposure to 40 μg kg–1 of thiamethoxam significantly (P < 0.001) increased the frequency of death in worker adults by four times relative to solvent control. The worker brood required 23 times higher doses of thiamethoxam (1 mg L–1 or 909 μg kg–1) before a significant (P = 0.04), 3.9 times increase in frequency of death was observed relative to solvent control. No additive effects of simultaneous exposure of worker adults or brood to thiamethoxam and prothioconazole were observed. At day 8 and day 12, the hypopharyngeal gland acinar diameter was not significantly different (P > 0.05) between controls and adult workers exposed to thiamethoxam and/or prothioconazole. CONCLUSION: These results indicate that chronic exposure to field-realistic doses of thiamethoxam and/or prothioconazole are unlikely to affect the survival of adult workers and brood. © 2019 Society of Chemical Industry. © 2019 Society of Chemical Industry",2020///,2020,10.1002/ps.5501,76,1,85,94,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076325398&doi=10.1002%2fps.5501&partnerID=40&md5=11fa8fc1781748010c81353c96b3c17b,Scopus,,,,,0,,1,51,
252,JOUR,Eusocial insect declines: Insecticide impairs sperm and feeding glands in bumblebees,"['Minnameyer, A', 'Strobl, V', 'Bruckner, S', 'Camenzind, DW', 'Van Oystaeyen, A', 'Wäckers, F', 'Williams, GR', 'Yañez, O', 'Neumann, P', 'Straub, L']",SCIENCE OF THE TOTAL ENVIRONMENT,"Insecticides are contributing to global insect declines, thereby creating demand to understand the mechanisms underlying reduced fitness. In the eusocial Hymenoptera, inclusive fitness depends on successful mating of male sexuals (drones) and efficient collaborative brood care by female workers. Therefore, sublethal insecticide effects on sperm and glands used in larval feeding (hypopharyngeal glands (HPG)) would provide key mechanisms for population declines in eusocial insects. However, while negative impacts for bumblebee colony fitness have been documented, the effects of insecticide exposure on individual physiology are less well understood. Here, we show that field-realistic concentrations (4.5-40 ng ml(-1)) of the neonicotinoid insecticide thiamethoxam significantly impair Bombus terrestris sperm and HPGs, thereby providing plausible mechanisms underlying bumblebee population decline. In the laboratory, drones and workers were exposed to five thiamethoxam concentrations (4.5 to 1000 ng ml(-1)). Then, survival, food consumption, body mass, HPG development, sperm quantity and viability were assessed. At all concentrations, drones were more exposed than workers due to higher food consumption. Increased body mass was observed in drones starting at 20 ng ml(-1) and in workers at 100 ng ml(-1). Furthermore, environmentally realistic concentrations (4.5-40 ng ml(-1)) did not significantly affect survival or consumption for either sex. However, thiamethoxam exposure significantly negatively affected both spermviability and HPG development at all tested concentrations. Therefore, the results indicate a trade-off between survival and fitness components, possibly due to costly detoxification. Since sperm and HPG are corner stones of colony fitness, the data offer plausible mechanisms for bumblebee population declines. To adequately mitigate ongoing biodiversity declines for the eusocial insects, this study suggests it is essential to evaluate the impact of insecticides on fitness parameters of both sexuals and workers. (C) 2021 The Author(s). Published by Elsevier B.V.",2021/09/01/,2021,10.1016/j.scitotenv.2021.146955,785,,,,,,"['animal', 'Animals', 'bee', 'Bees', 'human', 'Humans', 'Hymenoptera', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'Article', 'female', 'neonicotinoid pesticide', 'nonhuman', 'sublethal effect', 'Hexapoda', 'physiology', 'survival', 'thiamethoxam', 'reproduction', 'Neonicotinoid', 'priority journal', 'sperm', 'feeding', 'Thiamethoxam', 'male', 'Bombus terrestris', 'bumblebee', 'fitness', 'Male', 'Reproduction', 'body mass', 'food intake', 'Food supply', ""Workers'"", 'Female', 'detoxification', 'Detoxification', 'Insecta', 'population decline', 'Biodiversity', 'Population statistics', 'Body mass', 'Drones', 'Bombu terrestri', 'Hypopharyngeal gland', 'Hypopharyngeal glands', 'Population decline', 'insect', 'Spermatozoa', 'spermatozoon', 'sperm viability', 'Economic and social effects', 'Eusocial insects', 'Food consumption', 'Plausible mechanisms', 'unmanned vehicle', 'Workers']",0048-9697,WOS:000659457100002,,0,,1,52,
300,JOUR,"Interaction of field realistic doses of clothianidin and Varroa destructor parasitism on adult honey bee (Apis mellifera L.) health and neural gene expression, and antagonistic effects on differentially expressed genes","['Morfin, N.', 'Goodwin, P.H.', 'Guzman-Novoa, E.']",PLoS ONE,"While many studies have examined the effects of neonicotinoid insecticides and the parasitic mite Varroa destructor on honey bees (Apis mellifera), more information on the combined effects of such stressors on gene expression, including neural related genes, and their impact on biological pathways is needed. This study analyzed the effects of field realistic concentrations of the neonicotinoid clothianidin on adult bees infested and not infested with V. destructor over 21 consecutive days and then determined bee survivorship, weight, deformed wing virus (DWV) levels and gene expression. V. destructor parasitism with or without clothianidin exposure was significantly associated with decreased survivorship, weight loss and higher DWV levels, while clothianidin exposure was only associated with higher levels of DWV. Expression analysis of the neural genes AmNlg-1, BlCh and AmAChE-2 showed that V. destructor caused a significant down-regulation of all of them, whereas clothianidin caused a significant down-regulation of only AmNrx-1 and BlCh. An interaction was only detected for AmNrx-1 expression. RNAseq analysis showed that clothianidin exposure resulted in 6.5 times more up-regulated differentially expressed genes (DEGs) than V. destructor alone and 123 times more than clothianidin combined with V. destructor. Similar results were obtained with down-regulated DEGs, except for a higher number of DEGs shared between V. destructor and the combined stressors. KEGG (Kyoto Encyclopedia of Genes and Genomes) biological pathway analysis of the DEGs showed that the stressor linked to the highest number of KEGG pathways was clothianidin, followed by V. destructor, and then considerably fewer number of KEGG pathways with the combined stressors. The reduced numbers of DEGs and KEGG pathways associated with the DEGs for the combined stressors compared to the stressors alone indicates that the interaction of the stressors is not additive or synergistic, but antagonistic. The possible implications of the antagonistic effect on the number of DEGs are discussed. © 2020 Morfin et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2020///,2020,10.1371/journal.pone.0229030,15,2,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079664097&doi=10.1371%2fjournal.pone.0229030&partnerID=40&md5=ab4a0941bbe66502dc50340cf5f570f6,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'animal experiment', 'Article', 'controlled study', 'female', 'nonhuman', 'Apis mellifera', 'clothianidin', 'concentration (parameter)', 'drug effect', 'guanidine derivative', 'Guanidines', 'thiazole derivative', 'Thiazoles', 'adult', 'deformed wing virus', 'RNA virus', 'gene expression', 'parasitology', 'Varroa destructor', 'down regulation', 'gene', 'real time polymerase chain reaction', 'genetics', 'upregulation', 'gene expression profiling', 'RNA sequencing', 'host parasite interaction', 'Host-Parasite Interactions', 'Kaplan-Meier Estimate', 'Gene Expression Regulation', 'correlation analysis', 'antagonistic effect', 'parasitism', 'gene expression regulation', 'Kaplan Meier method', 'body weight loss', 'Gene Expression Profiling', 'survivorship', 'health', 'AChE 2 gene', 'biology', 'BlCh gene', 'Computational Biology', 'insect genome', 'neuroligin 1', 'Nlg 1 gene', 'Nrx 1 gene']",,,,1,,0,789,
600,JOUR,The mushroom body development and learning ability of adult honeybees are influenced by cold exposure during their early pupal stage,"['Zhu, CY', 'Li, H', 'Xu, XJ', 'Zhou, SJ', 'Zhou, BF', 'Li, X', 'Xu, HZ', 'Tian, YMY', 'Wang, YX', 'Chu, Y', 'Zhang, XL', 'Zhu, XJ']",FRONTIERS IN PHYSIOLOGY,"The honeybees are the most important pollinator in the production of crops and fresh produce. Temperature affects the survival of honeybees, and determines the quality of their development, which is of great significance for beekeeping production. Yet, little was known about how does low temperature stress during development stage cause bee death and any sub-lethal effect on subsequent. Early pupal stage is the most sensitive stage to low temperature in pupal stage. In this study, early pupal broods were exposed to 20 degrees C for 12, 16, 24, and 48 h, followed by incubation at 35 degrees C until emergence. We found that 48 h of low temperature duration cause 70% of individual bees to die. Although the mortality at 12 and 16 h seems not very high, the association learning ability of the surviving individuals was greatly affected. The brain slices of honeybees showed that low temperature treatment could cause the brain development of honeybees to almost stop. Gene expression profiles between low temperature treatment groups (T24, T48) and the control revealed that 1,267 and 1,174 genes were differentially expressed respectively. Functional enrichment analysis of differentially expressed genes showed that the differential expression of Map3k9, Dhrs4, and Sod-2 genes on MAPK and peroxisome signaling pathway caused oxidative damage to the honeybee head. On the FoxO signal pathway, InsR and FoxO were upregulated, and JNK, Akt, and Bsk were downregulated; and on the insect hormone synthesis signal pathway, Phm and Spo genes were downregulated. Therefore, we speculate that low temperature stress affects hormone regulation. It was detected that the pathways related to the nervous system were Cholinergic synapse, Dopaminergic synapse, GABAergic synapse, Glutamatergic synapse, Serotonergic synapse, Neurotrophin signaling pathway, and Synaptic vesicle cycle. This implies that the synaptic development of honeybees is quite possibly greatly affected by low temperature stress. Understanding how low temperature stress affects the physiology of bee brain development and how it affects bee behavior provide a theoretical foundation for a deeper comprehension of the temperature adaptation mechanism that underlies the ""stenothermic"" development of social insects, and help to improve honeybee management strategies to ensure the healthy of colony.",2023/04/20/,2023,10.3389/fphys.2023.1173808,14,,,,,,"['Article', 'controlled study', 'nonhuman', 'Apis mellifera', 'learning', 'adult', 'mushroom body', 'associative learning', 'apoptosis', 'down regulation', 'unclassified drug', 'animal tissue', 'RNA extraction', 'upregulation', 'gene expression profiling', 'transcriptome', 'transcriptomics', 'differential gene expression', 'RNA sequencing', 'mortality rate', 'biological marker', 'high throughput sequencing', 'life cycle stage', 'signal transduction', 'brain development', 'cell proliferation', 'functional enrichment analysis', 'mammalian target of rapamycin', 'protein kinase B', 'transcription factor FOXO', 'association learning', 'biological functions', 'brain slice', 'cholinergic synapse', 'cold exposure', 'cold-temperature stress', 'dehydrogenase reductase 4', 'development', 'dopaminergic synapse', 'early pupal stage', 'elongation factor like protein', 'fluorescence quantitative polymerase chain reaction', 'foxo signaling', 'gabaergic synapse', 'glutamatergic synapse', 'learning ability', 'manganese superoxide dismutase', 'MAPK signaling', 'mblk 1 protein', 'mitogen activated protein kinase', 'mitogen activated protein kinase kinase kinase 9', 'neural development', 'neurotrophin', 'neurotrophin signaling', 'organic cation transporter', 'oxidative damage', 'peroxisome signaling', 'physical development', 'pupae stage', 'serotorgenic synapse', 'synaptic development', 'synaptic vesicle cycle', 'temperature stress', 'transcription factor foxp']",1664-042X,WOS:000981934100001,,1,,0,790,
