record_id,type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,issn,accession_number,start_page,end_page,url,name_of_database,keywords,short_title,asreview_prior,exported_notes_1,included,asreview_ranking
85,CONF,Side-effect of acetamiprid in adult Africanized honeybee,"['Pereira, AM', 'Nocelli, RCF', 'Malaspina, O', 'Buenol, OC']",HAZARDS OF PESTICIDES TO BEES: 11TH INTERNATIONAL SYMPOSIUM OF THE ICP-PR BEE PROTECTION GROUP,,2012///,2012,10.5073/jka.2012.437.045,437.0,,1868-9892,WOS:000393148200039,173.0,173.0,,,,,0,,0,34
2,JOUR,In vitro effects of imidacloprid on honey bee sperm: evaluation using computer-aided sperm analysis (CASA),"['Inouri-Iskounen, A.', 'Sadeddine-Zennouche, O.', 'Nait Mouloud, M.', 'Kebieche, M.', 'Iguer-Ouada, M.']",Journal of Apicultural Research,"Pesticides are considered as the most important factors of pollinatorsï¿½ï¿½ï¿½ decline. Imidacloprid (IMD), belonging to Neonicotinoids class, is widely used as a powerful insecticide but generating important negative effects on honey bees. The current study investigated the direct effect of IMD on bee spermatozoa. The experimental design consisted of inï¿½ï¿½vitro co-incubation of bee gametes with three different concentrations of IMD 1, 10, and 25 ï¿½ï¿½M for 15 min. Conventional microscopic and Computer-aided sperm analyses (CASA) were concomitantly used with a dual goal: to evaluate objectively the effects of IMD on sperm parameters on the one hand and to report computer kinematic parameters in the control group, without IMD treatment, on the other hand. The results revealed apparent negative effects in a dose-dependent manner with motility collapsing completely at 25 ï¿½ï¿½M of IMD. The current results highlighted the direct impact of IMD on bee spermatozoa and revealing the potential subsequent effectson. This study reported also drone computer sperm parameters that could serve as a reference in the studied region. Bee sperm velocities showed the lowest values ever reported in the different animal species. The CASA system appeared as objective and a sensitive method to detect subtle toxic effects on bee sperm, and this opens real perspectives particularly in studying existing correlations between CASA parameters and fertility outputs of different environmentally toxic molecules. ï¿½ï¿½ 2020, ï¿½ï¿½ 2020 International Bee Research Asso",2020///,2020,10.1080/00218839.2020.1775017,59.0,4,,,343.0,349.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087150975&doi=10.1080%2f00218839.2020.1775017&partnerID=40&md5=c65dd0a62ab80542ca952e7c4d6790a1,Scopus,"['CASA system', 'drone', 'in\xa0vitro', 'pesticides', 'spermatozoa']",,0,,0,35
81,JOUR,Assessment of risk to hoary squash bees (Peponapis pruinosa) and other ground-nesting bees from systemic insecticides in agricultural soil,"['Willis Chan, D.S.', 'Prosser, R.S.', 'Rodrï¿½ï¿½guez-Gil, J.L.', 'Raine, N.",Scientific Reports,"Using the hoary squash bee (Peponapis pruinosa) as a model, we provide the first probabilistic risk assessment of exposure to systemic insecticides in soil for ground-nesting bees. To assess risk in acute and chronic exposure scenarios in Cucurbita and field crops, concentrations of clothianidin, thiamethoxam and imidacloprid (neonicotinoids) and chlorantraniliprole (anthranilic diamide) in cropped soil were plotted to produce an environmental exposure distribution for each insecticide. The probability of exceedance of several exposure endpoints (LC50s) was compared to an acceptable risk threshold (5%). In Cucurbita crops, under acute exposure, risk to hoary squash bees was below 5% for honey bee LC50s for all residues evaluated but exceeded 5% for clothianidin and imidacloprid using a solitary bee LC50. For Cucurbita crops in the chronic exposure scenario, exposure risks for clothianidin and imidacloprid exceeded 5% for all endpoints, and exposure risk for chlorantraniliprole was below 5% for all endpoints. In field crops, risk to ground-nesting bees was high from clothianidin in all exposure scenarios and high for thiamethoxam and imidacloprid under chronic exposure scenarios. Risk assessments for ground-nesting bees should include exposure impacts from pesticides in soil and could use the hoary squash bee as an ecotoxicology model. ï¿½ï¿½ 2019, The Author",2019///,2019,10.1038/s41598-019-47805-1,9.0,1,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071053126&doi=10.1038%2fs41598-019-47805-1&partnerID=40&md5=1f3a1703ded8cddfa66b3876828fc49b,Scopus,,,0,,0,36
38,JOUR,"Cofactor-enabled functional expression of fruit fly, honeybee, and bumblebee nicotinic receptors reveals picomolar neonicotinoid actions","['Ihara, M.', 'Furutani, S.', 'Shigetou, S.', 'Shimada, S.', 'Niki, K.', 'Komori, Y.', 'Kamiya, M.', 'Koizumi, W.', 'Magara, L.', 'Hikida, M.', 'Noguchi, A.', 'Okuhara, D.', 'Yoshinari, Y.', 'Kondo, S.', 'Tanimoto, H.', 'Niwa, R.', 'Sattelle, D.B.', 'Matsuda, K.']",Proceedings of the National Academy of Sciences of the United States of America,"The difficulty of achieving robust functional expression of insect nicotinic acetylcholine receptors (nAChRs) has hampered our understanding of these important molecular targets of globally deployed neonicotinoid insecticides at a time when concerns have grown regarding the toxicity of this chemotype to insect pollinators. We show that thioredoxin-related transmembrane protein 3 (TMX3) is essential to enable robust expression in Xenopus laevis oocytes of honeybee (Apis mellifera) and bumblebee (Bombus terrestris) as well as fruit fly (Drosophila melanogaster) nAChR heteromers targeted by neonicotinoids and not hitherto robustly expressed. This has enabled the characterization of picomolar target site actions of neonicotinoids, findings important in understanding their toxicity. ï¿½ï¿½ 2020 National Academy of Sciences. All rights reser",2020///,2020,10.1073/pnas.2003667117,117.0,28,,,16283.0,16291.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088177617&doi=10.1073%2fpnas.2003667117&partnerID=40&md5=d7e2009259acf5584ae21348465514f2,Scopus,"['acetylcholine', 'Acetylcholine', 'animal', 'Animals', 'Apis mellifera', 'Article', 'bee', 'Bees', 'Bombus terrestris', 'Bumblebee', 'clothianidin', 'controlled study', 'dose response', 'Dose-Response Relationship, Drug', 'Drosophila melanogaster', 'Fruit fly', 'genetics', 'Honeybee', 'imidacloprid', 'insect protein', 'Insect Proteins', 'insecticide', 'Insecticides', 'membrane protein', 'metabolism', 'neonicotinoid', 'Neonicotinoids', 'Nicotinic acetylcholine receptors', 'nicotinic agent', 'Nicotinic Agonists', 'nicotinic receptor', 'nonhuman', 'oocyte', 'Oocytes', 'priority journal', 'protein expression', 'protein function', 'protein subunit', 'Protein Subunits', 'Receptors, Nicotinic', 'thiacloprid', 'thioredoxin', 'thioredoxin related transmembrane protein 3', 'Thioredoxins', 'unclassified drug', 'Xenopus laevis']",,0,,0,37
65,JOUR,The influence of sublethal neonicotinoid doses on individual Apis mellifera scutellata thermotolerance,"['Bester, L.C.', 'Wege, M.', 'Pirk, C.W.W.']",Apidologie,"Honey bee (Apis mellifera L.) thermoregulation plays an integral part in their behaviour and physiology and has been shown to be vulnerable to the effects of neonicotinoid insecticides. Baseline thermotolerance of 53.8ï¿½ï¿½ï¿½ï¿½C (defined as LT50; temperature at which 50% mortality is recorded) was determined for this subspecies. We evaluated the influence of sublethal dosages of three widely used neonicotinoid insecticides, clothianidin, imidacloprid and thiamethoxam, on individual Apis mellifera scutellata thermotolerance, each evaluated at a range of increasing ambient temperatures. For all three neonicotinoid treatments, A. m. scutellata thermotolerance was decreased by more than 3ï¿½ï¿½ï¿½ï¿½C as compared to the baseline data. Such a reduction in honey bee thermotolerance, especially under the increasing frequency and intensity of hot weather events, is a cause for concern when considering legislation and use of these neonicotinoids in the South African agricultural and suburban setting. ï¿½ï¿½ 2023, Ier-Verlag France SAS, part of Springer Nature.",2023///,2023,10.1007/s13592-023-00989-y,54.0,1,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146523245&doi=10.1007%2fs13592-023-00989-y&partnerID=40&md5=dfd5580e7ae4916bd4286dd6bfcbfb05,Scopus,"['climate change', 'honey\xa0bee', 'honeybee', 'mortality', 'neonicotinoid', 'neonicotinoid pesticide', 'physiology', 'South Africa', 'sublethal effect', 'thermoregulation', 'thermotolerance']",,0,,0,38
109,JOUR,"Nutritional stress exacerbates impact of a novel insecticide on solitary bees' behaviour, reproduction and survival","Knauer, A.C.; Alaux, C.; Allan, M.J.; Dean, R.R.; Dievart, V.; Glauser, G.; Kiljanek, T.; Michez, D.; Schwarz, J.M.; Tamburini, G.; Wintermantel, D.; Klein, A.-M.; Albrecht, M.",Proceedings of the Royal Society B: Biological Sciences,"Pesticide exposure and food stress are major threats to bees, but their potential synergistic impacts under field-realistic conditions remain poorly understood and are not considered in current pesticide risk assessments. We conducted a semi-field experiment to examine the single and interactive effects of the novel insecticide flupyradifurone (FPF) and nutritional stress on fitness proxies in the solitary bee Osmia bicornis. Individually marked bees were released into flight cages with monocultures of buckwheat, wild mustard or purple tansy, which were assigned to an insecticide treatment (FPF or control) in a crossed design. Nutritional stress, which was high in bees foraging on buckwheat, intermediate on wild mustard and low on purple tansy, modulated the impact of insecticide exposure. Within the first day after application of FPF, mortality of bees feeding on buckwheat was 29 times higher compared with control treatments, while mortality of FPF exposed and control bees was similar in the other two plant species. Moreover, we found negative synergistic impacts of FPF and nutritional stress on offspring production, flight activity, flight duration and flower visitation frequency. These results reveal that environmental policies and risk assessment schemes that ignore interactions among anthropogenic stressors will fail to adequately protect bees and the pollination services they provide.  ï¿½ï¿½ 2022 The Auth",2022,2022,10.1098/rspb.2022.1013,289.0,1984,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140457107&doi=10.1098%2frspb.2022.1013&partnerID=40&md5=5cc2aafc3841d153ca19b91278f69626,,animal; Animals; bee; bee health; Bees; behavioral ecology; environmental policy; Environmental Policy; foraging; insecticide; Insecticides; nectar; nutritional status; pesticide; pollen; pollution exposure; reproduction; survival,,0,,0,39
64,JOUR,Effects of five insecticides on main pests and pollinators in alfalfa seed fields,"['Yang, X.', 'Zhu, M.', 'Shi, J.', 'Zhang, R.', 'Zhao, Z.', 'Zhang, J.']",Journal of Plant Protection,"To identify pesticides with higher effectiveness and lower toxicity, the indoor virulence and field efficacy of five pesticides 1.5% pyrethrin, 0.3% azadirachtin, 4% abamectinï¿½ï¿½acetamiprid, 2.5% cyhalothrin, and 70% imidacloprid were assessed on the major pests of alfalfa seed fields, specifically Odontothrips loti and pea aphid Acyrthosiphon pisum. The effects of these five insecticides on the abundance and diversity indices of major pollinators were also analyzed. The results showed that the toxicity of 0.3% azadirachtin was relatively high for O. loti and A. pisum with LC50 values of 1.093 mg/L and 2.864 mg/L, respectively. Both 70% imidacloprid and 4% abamectinï¿½ï¿½acetamiprid showed high efficacy against both O. loti and A. pisum, with the highest efficacy exceeding 85.00%. However these two pesticides posed a greater threat to pollinators, while 0.3% azadirachtin was less threatening to them. It was recommended to use 0.3% azadirachtin (diluted 1 000 times) for pest control in alfalfa during the flstage.Meanwhile, 70% imidacloprid (diluted 1 000 times) and 4% abamectinï¿½ï¿½acetamiprid (diluted 1 000 times) can be used alternatively during the non-flowering stage for pest control. ï¿½ï¿½ 2023 Editorial Board of Journal of Plant Protection. All rights r",2023///,2023,10.13802/j.cnki.zwbhxb.2023.2023841,50.0,6,,,1641.0,1650.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195873205&doi=10.13802%2fj.cnki.zwbhxb.2023.2023841&partnerID=40&md5=f151e1eb794948be86ce4d4d3627decc,Scopus,"['Acyrthosiphon pisum', 'efficacy', 'indoor virulence', 'insecticide', 'Odontothrips loti', 'pollinator']",ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,0,,0,40
59,JOUR,Cell death localization in situ in laboratory reared honey bee (Apis mellifera L.) larvae treated with pesticides,"['Gregorc, A.', 'Ellis, J.D.']",Pesticide Biochemistry and Physiology,"In this study, cell death detected by DNA fragmentation labeling and phosphatidylserine (PS) localization was investigated in the honey bee (Apis mellifera L.) midgut, salivary glands and ovaries after treating larvae with different pesticides offered via an artificial diet. To do this, honey bee larvae reared in an incubator were exposed to one of nine pesticides: chlorpyrifos, imidacloprid, amitraz, fluvalinate, coumaphos, myclobutanil, chlorothalonil, glyphosate and simazine. Following this, larvae were fixed and prepared for immunohistologically detected cellular death using two TUNEL techniques for DNA fragmentation labeling and Annexin V to detect the localization of exposed PS specific in situ binding to apoptotic cells. Untreated larvae experienced ï¿½ï¿½ï¿½10% midgut apoptotic cell death under controlled conditions. All applied pesticides triggered an increase in apoptosis in treated compared to untreated larvae. The level of cell death in the midgut of simazine-treated larvae was highest at 77% mortand statistically similar to the level of cell death for chlorpyrifos (65%), imidacloprid (61%), myclobutanil (69%), and glyphosate (69%) treated larvae. Larvae exposed to fluvalinate had the lowest midgut columnar apoptotic cell death (30%) of any pesticide-treated larvae. Indications of elevated apoptotic cell death in salivary glands and ovaries after pesticide application were detected. Annexin V localization, indicative of apoptotic cell deletion, had an extensive distribution in the midgut, salivary glands and ovaries of pesticide-treated larvae. The data suggest that the tested pesticides induced apoptosis in tissues of honey bee larvae at the tested concentrations. Cell death localization as a tool for a monitoring the subclinical and sub-lethal effects of external influences on honey bee larval tissues is discussed. ï¿½ï¿½ 2010 Elsevier ",2011///,2011,10.1016/j.pestbp.2010.12.005,99.0,2,,,200.0,207.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751703703&doi=10.1016%2fj.pestbp.2010.12.005&partnerID=40&md5=bdce5d24cb5f8dd19606876e705079ed,Scopus,,,0,,0,41
67,JOUR,Examination of mass honey bee death at the entrance to hives in a paddy rice production district in Japan: The influence of insecticides sprayed on nearby rice fields,"['Kimura, K.', 'Yoshiyama, M.', 'Saiou, K.', 'Nirasawa, K.', 'Ishizaka, M.']",Journal of Apicultural Research,"Beekeepers in Japan have been finding as many as 1,000 dead honey bees piled up in front of hive entrances. They have observed that these mass bee deaths tend to occur at about the same time as measures are taken to control rice bugs, which appear every year during the summer in rice-producing districts. We set up and conducted controlled field studies from July to August in 2012 in a rice-producing district of northern Japan where frequent mass bee deaths are observed each summer. As had occurred in the area in previous years, and as we directly observed during our field investigations, masses of honey bees were found dead at the entrance to their hives. Samples of pollen and honey bee corpses were found to contain measurable concentrations of five active ingredients of insecticides: clothianidin, dinotefuran, ethiprole, etofenprox, and phenthoate. Insecticides containing these active ingredients are known to have been used for rice bug control in this area. Furthermore, we did not observe other known honey bee death agents in the area, such as mites and hornets. Thus, we suspected that the phenomenon of ""piled honey bee death"" (PD) at hive entrances is related to the influence of insecticides used to control rice bugs in paddies. The insecticide concentrations in dead honey bees were, however, extremely low compared with the median lethal dose (LD50) for honey bees. Moreover, PD was observed after rice anthesis, when bees would be collecting pollen from flowering plants other than rice. This calls into question any direct link between mass bee death and insecticides. Further study is necessary to understand insecticide exposure routes and the actual mechanism of the PD phenomenon. ï¿½ï¿½ IBRA ",2014///,2014,10.3896/IBRA.1.53.5.12,53.0,5,,,599.0,606.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920153258&doi=10.3896%2fIBRA.1.53.5.12&partnerID=40&md5=ba4eacfa3b5fbbadcfd183d8440f1dd9,Scopus,,,0,,0,42
4,JOUR,Bergamot Polyphenolic Fraction for the Control of Flupyradifurone-Induced Poisoning in Honeybees,"['Bava, R.', 'Lupia, C.', 'Castagna, F.', 'Ruga, S.', 'Nucera, S.', 'Caminiti, R.', 'Bulotta, R.M.', 'Naccari, C.', 'Carresi, C.', 'Musolino, V.', 'Statti, G.', 'Britti, D.', 'Mollace, V.', 'Palma, E.']",Animals,"Flupyradifurone (FLU) is a butenolide insecticide that has come onto the market relatively recently. It is used in agriculture to control aphids, psyllids, and whiteflies. Toxicity studies have decreed its low toxicity to honeybees. However, recent research has challenged these claims; oral exposure to the pesticide can lead to behavioral abnormalities and in the worst cases, lethal phenomena. Compounds with antioxidant activity, such as flavonoids and polyphenols, have been shown to protect against the toxic effects of pesticides. The aim of this research was to evaluate the possible protective effect of the bergamot polyphenolic fraction (BPF) against behavioral abnormalities and lethality induced by toxic doses of FLU orally administered to honeybees under laboratory conditions. Honeybees were assigned to experimental groups in which two toxic doses of FLU, 50 mg/L and 100 mg/L were administered. In other replicates, three doses (1, 2 and 5 mg/kg) of the bergamot polyphenolic fraction (BPF) were added to the above toxic doses. In the experimental groups intoxicated with FLU at the highest dose tested, all caged subjects (20 individuals) died within the second day of administration. The survival probability of the groups to which the BPF was added was compared to that of the groups to which only the toxic doses of FLU were administered. The mortality rate in the BPF groups was statistically lower (p < 0.05) than in the intoxicated groups; in addition, a lower percentage of individuals exhibited behavioral abnormalities. According to this research, the ingestion of the BPF attenuates the harmful effects of FLU. Further studies are needed before proposing BPF incorporation into the honeybeesï¿½ï¿½ï¿½ diet, but there already seem to be beneficial effects associated with its intake. ï¿½ï¿½ 2024 by th",2024///,2024,10.3390/ani14040608,14.0,4,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187202591&doi=10.3390%2fani14040608&partnerID=40&md5=bee8613fa13ab09e8899b833165a5703,Scopus,"['animal health and welfare', 'aphid', 'Article', 'bergamot (Citrus bergamia Risso et Poiteau) bergamot polyphenolic fraction (BPF)', 'bergamot oil', 'colony forming unit', 'diet supplementation', 'Escherichia coli', 'flupyradifurone', 'food intake', 'honeybee', 'honeybee (Apis mellifera)', 'insecticide', 'intoxication', 'LC50', 'mass spectrometry', 'mortality rate', 'natural products', 'nonhuman', 'pilot study', 'poisoning', 'pollination', 'psyllid', 'Salmonella', 'Staphylococcus aureus', 'Streptococcus', 'ultra performance liquid chromatography', 'unclassified drug', 'whitefly']",,0,,0,43
117,JOUR,Effects of selected insecticidal substances on mRNA transcriptome in larvae of Apis mellifera,"Kablau, A.; Eckert, J.H.; Pistorius, J.; Sharbati, S.; Einspanier, R.",Pesticide Biochemistry and Physiology,"For the last decade, scientists have reported a loss of honeybee colonies. Multiple factors like parasites, pathogens and pesticides are dealt as possible drivers of honeybee losses. In particular, insecticides are considered as a major factor of pollinator poisoning. We applied sublethal concentrations of four insecticidal substances to honeybee larval food and analyzed the effects on transcriptome. The aim was to identify candidate genes indicating early negative impacts after application of insecticidal substances. Honeybee larvae were kept in-vitro under hive conditions (34ï¿½ï¿½ï¿½35 ï¿½ï¿½C) and fed with dimethoate, fenoxycarb, chlorantraniliprole and flupyradifurone in sublethal concentrations between day 3ï¿½ï¿½ï¿½6 after grafting. Larvae at day 4, 6 and 8 were sampled and their transcriptome analyzed. By use of a RT-qPCR array differences in gene expression of selected gene families (immune system, development detoxification) were measured. Targets mainly involved in development, energy metabolism antem were significantly affected by the insecticidal substances tested, selectively inducing genes of the detoxification system, immune response and nutritional stress. ï¿½ï¿½ 2020 Elsevier ",2020,2020,10.1016/j.pestbp.2020.104703,170.0,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090940536&doi=10.1016%2fj.pestbp.2020.104703&partnerID=40&md5=572b174a0c41dbad724b26d438d2a0f9,,"animal; Animals; Apis mellifera; bee; Bees; dimethoate; Dimethoate; genetics; insecticide; Insecticides; larva; Larva; Larvae; messenger RNA; RNA, Messenger; Sublethal dose; transcriptome; Transcriptome",,0,,0,44
47,JOUR,"In vivo metabolic fate of [14C]-acetamiprid in six biological compartments of the honeybee, Apis mellifera L","['Brunet, J.-L.', 'Badiou, A.', 'Belzunces, L.P.']",Pest Management Science,"The in vivo metabolism of acetamiprid was studied in the honeybee, Apis mellifera L. The distribution of acetamiprid and its metabolites was monitored over a 72-h period in six biological compartments: head, thorax, abdomen, haemolymph, midgut and rectum. Honeybees were treated orally with 100 ï¿½ï¿½g [14C]-acetamiprid kg-1 bee, a dose which is about 1500 times lower than the median lethal dose. After 72 h, only 40% of the total radioactivity was eliminated, suggesting that acetamiprid and its metabolites tended to persist in the honeybee. Acetamiprid was rapidly distributed in all compartments and metabolized. Just after administration, radioactivity was mainly localized in the abdomen and subsequently in the rectum. After 72 h, the maximum amount of radioactivity (about 20% of the ingested dose) was detected again in the abdomen, whereas the lowest level of total radioactivity was detected in the haemolymph. Radioactivity in the head did not exceed 7.6% of total ingested radioactivity. More than 50% of acetrid was metabolised in less than 30 min, indicating a very short half-life for the compound. During the first hours, acetamiprid was mainly detected in nicotinic acetylcholine receptor-rich tissues: abdomen, thorax and head. Of the seven metabolites detected, the major ones were 6-choronicotinic acid and an unknown metabolite called U1, which was present mainly in the rectum, the thorax and the head. Our results indicate that the low toxicity of acetamiprid may reflect its rapid metabolism. ï¿½ï¿½ 2005 Society of Chemical Indus",2005///,2005,10.1002/ps.1046,61.0,8,,,742.0,748.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-22344448525&doi=10.1002%2fps.1046&partnerID=40&md5=1842d3aaed586e86b693964ec3223e2a,Scopus,,,0,,0,45
99,JOUR,Bee Pollinator Mortality Due to Pesticide-Laden Particulate Matter from Beef Cattle Feedyards,"['Green, F.B.', 'Peterson, E.M.', 'Emert, A.D.', 'Subbiah, S.', 'Smith, P.N.']",Environmental Science and Technology,"Wild and managed bees are critical for the stability of trophic webs, angiosperm reproduction, and agricultural productivity. Unfortunately, as many as 40% of crop pollinators are in a steep decline due to habitat loss and exposure to agrochemicals. Pyrethroids, neonicotinoids, and macrocyclic lactones are among the many agrochemicals toxic to pollinating insects that are used extensively in industrial beef cattle feeding operations throughout the world. Fugitive feedyard particulate matter (PM) transports agrochemicals into the surrounding environs. To determine the impact of agrochemical-laden feedyard particulate matter on bee pollinators, we conducted in situ experiments wherein honeybees and mason bees were placed downwind and upwind of feedyards (N = 40). Concurrent, colocated total suspended particulate matter samples contained multiple insecticides and parasiticides including pyrethroids, neonicotinoids, and macrocyclic lactones, in significantly higher concentrations downwind of feedyards (bifenthrin, 8.45 ï¿½ï¿½ 4.92; permethrin, 1032.34 ï¿½ï¿½ 740.76; clothianidin, 3.61 ï¿½ï¿½ 1.48; imidacloprid, 73.32 ï¿½ï¿½ 47.52; thiamethoxam, 5.81 ï¿½ï¿½ 3.16; abamectin, 0.45 ï¿½ï¿½ 0.29; ivermectin, 8.88 ï¿½ï¿½ 5.06 ng/g). Honeybees and mason bees sited downwind of feedyards always experienced higher mortality than those correspondingly sited upwind, and male mason bees experienced significantly higher mortality compared to females when both were sited downwind. Bees occurring downwind of beef cattle feedyards for 1 h are 232-260% more likely to die than those occurring upwind. Thus, agrochemicals used on and emitted from beef cattle feedyards are significant threats to bee pollinators. ï¿½ï¿½",2023///,2023,10.1021/acs.est.3c03135,57.0,40,,,14839.0,14848.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172274460&doi=10.1021%2facs.est.3c03135&partnerID=40&md5=0b7afd64c1c6444b9f23500b2d0b73dd,Scopus,"['abamectin', 'agricultural chemical', 'Agricultural chemicals', 'agrochemical', 'agrochemicals', 'Agrochemicals', 'angiosperm', 'animal', 'animal pollination', 'Animals', 'Article', 'bee', 'Bee pollinator', 'bee pollinators', 'Beef', 'beef cattle', 'Beef cattle feedyards', 'Bees', 'bifenthrin', 'bovine', 'Cattle', 'Cell proliferation', 'clothianidin', 'environmental exposure', 'Esters', 'feeding behavior', 'Feedyard', 'honeybee', 'Honeybee', 'honeybees', 'imidacloprid', 'insecticide', 'insecticides', 'Insecticides', 'ivermectin', 'lactone', 'Lactones', 'Macrocyclic lactones', 'male', 'Male', 'Mason bee', 'mason bees', 'mortality', 'neonicotinoid', 'Neonicotinoids', 'nonhuman', 'Parasiticide', 'parasiticides', 'Particles (particulate matter)', 'particulate matter', 'Particulate Matter', 'permethrin', 'pesticide', 'Pesticides', 'Pyrethrins', 'pyrethroid', 'Pyrethroids', 'suspended particulate matter', 'thiamethoxam', 'toxicity']",,0,,0,46
97,JOUR,The toxic unit approach as a risk indicator in honey bees surveillance programmes: A case of study in Apis mellifera iberiensis,"['Alonso-Prados, E.', 'Muï¿½ï¿½oz, I.', 'De la Rï¿½ï¿½a, P.', 'Serrano, J.', 'Fernï¿½ï¿½ndez-Alba, A.R.', 'Garcï¿½ï¿½a-Valcï¿½ï¿½rcel, A.I.', 'Hernando, M.D.', 'Alonso, ï¿½ï¿½.', 'Alonso-Prados, J.L.', 'Bartolomï¿½ï¿½, C.', 'Maside, X.', 'Barrios, L.', 'Martï¿½ï¿",Science of the Total Environment,"The influence of genetic diversity and exposure to xenobiotics on the prevalence of pathogens was studied within the context of a voluntary epidemiological study in Spanish apiaries of Apis mellifera iberiensis, carried out during the spring season of years 2014 and 2015. As such, the evolutionary lineages of the honey bee colonies were identified, a multiresidue analysis of xenobiotics was carried out in beebread and worker bee samples, and the Toxic Unit (TUm) was estimated for each sampled apiary. The relationship between lineages and the most prevalent pathogens (Nosema ceranae, Varroa destructor, trypanosomatids, Black Queen Cell Virus; and Deformed Wing Virus) was analysed with contingency tables, and the possible relationships between TUm and the prevalence of these pathogens were studied by using a factor analysis. The statistical analysis supported the associations between V. destructor and Deformed Wing Virus (DWV), and between N. ceranae and Black Queen Cell Virus (BQCV), but the association between these pathogens and trypanosomatids was not observed. TUm values varied between 5.5 ï¿½ï¿½ 10ï¿½ï¿½ï¿½6 and 3.65 ï¿½ï¿½ 10ï¿½ï¿½ï¿½1. When TUm < 3.35 ï¿½ï¿½ 10ï¿½ï¿½ï¿½4, it was mainly determined by coumaphos, tau-fluvalinate and/or chlorfenvinphos. At higher values, other insecticides also contributed to TUm, although a clear predominance was not seen up to TUm ï¿½ï¿½ï¿½ 1.83 ï¿½ï¿½ 10ï¿½ï¿½ï¿½2, when it was mainly defined by acrinathrin, spinosad and/or imidacloprid. The possible cumulative effect from the joint action of xenobiotics was >10% in the 63% of the cases. The prevalence of pathogens did not appear to be influenced by the distribution of evolutionary lineages and, while the prevalence of V. destructor was not found to be determined by TUm, there was a trend towards an increasing prevalence of N. ceranae when TUm ï¿½ï¿½ï¿½ 23 10ï¿½ï¿½ï¿½4. This study is an example of using TUm approach be",2020///,2020,10.1016/j.scitotenv.2019.134208,698.0,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071891801&doi=10.1016%2fj.scitotenv.2019.134208&partnerID=40&md5=ec1a24c355956bd2b5a1ec900f266e40,Scopus,,,0,,0,47
70,JOUR,Method for detection of mtDNA damages for evaluating of pesticides toxicity for bumblebees (Bombus terrestris L.),"['Syromyatnikov, M.Y.', 'Gureev, A.P.', 'Starkova, N.N.', 'Savinkova, O.V.', 'Starkov, A.A.', 'Lopatin, A.V.', 'Popov, V.N.']",Pesticide Biochemistry and Physiology,"Bumblebees are important for crop pollination. Currently, the number of pollinators is decreasing worldwide, which is attributed mostly to the widespread use of pesticides. The aim of this work was to develop a method for assessing the genotoxicity of pesticides for the Bombus terrestris L. bumblebee using long-range PCR of mitochondrial DNA fragments. We have developed a panel of primers and assessed the genotoxicity of the following pesticides: imidacloprid, rotenone, deltamethrin, difenocanozole, malathion, metribuzin, penconazole, esfenvalerate, and dithianon. All pesticides (except imidacloprid) inhibited mitochondrial respiration fueled by pyruvate + malate; the strongest effect was observed for rotenone and difenocanozole. Three pesticides (dithianon, rotenone, and difenocanozole) affected the rate of H2O2 production. To study the pesticide-induced DNA damage in vitro and in vivo, we used three different mtDNA. The mtDNA damage was observed for all studied pesticides. Most of the studied pesticides caused significant damage to mtDNA in vitro and in vivo when ingested. Our results indicate that all tested pesticides, including herbicides and fungicides, can have a toxic effect on pollinators. However, the extent of pesticide-induced mtDNA damage in the flight muscles was significantly less upon the contact compared to the oral administration. ï¿½ï¿½ 2020 Elsevier ",2020///,2020,10.1016/j.pestbp.2020.104675,169.0,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089444308&doi=10.1016%2fj.pestbp.2020.104675&partnerID=40&md5=165343f8a589c2deeac699de35290eee,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'Bumblebees', 'DNA damage', 'DNA, Mitochondrial', 'hydrogen peroxide', 'Hydrogen Peroxide', 'Long-range PCR', 'Method', 'Mitochondria', 'mitochondrial DNA', 'mitochondrion', 'mtDNA', 'pesticide', 'Pesticides', 'pollination', 'Pollination']",,0,,0,48
