record_id,type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,start_page,end_page,url,name_of_database,keywords,issn,accession_number,short_title,exported_notes_1,included,exported_notes_2
785,JOUR,Ecological traits interact with landscape context to determine bees' pesticide risk,"['Knapp, JL', 'Nicholson, CC', 'Jonsson, O', 'de Miranda, JR', 'Rundlöf, M']",NATURE ECOLOGY & EVOLUTION,"Widespread contamination of ecosystems with pesticides threatens non-target organisms. However, the extent to which life-history traits affect pesticide exposure and resulting risk in different landscape contexts remains poorly understood. We address this for bees across an agricultural land-use gradient based on pesticide assays of pollen and nectar collected by Apis mellifera, Bombus terrestris and Osmia bicornis, representing extensive, intermediate and limited foraging traits. We found that extensive foragers (A. mellifera) experienced the highest pesticide risk-additive toxicity-weighted concentrations. However, only intermediate (B. terrestris) and limited foragers (O. bicornis) responded to landscape context-experiencing lower pesticide risk with less agricultural land. Pesticide risk correlated among bee species and between food sources and was greatest in A. mellifera-collected pollen-useful information for future postapproval pesticide monitoring. We provide foraging trait- and landscape-dependent information on the occurrence, concentration and identity of pesticides that bees encounter to estimate pesticide risk, which is necessary for more realistic risk assessment and essential information for tracking policy goals to reduce pesticide risk. Analysing pesticide residues in pollen and nectar collected by three bee species along a land-use gradient, the authors show that extensive foragers like Apis mellifera have higher pesticide risk than species that forage at intermediate or limited ranges, irrespective of landscape context.",2023/04//,2023,10.1038/s41559-023-01990-5,7,4,547,+,,,,2397-334X,WOS:000941104400002,,,0,
638,JOUR,Effects of Sublethal Doses of Imidacloprid on Young Adult Honeybee Behaviour,"['Goñalons, C', 'Farina, WM']",PLOS ONE,"Imidacloprid (IMI), a neonicotinoid used for its high selective toxicity to insects, is one of the most commonly used pesticides. However, its effect on beneficial insects such as the honeybee Apis mellifera L is still controversial. As young adult workers perform in-hive duties that are crucial for colony maintenance and survival, we aimed to assess the effect of sublethal IMI doses on honeybee behaviour during this period. Also, because this insecticide acts as a cholinergic-nicotinic agonist and these pathways take part in insect learning and memory processes; we used IMI to assess their role and the changes they suffer along early adulthood. We focused on appetitive behaviours based on the proboscis extension response. Laboratory reared adults of 2 to 10 days of age were exposed to sublethal IMI doses (0.25 or 0.50ng) administered orally or topically prior to behavioural assessment. Modification of gustatory responsiveness and impairment of learning and memory were found as a result of IMI exposure. These outcomes differed depending on age of evaluation, type of exposure and IMI dose, being the youngest bees more sensitive and the highest oral dose more toxic. Altogether, these results imply that IMI administered at levels found in agroecosystems can reduce sensitivity to reward and impair associative learning in young honeybees. Therefore, once a nectar inflow with IMI traces is distributed within the hive, it could impair in-door duties with negative consequences on colony performance.",2015/10/21/,2015,10.1371/journal.pone.0140814,10,10,,,,,,1932-6203,WOS:000363248400070,,,0,
605,JOUR,Sublethal doses of insecticide reduce thermal tolerance of a stingless bee and are not avoided in a resource choice test,"['Farnan, H.', 'Yeeles, P.', 'Lach, L.']",Royal Society Open Science,"Insecticides and climate change are among the multiple stressors that bees face, but little is known about their synergistic effects, especially for non-Apis bee species. In laboratory experiments, we tested whether the stingless bee Tetragonula hockingsi avoids insecticide in sucrose solutions and how T. hockingsi responds to insecticide and heat stress combined. We found that T. hockingsi neither preferred nor avoided sucrose solutions with either low (2.5 × 10 -4 ng μl -1 imidacloprid or 1.0 × 10 -4 ng μl -1 fipronil) or high (2.5 × 10 -3 ng μl -1 imidacloprid or 1.0 × 10 -3 ng μl -1 fipronil) insecticide concentrations when offered alongside sucrose without insecticide. In our combined stress experiment, the smallest dose of imidacloprid (7.5 × 10 -4 ng) did not significantly affect thermal tolerance (CT max). However, CT max significantly reduced by 0.8°C (±0.16 SE) and by 0.5°C (±0.16 SE) when bees were fed as little as 7.5 × 10 -3 ng of imidacloprid or 3.0 × 10 -4 ng of fipronil, respectively, and as much as 1.5°C (±0.16 SE) and 1.2°C (±0.16 SE) when bees were fed 7.5 × 10 -2 ng of imidacloprid or 3.0 × 10 -2 ng of fipronil, respectively. Predictions of temperature increase, and increased insecticide use in the tropics suggest that T. hockingsi will be at increased risk of the effects of both stressors in the future. © 2023 The Authors.",2023///,2023,10.1098/rsos.230949,10,11,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178148344&doi=10.1098%2frsos.230949&partnerID=40&md5=5a06065fcb203ebd3c4e137346214f40,Scopus,"['imidacloprid', 'Apidae', 'fipronil', 'critical thermal maximum', 'heat stress', 'Tetragonula hockingsi']",,,,,0,
22,JOUR,Lethal and sub-lethal effects of spinosad on bumble bees (Bombus impatiens Cresson),"['Morandin, L.A.', 'Winston, M.L.', 'Franklin, M.T.', 'Abbott, V.A.']",Pest Management Science,"Recent developments of new families of pesticides and growing awareness of the importance of wild pollinators for crop pollination have stimulated interest in potential effects of novel pesticides on wild bees. Yet pesticide toxicity studies on wild bees remain rare, and few studies have included long-term monitoring of bumble bee colonies or testing of foraging ability after pesticide exposure. Larval bees feeding on exogenous pollen and exposed to pesticides during development may result in lethal or sublethal effects during the adult stage. We tested the effects of a naturally derived biopesticide, spinosad, on bumble bee (Bombus impatiens Cresson) colony health, including adult mortality, brood development, weights of emerging bees and foraging efficiency of adults that underwent larval development during exposure to spinosad. We monitored colonies from an early stage, over a 10-week period, and fed spinosad to colonies in pollen at four levels: control, 0.2, 0.8 and 8.0 mg kg-1, during weeks 2 through 5 of the experiment. At concentrations that bees would likely encounter in pollen in the wild (0.2-0.8 mg kg-1) we detected minimal negative effects to bumble bee colonies. Brood and adult mortality was high at 8.0 mg kg-1 spinosad, about twice the level that bees would be exposed to in a 'worst case' field scenario, resulting in colony death two to four weeks after initial pesticide exposure. At more realistic concentrations there were potentially important sub-lethal effects. Adult worker bees exposed to spinosad during larval development at 0.8 mg kg-1 were slower foragers on artificial complex flower arrays than bees from low or no spinosad treated colonies. Inclusion of similar sub-lethal assays to detect effects of pesticides on pollinators would aid in development of environmentally responsible pest management strategies. © 2005 Society of Chemical Industry.",2005///,2005,10.1002/ps.1058,61,7,619,626,https://www.scopus.com/inward/record.uri?eid=2-s2.0-21244438023&doi=10.1002%2fps.1058&partnerID=40&md5=065515d234468618ae230bc31e399229,Scopus,,,,,,0,lethality but assumed irrelevant for LD50
805,CONF,Spinosad - A naturally derived insect control agent with potential for use in glasshouse integrated pest management systems,"['Miles, M', 'Dutton, R', 'UNIVERSITEIT GENT', 'UNIVERSITEIT GENT']","52ND INTERNATIONAL SYMPOSIUM ON CROP PROTECTION, PTS I AND II, PROCEEDINGS","The effects of spinosad to beneficials, natural predators and pollinators has been extensively researched. In worst case laboratory studies using glass plates, an intrinsic level of toxicity to predatory mites (Typhlodromus pyri) and parasitic wasps (Aphidius rhopalosiphi) was observed. In laboratory studies with bumble bees (Bombus terrestris) insects either dosed topically or fed sucrose solutions containing spinosad were also adversely affected. When tested in higher tier studies (extended laboratory or semi-field), spinosad was seen to be highly selective to many important beneficial species. Spinosad when used according to good agricultural/horticultural practice, has been shown to be compatible with predatory mites (T.pyri, Phytoseiulus persimilis and Amblyseius californicus), predatory heteroptera (Orius insidiosus, O. laevigatus and Macrolophus caliginosus), coccinellidae (Hippodamia convergens and Coccinella septempunctata) and neuroptera (Chrysoperla cornea and C. rufibularis). Parasitic hymenoptera are particularly sensitive to spinosad. However, toxic effects are short lived due to the low persistence of spinosad. This means that species such as A. colemani can be soon introduced to a glasshouse after application (1-2 weeks). Semi-field studies with bumble bees have also been conducted. Spinosad was applied when bees were not flying. Bees were allowed to forage on the treated plants when spray deposits had dried. The findings from these studies indicated that, when used in this way, spinosad was completely safe to foraging worker bees. On inspection of the hives, it was seen that no significantly adverse effects on queen or brood had occurred. It can be concluded that spinosad is highly selective to beneficials and pollinators making it an ideal insect control product for use within glasshouse IPM programmes.",2000///,2000,,65,,393,400,,,,0368-9697,WOS:000169941300045,,,0,
686,JOUR,Comparing Sensitivity of Different Bee Species to Pesticides: A TKTD modeling approach,"['Baas, J.', 'Goussen, B.', 'Taenzler, V.', 'Roeben, V.', 'Miles, M.', 'Preuss, T.G.', 'van den Berg, S.', 'Roessink, I.']",Environmental Toxicology and Chemistry,"Risk assessment for bees is mainly based on data for honey bees; however, risk assessment is intended to protect all bee species. This raises the question of whether data for honey bees are a good proxy for other bee species. This issue is not new and has resulted in several publications in which the sensitivity of bee species is compared based on the values of the 48-h median lethal dose (LD50) from acute test results. When this approach is used, observed differences in sensitivity may result both from differences in kinetics and from inherent differences in species sensitivity. In addition, the physiology of the bee, like its overall size, the size of the honey stomach (for acute oral tests), and the physical appearance (for acute contact tests) also influences the sensitivity of the bee. The recently introduced Toxicokinetic–Toxicodynamic (TKTD) model that was developed for the interpretation of honey bee tests (Bee General Uniform Threshold Model for Survival [BeeGUTS]) could integrate the results of acute oral tests, acute contact tests, and chronic tests within one consistent framework. We show that the BeeGUTS model can be calibrated and validated for other bee species and also that the honey bee is among the more sensitive bee species. In addition, we found that differences in sensitivity between species are smaller than previously published comparisons based on 48-h LD50 values. The time-dependency of the LD50 and the specifics of the bee physiology are the main causes of the wider variation found in the published literature. Environ Toxicol Chem 2024;43:1431–1441. © 2024 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC. © 2024 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC.",2024///,2024,10.1002/etc.5871,43,6,1431,1441,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191287120&doi=10.1002%2fetc.5871&partnerID=40&md5=53730352c32e787e0de2312519322253,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'imidacloprid', 'animal experiment', 'Article', 'controlled study', 'nonhuman', 'Osmia bicornis', 'pesticide', 'Pesticides', 'risk assessment', 'Risk assessment', 'Risks assessments', 'clothianidin', 'drug effect', 'honeybee', 'physiology', 'toxicity', 'environmental protection', 'survival', 'Food products', 'comparative study', 'Honey bee', 'Bombus terrestris', 'bumblebee', 'thiacloprid', 'Risk Assessment', 'LD50', 'Lethal Dose 50', 'Physiology', 'Toxicokinetics', 'fluvalinate', 'species difference', 'Species Specificity', 'model', 'Models, Biological', 'dimethoate', 'biological model', 'deltamethrin', 'cyfluthrin', 'toxicokinetics', 'methiocarb', 'metribuzin', 'calibration', 'Bee sensitivity', 'bromoxynil', 'effective concentration', 'General uniform threshold model for survival', 'General Uniform Threshold Model for Survival (GUTS)', 'Modeling', 'Oral test', 'rate constant', 'reaction kinetics', 'Threshold model', 'Toxicodynamics', 'Toxicokinetic–toxicodynamic model', 'ToxicoKinetic–ToxicoDynamic model (TKTD)']",,,,,0,
680,JOUR,Enzymatic responses in the head and midgut of Africanized Apis mellifera contaminated with a sublethal concentration of thiamethoxam,"['Decio, P.', 'Miotelo, L.', 'Pereira, F.D.C.', 'Roat, T.C.', 'Marin-Morales, M.A.', 'Malaspina, O.']",Ecotoxicology and Environmental Safety,"The increasing use of insecticides, promoted by the intensification of agriculture, has raised concerns about their influence on the decline of bee colonies, which play a fundamental role in pollination. Thus, it is fundamental to elucidate the effects of insecticides on bees. This study investigated the damage caused by a sublethal concentration of thiamethoxam - TMX (0.0227 ng/μL of feed) in the head and midgut of Africanized Apis mellifera, by analyzing the enzymatic biomarkers, oxidative stress, and occurrence of lipid peroxidation. The data showed that the insecticide increased acetylcholinesterase activity (AChE) and glutathione-S-transferase (GST), whereas carboxylesterase (CaE3) activity decreased in the heads. Our results indicate that the antioxidant enzymes were less active in the head because only glutathione peroxidase (GPX) showed alterations. In the midgut, there were no alkaline phosphatase (ALP) or superoxide dismutase (SOD) responses and a decrease in the activity of CaE was observed. Otherwise, there was an increase in GPX, and the TBARS (thiobarbituric acid reactive substances) assay also showed differences in the midgut. The TBARS (thiobarbituric acid reactive substances) assay also showed differences in the midgut. The results showed enzymes such as CaE3, GST, AChE, ALP, SOD, and GPX, as well as the TBARS assay, are useful biomarkers on bees. They may be used in combination as a promising tool for characterizing bee exposure to insecticides. © 2021",2021///,2021,10.1016/j.ecoenv.2021.112581,223,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111611864&doi=10.1016%2fj.ecoenv.2021.112581&partnerID=40&md5=8abfaf0c4ef26b13c5528f19058bc415,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'Apis mellifera', 'thiazole derivative', 'Thiazoles', 'thiamethoxam', 'Neonicotinoid', 'Thiamethoxam', 'Biomarkers', 'Oxazines', 'oxazine derivative', 'Honeybees', 'Oxidative stress']",,,,,0,
635,JOUR,Toxicity of insecticides used in the Brazilian melon crop to the honey bee Apis mellifera under laboratory conditions,"['Costa, E.M.', 'Araujo, E.L.', 'Maia, A.V.P.', 'Silva, F.E.L.', 'Bezerra, C.E.S.', 'Silva, J.G.']",Apidologie,"This study aimed at evaluating the toxicity of insecticides used in melon crop (Cucumis melo L.) on adults of Apis mellifera L. (Hymenoptera: Apidae) under laboratory conditions. Three ways of exposure were used: direct spraying, feeding with insecticide contaminated diet, and contact with sprayed leaves. Bees were exposed to the insecticides abamectin, acetamiprid, cartap chloride, chlorfenapyr, cyromazin, deltamethrin, thiamethoxam, flufenoxuron, and pyriproxyfen at the highest dosages recommended by the manufacturers for the melon crop in Brazil. Results indicated that, regardless of how the bees were exposed to insecticides, thiamethoxam, abamectin, and chlorfenapyr were extremely toxic to adults of A. mellifera. Acetamiprid, deltamethrin, and cartap chloride were most toxic when directly sprayed on the bees. Cyromazin and pyriproxyfen caused low mortality rates to A. mellifera, whereas flufenoxuron caused moderate mortality when fed to adult bees. © 2013 INRA, DIB and Springer-Verlag France.",2014///,2014,10.1007/s13592-013-0226-5,45,1,34,44,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891379846&doi=10.1007%2fs13592-013-0226-5&partnerID=40&md5=57dca8f75c7de403f6c4bfa81a5ecb4e,Scopus,,,,,,0,
641,JOUR,"Pharmacokinetics of Three Neonicotinoid Insecticides upon Contact Exposure in the Western Honey Bee, Apis mellifera","['Zaworra, M.', 'Koehler, H.', 'Schneider, J.', 'Lagojda, A.', 'Nauen, R.']",Chemical Research in Toxicology,"Neonicotinoid insecticides differ in their acute contact toxicity to honey bees. We investigated the uptake, metabolic fate, and excretion of imidacloprid and two much less toxic chemotypes, thiacloprid and acetamiprid, upon contact exposure in honey bees because ADME data for this mode of entry are lacking. Pharmacokinetic parameters were analyzed by tracking a                              14                             C-label and by HPLC coupled to ESI-MS. Imidacloprid penetrates the honey bee cuticle much faster and more readily compared to thiacloprid and acetamiprid, thus revealing a pharmacokinetic component, i.e., faster penetration and higher steady-state internal body concentrations, contributing to its higher acute contact toxicity.                          © 2018 American Chemical Society.",2019///,2019,10.1021/acs.chemrestox.8b00315,32,1,35,37,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058539474&doi=10.1021%2facs.chemrestox.8b00315&partnerID=40&md5=e77f1c5086475586b9a4a7a5b509646e,Scopus,,,,,,0,
615,JOUR,Effect of GF-120 (spinosad) aerial sprays on colonies of the stingless bee scaptotrigona mexicana (hymenoptera: Apidae) and the honey bee (hymenoptera: Apidae),"['Gómez-Escobar, E.', 'Liedo, P.', 'Montoya, P.', 'Méndez-Villarreal, A.', 'Guzmán, M.', 'Vandame, R.', 'Sánchez, D.']",Journal of Economic Entomology,"Despite their relevant contribution to the conservation of tropical ecosystems and crop productivity through pollination, the stingless bees (Apidae: Meliponini) can be considered a group of neglected species in the assessment of pesticides upon nontarget organisms. In this article, we evaluated the effect of aerial sprays of the spinosad-based fruit fly toxic bait GF-120 upon colonies of the stingless bee Scaptotrigona mexicana Guérin (Hymenoptera: Apidae), an economically important and abundant species in some landscapes of Mexico, located in mango orchards. Colonies of the honey bee Apis mellifera L. (Hymenoptera: Apidae) were used for comparison. Eight colonies (four of A. mellifera and four of S. mexicana) were moved into each of two mango orchards, one was used as a control, with no insecticide application, and other received five weekly aerial sprays of GF-120. Foraging activity and strength of colonies of both species were measured nine times over the fruiting season, previous, during and after insecticide application. We did not find a significant difference in foraging activity and strength between exposed and control colonies of A. mellifera during the observation period. However, colonies of S. mexicana seemed to be affected by the exposure, as revealed by a reduction in colony strength. However, 1 yr later, with no insecticide applications, the colonies of both species were evaluated and found to be in good conditions. Our results showed that weekly aerial sprays of GF-120 are unlikely to generate acute poisoning in both species, even if in acute toxicity tests this product has been found to be highly active. © The Author(s) 2018. Published by Oxford University Press on behalf of Entomological Society of America.",2018///,2018,10.1093/jee/toy152,111,4,1711,1715,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055494075&doi=10.1093%2fjee%2ftoy152&partnerID=40&md5=9bfbde045701358dfc3b35aba7c6da18,Scopus,,,,,,0,
586,JOUR,Effects of tank mixtures of plant protection products on honey bees and possible physiological interactions,"['Wernecke, A.', 'Castle, D.']",Journal fur Kulturpflanzen,"During foraging bouts pollinators like honey bees may be exposed to multiple plant protection products (PPPs). In contrast to applications of single PPPs the effects of tank mixtures are not routinely evaluated in the risk assessment process of PPPs with the exception of known synergistic insecticides and mixing partners. Due to economi-cal constraints and process efficiency PPP mixtures are commonly used in agricultural practices. However, some-times interactions among agrochemicals lead to undesir-able additive and synergistic effects. Especially mixtures of pyrethroids or neonicotinoids with azole fungicides, which inhibit sterol biosynthesis, have a synergistic potential of negatively affecting honey bees. For such mixtures, regulatory restrictions are already in place. These synergistic effects are associated with azole fungicides inhibiting the main detoxification enzyme P450, which hinders the bee to detoxify the insecticide. Further studies provide first evidence for increased impacts of mixtures of insecticides with adjuvants on honey bees. More research is necessary to better understand mixture toxicity and to implement this knowledge in the risk assessment. © The Author(s) 2020.",2020///,2020,10.5073/JfK.2020.05.05,72,5,154,161,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084201388&doi=10.5073%2fJfK.2020.05.05&partnerID=40&md5=1f3c674c0b47889636e0e7b64efcb845,Scopus,,,,Auswirkungen von pflanzenschutzmittel-tankmischungen auf honigbienen und mögliche physiologische interaktionen,,0,
614,CONF,Risk assessment of pesticides on bees: evaluating risk coefficients for assessing acute and chronic toxicity,"['Simon-Delso, N', 'Kievits, J', 'Lortsch, JA', 'Mouret, C']",HAZARDS OF PESTICIDES TO BEES: 11TH INTERNATIONAL SYMPOSIUM OF THE ICP-PR BEE PROTECTION GROUP,"Background: Risk coefficients are the key in the way how a pesticide active substances or formulated products will go through the risk assessment scheme dichotomy. Defining them is thus one of the main challenges of a risk assessment scheme design. In the light of the scientific publications on the subject, the existing risk coefficients and methodologies used for the toxicity evaluation under international guidelines result questionable. Results: LD50 values have shown to be variable. Prolonged effects following single contact can sometimes be observed when measuring the acute toxicity. The trigger value (10) of the risk coefficient results as inadequate. The toxicity derived from the exposure to substances continuously available for bees at sub-lethal doses needs to be evaluated separately, given the wide differences between acute and chronic lethal effects of pesticides. Conclusions: The observation period of the mortality tests should be lengthened as long as mortality increases, and while control mortality remains acceptable. Whenever active substances can pollute bees' food sources, first tier tests should include laboratory tests: (1) on adult bees with: (a) acute toxicity tests; (b) chronic toxicity tests; (c) behavioural tests; and (2) larvae toxicity tests. Consequently, the decision to run higher tier tests should depend on four different risk coefficients.",2012///,2012,10.5073/jka.2012.437.008,437,,39,44,,,,1868-9892,WOS:000393148200003,,,0,
840,JOUR,"Delayed and time-cumulative toxicity of imidacloprid in bees, ants and termites","['Rondeau, G.', 'Sánchez-Bayo, F.', 'Tennekes, H.A.', 'Decourtye, A.', 'Ramírez-Romero, R.', 'Desneux, N.']",Scientific Reports,"Imidacloprid, one of the most commonly used insecticides, is highly toxic to bees and other beneficial insects. The regulatory challenge to determine safe levels of residual pesticides can benefit from information about the time-dependent toxicity of this chemical. Using published toxicity data for imidacloprid for several insect species, we construct time-to-lethal-effect toxicity plots and fit temporal power-law scaling curves to the data. The level of toxic exposure that results in 50% mortality after time t is found to scale as t 1.7 for ants, from t 1.6 to t 5 for honeybees, and from t 1.46 to t 2.9 for termites. We present a simple toxicological model that can explain t 2 scaling. Extrapolating the toxicity scaling for honeybees to the lifespan of winter bees suggests that imidacloprid in honey at 0.25 μ ... 1/4g/kg would be lethal to a large proportion of bees nearing the end of their life.",2014///,2014,10.1038/srep05566,4,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903975961&doi=10.1038%2fsrep05566&partnerID=40&md5=b73b30e385c300f4a91b354f26af8ef2,Scopus,,,,,,0,
682,JOUR,Effects of pesticides on bee populations and safety of bee honey in Ukraine,"['Omelchun, Y.', 'Shevchenko, L.', 'Voynalovich, M.', 'Savchenko, O.', 'Hryshchenco, N.', 'Tkach, G.', 'Androshchuk, O.', 'Kozii, M.', 'Rzhevskyi, H.', 'Slyva, Y.']",Potravinarstvo Slovak Journal of Food Sciences,"To prevent pest contamination of crops, they are treated with plant defense agents, the action of which is aimed at the destruction or development and reproduction control of hazardous organisms. But also these chemical agents cause pollution of environmental ecosystems. Furthermore, the use of pesticides on honey bees often leads to mass mortality of the bees and contamination of nectar and pollen. Honey, made by the bees of such nectar, may contain pesticide residues that are toxic to a bee brood and harm the viability and productivity of bee colonies. One hundred seventy-two samples of bee honey and 40 samples of dead bees were studied from different regions of Ukraine. Eight hundred thirty-seven bee colonies died from pesticide poisoning of the honey bees in 2021. The bees most died due to thiamethoxam (523 bee colonies), clothianidin 400 (bee colonies), and lambda-cyhalothrin (342 bee colonies). In 2022, the poisoning of the honey bees, from which 1,130 bee colonies died, was caused by seven insecticides. Lambda-cyhalothrin (653 bee colonies), thiamethoxam (352 bee colonies), imidacloprid (342 bee colonies), clothianidin (325 bee colonies), and acetamiprid (320 bee colonies) were most frequently detected. 11 insecticides, 11 fungicides and 2 each of acaricides and herbicides were found in the honey. There were 425 detection cases of insecticides, 285 fungicides, 8 acaricides, and 3 herbicides. In 2021-2022, 16 insecticides of the 3rd toxicity class were found in the dead bees. © 2023 Authors, CC BY-NC-ND 4.0",2023///,2023,10.5219/1914,17,,801,815,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186171262&doi=10.5219%2f1914&partnerID=40&md5=b79fe85122e76216db7b64fdc1daef8c,Scopus,"['pesticide', 'safety', 'honey bees', 'bee honey', 'food product']",,,,,0,
562,JOUR,Sensitivity to imidacloprid insecticide varies among some social and solitary bee species of agricultural value,"['Sampson, B.', 'Gregorc, A.', 'Alburaki, M.', 'Werle, C.', 'Karim, S.', 'Adamczyk, J.', 'Knight, P.']",PLoS ONE,"Pollinator health risks from long-lasting neonicotinoid insecticides like imidacloprid has primarily focused on commercially managed, cavity-nesting bees in the genera Apis, Bombus, and Osmia. We expand these assessments to include 12 species of native and non-native crop pollinators of differing levels of body size, sociality, and floral specialization. Bees were collected throughout 2016 and 2017 from flowering blueberry, squash, pumpkin, sunflower and okra in south Mississippi, USA. Within 30-60 minutes of capture, bees were installed in bioassay cages made from transparent plastic cups and dark amber jars. Bees were fed via dental wicks saturated with 27% (1.25 M) sugar syrup containing a realistic range of sublethal concentrations of imidacloprid (0, 5, 20, or 100 ppb) that are often found in nectar. Bees displayed no visible tremors or convulsions except for a small sweat bee, Halictus ligatus, and only at 100ppb syrup. Imidacloprid shortened the captive longevities of the solitary bees. Tolerant bee species lived ∼10 to 12 days in the bioassays and included two social and one solitary species: Halictus ligatus, Apis mellifera and Ptilothrix bombiformis (rose mallow bees), respectively. No other bee species tolerated imidacloprid as well as honey bees did, which exhibited no appreciable mortality and only modest paralysis across concentration. In contrast, native bees either lived shorter lives, experienced longer paralysis, or endured both. Overall, longevity decreased with concentration linearly for social bees and non-linearly for solitary species. The percentage of a bee's captive lifespan spent paralyzed increased logarithmically with concentration for all species, although bumble bees suffered longest. Of greatest concern was comparable debilitation of agriculturally valuable solitary bees at both low and high sublethal rates of imidacloprid. © 2023 Public Library of Science. All rights reserved.",2023///,2023,10.1371/journal.pone.0285167,18,05-May,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158823922&doi=10.1371%2fjournal.pone.0285167&partnerID=40&md5=c05f3fd88bb9fad38c0b10196b406065,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'imidacloprid', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'pollinator', 'Article', 'controlled study', 'female', 'nonhuman', 'Apis mellifera', 'honeybee', 'adult', 'lifespan', 'longevity', 'male', 'sensitivity analysis', 'Bombus impatiens', 'imidazole derivative', 'Imidazoles', 'body size', 'health hazard', 'species identification', 'Helianthus annuus', 'agricultural species', 'Bombus bimaculatus', 'Habropoda laboriosa', 'Halictus ligatus', 'Melissodes bimaculata', 'Melissodes communis', 'Peponapis pruinosa', 'Ptilothrix bombiformis', 'Svastra aegis', 'Trachusa zebrata', 'Xenoglossa strenua']",,,,,0,
620,JOUR,Honeybee survival and flight capacity are compromised by insecticides used for controlling melon pests in Brazil,"['Gomes, IN', 'Vieira, KIC', 'Gontijo, LM', 'Resende, HC']",ECOTOXICOLOGY,"The extensive use of insecticides can cause adverse side effects on pollinators, which negatively impact crop productivity. The pollination carried out by the honeybee Apis mellifera L. (Hymenoptera: Apidae) is crucial in increasing the productivity of the melon (Cucumis melo L.). The main objective of this study was to assess if insecticides applied in the cultivation of cantaloupe melon exhibit significant levels of toxicity toward A. mellifera. We tested the toxicity of azadirachtin, pyriproxyfen, chlorantraniliprole, and imidacloprid, which are commonly sprayed to manage melon pests such as the whitefly Bemisia tabaci (Genn.) (Hemiptera: Aleyrodidae), the pickleworm Diaphania nitidalis (Stoll) and the melonworm Diaphania hyalinata (L.) (Lepidoptera: Pyralidae). Three treatments were carried out, 0.0x, 0.1x and 1.0x the concentration recommended by the manufacturer for the control of those pests. Repellency tests, analysis of mortality through contact and ingestion, and flight tests were performed. The insecticide imidacloprid caused mortality rates above 90% in all tested exposure pathways, displaying high residue persistence on plants. Although not causing significant mortality in the ingestion test, pyriproxyfen caused significant mortality after exposure through contact, and change in flight ability. Azadirachtin caused mortality in the ingestion test and impaired the flight ability of bees, while chlorantraniliprole only impaired the flight ability. Moreover, bees were not repelled by these insecticides, suggesting that they may collect contaminated food in the field while foraging. Altogether, ecofriendly, alternative pest control options should be developed, as well as the adoption of more selective insecticides, in order to reduce the non-target effects on honeybees and guarantee their pollination services.",2020/01//,2020,10.1007/s10646-019-02145-8,29,1,97,107,,,,0963-9292,WOS:000515814700009,,,0,
