record_id,﻿record_id,type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,start_page,end_page,url,name_of_database,keywords,issn,accession_number,short_title,exported_notes_1,included,asreview_ranking,asreview_prior,exported_notes_2
99,379,JOUR,Toxicity of Three Commonly Used Nicotinoids and Spinosad to Apis mellifera L. (Hymenoptera: Apidae) Using Surface Residual Bioassays,"['Farooqi, MA', 'Mansoor-ul-Hasan', 'Arshad, M']",PAKISTAN JOURNAL OF ZOOLOGY,"The current investigations were carried out to check the acute contact toxicity of commercial formulated insecticides viz., imidacloprid, acetamaprid, thiamethoxam and spinosad against workers of Apis mellifera L. under laboratory conditions due to their large scale application against different insect pests of crops in Pakistan. Each insecticide was evaluated at four different concentrations. The mortality of honeybees was counted after 3, 6, 12 and 24 hrs post exposure. The median lethal concentration (LC50) of each insecticide was determined for Apis mellifera L. The toxicity of insecticides increased with increase in concentration and exposure time to honeybees. The results obtained were statistically highly significant and indicate that spinosad and imidacloprid were most toxic with LC50 values of 13.5 and 16.6 ppm after 24 hrs post exposure to honeybees. When these results were adjusted to their commercial formulated field dose applications, they were likely to be causing potential impact to honeybees at their maximum recommended dose except acetamaprid.",2016/12//,2016,,48.0,6,1983,1987,,,,0030-9923,WOS:000389011700053,,,1,28,0,
86,366,JOUR,Toxicity and motor changes in africanized honey bees (Apis mellifera l.) exposed to fipronil and imidacloprid,"['Bovi, T.S.', 'Zaluski, R.', 'Orsi, R.O.']",Anais da Academia Brasileira de Ciencias,"This study evaluated the in vitro toxicity and motor activity changes in African-derived adult honey bees (Apis mellifera L.) exposed to lethal or sublethal doses of the insecticides fipronil and imidacloprid. Mortality of bees was assessed to determine the ingestion and contact lethal dose for 24 h using probit analysis. Motor activities in bees exposed to lethal (LD50) and sublethal doses (1/500thof the lethal dose) of both insecticides were evaluated in a behavioral observation box at 1 and 4 h. Ingestion and contact lethal doses of fipronil were 0.2316 ¬± 0.0626 and 0.0080 ¬± 0.0021 mg/bee, respectively. Ingestion and contact lethal doses of imidacloprid were 0.1079 ¬± 0.0375 and 0.0308 ¬± 0.0218 mg/bee, respectively. Motor function of bees exposed to lethal doses of fipronil and imidacloprid was impaired; exposure to sublethal doses of fipronil but not imidacloprid impaired motor function. The insecticides evaluated in this study were highly toxic to African-derived A. mellifera and caused impaired motor function in these pollinators. ¬© 2018, Academia Brasileira de Ciencias. All rights reserved.",2018///,2018,10.1590/0001-3765201820150191,90.0,1,239,245,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046511438&doi=10.1590%2f0001-3765201820150191&partnerID=40&md5=9202bb3514a63fc5a3fb28c091c7d52a,Scopus,,,,,,1,29,0,
42,322,JOUR,Influence of agrochemicals fipronil and imidacloprid on the learning behavior of Apis mellifera L. honeybees,"['Carrillo, M.P.', 'Bovi, T.S.', 'Negr√£o, A.F.', 'Orsi, R.O.']",Acta Scientiarum - Animal Sciences,"Agrochemicals on crop cultivated areas is a source of contamination for bees and may cause physiological and behavioral disorders and mortality. The LD50 of the pesticides fipronil and imidacloprid was determined and their effect on the learning behavior of Apis mellifera L. honeybee evaluated. LD50 was determined by the ingestion of contaminated food with different concentrations of insecticide concentrations: Fipronil (0, 0.8, 0.4, 0.2, 0.1 and 0.05 Œºg bee-1) and imidacloprid (0, 0.4, 0.2, 0.1, 0.05 and 0.025 Œºg bee-1). The method of proboscis extension reflection (PER) and learning through citral odor evaluated their responses to food stimulation. LD50 obtained were 0.28 ¬± 0.11 and 0.10 ¬± 0.04 Œºg bee-1 for fipronil and imidacloprid, respectively. The PER test showed no significant difference (p < 0.05) although agrochemicals affected the learning of bees. Insecticides fipronil and imidacloprid are extremely harmful to foraging Africanized Apis mellifera bees.",2013///,2013,10.4025/actascianimsci.v35i4.18683,35.0,4,431,434,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886887627&doi=10.4025%2factascianimsci.v35i4.18683&partnerID=40&md5=96b13c33381f3c7dcb0959194c4180a7,Scopus,,,,Influ√™ncia dos agroqu√≠micos fipronil e imidaclopride no aprendizado de abelhas apis mellifera l,,1,30,0,
264,544,JOUR,"Survival Rate of the Neotropical Stingless Bees Nannotrigona perilampoides and Frieseomelitta nigra after Exposure to Five Selected Insecticides, under Controlled Conditions","['G√≥ngora-Gamboa, C.', 'Ruiz-S√°nchez, E.', 'Ballina-G√≥mez, H.S.', 'Gonz√°lez-Moreno, A.', 'Zamora-Bustillos, R.']",Insects,"Insecticides used in agricultural pest management pose survival risks to the stingless bees that forage on crops in tropical and subtropical regions. In the present study, we evaluated, under laboratory conditions, the acute oral toxicity of five selected insecticides (dinotefuran, imidacloprid, flupyradifurone, spirotetramat, and cyantraniliprole) to two species of neotropical stingless bees: Nannotrigona perilampoides and Frieseomelitta nigra. At field recommended doses, dinotefuran, imidacloprid, and flupyradifurone caused the highest mortality in both bee species. These insecticides also caused the largest decrease in the survival rate when exposed to a 10-fold dilution of the field recommended doses. Notably, dinotefuran exerted a high effect even at 100-fold dilution (100% mortality). In contrast, cyantraniliprole had a low effect and spirotetramat was virtually nontoxic. These results suggest that some insecticides used to control sap-sucking insects may have a significant negative impact on the communities of stingless bees. ¬© 2022 by the authors.",2022///,2022,10.3390/insects13100961,13.0,10,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140953319&doi=10.3390%2finsects13100961&partnerID=40&md5=b86a454dbc9adf1494232695ecb15e63,Scopus,"['stingless bees', 'neonicotinoid insecticides', 'butenolide insecticide', 'cyclic keto-enol insecticide', 'diamide insecticide', 'nAChR-acting insecticides']",,,,,1,31,0,
364,644,JOUR,Enzymatic biomarkers as tools to assess environmental quality: A case study of exposure of the honeybee Apis mellifera to insecticides,"['Carvalho, SM', 'Belzunces, LP', 'Carvalho, GA', 'Brunet, JL', 'Badiou-Beneteau, A']",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"The present study was intended to evaluate the responses of enzymes in the honeybee Apis mellifera after exposure to deltamethrin, fipronil, and spinosad and their use as biomarkers. After determination of the median lethal doses (LD50), honeybees were exposed at doses of 5.07 ng/bee and 2.53 ng/bee for deltamethrin, 0.58 ng/bee and 0.29 ng/bee for fipronil, and 4.71 ng/bee and 2.36 ng/bee for spinosad (equivalent to 1/10th [LD50/10] and 1/20th [LD50/20] of the LD50, respectively). The responses of acetylcholinesterase (AChE), carboxylesterases (CaEs-1-3), glutathione-S-transferase (GST), catalase (CAT), and alkaline phosphatase (ALP) were assessed. The results showed that deltamethrin, fipronil, and spinosad modulated these biomarkers differentially. For the enzyme involved in the defense against oxidative stress, fipronil and spinosad induced CAT activity. For the remaining enzymes, 3 response profiles were identified. First, exposure to deltamethrin induced slight effects and modulated only CaE-1 and CaE-2, with opposite effects. Second, spinosad exhibited an induction profile for most of the biomarkers, except AChE. Third, fipronil did not modulate AChE, CaE-2, or GST, increased CAT and CaE-1, and decreased ALP. Thus, this set of honeybee biomarkers appears to be a promising tool to evaluate environmental and honeybee health, and it could generate fingerprints to characterize exposures to pesticides. (C) 2013 SETAC",2013/09//,2013,10.1002/etc.2288,32.0,9,2117,2124,,,,0730-7268,WOS:000322253800023,,,1,32,0,
7,287,JOUR,Learning performances of honeybees (Apis mellifera L) are differentially affected by imidacloprid according to the season,"['Decourtye, A.', 'Lacassie, E.', 'Pham-Del√©gue, M.-H.']",Pest Management Science,"To establish the sublethal concentrations domain, acute and chronic oral tests were conducted on caged honeybee workers (Apis mellifera L) using imidacloprid and a metabolite, 5-OH-imidacloprid, under laboratory conditions. The latter showed a 48-h oral LD50 value (153ng per bee) five times higher than that of imidacloprid (30ng per bee). Chronic feeding tests indicated that the lowest observed effect concentrations (LOEC) of imidacloprid and of 5-OH-imidacloprid on mortality of winter bees were 24 and 120 Œºg kg-1 respectively. Behavioural effects of imidacloprid and 5-OH-imidacloprid were studied using the olfactory conditioning of proboscis extension response at two periods of the year. Winter bees surviving chronic treatment with imidacloprid and 5-OH-imidacloprid had reduced learning performances. The LOEC of imidacloprid was lower in summer bees (12 Œºg kg-1) than in winter bees (48 Œºg kg-1), which points to a greater sensitivity of honeybees behaviour in summer bees, compared to winter bees. ¬© 2003 Society of Chemical Industry.",2003///,2003,10.1002/ps.631,59.0,3,269,278,https://www.scopus.com/inward/record.uri?eid=2-s2.0-12244304862&doi=10.1002%2fps.631&partnerID=40&md5=d44c7fcc028bd59f6cad1b1c7b2c121b,Scopus,,,,,,1,33,0,
96,376,JOUR,Imidacloprid: Impact on Africanized Apis mellifera L. (Hymenoptera: Apidae) workers and honey contamination,"['Paloschi, C.L.', 'Tavares, M.H.F.', 'Berte, E.A.', 'Model, K.', 'Rosa, K.M.', 'Concei√ß√£o, F.G.D.', 'Domanski, F.R.', 'de Souza Vismara, E.', 'Montanher, P.F.', 'Maciel, R.M.A.', 'Ribeiro, L.D.S.', 'Ramos Mertz, N.', 'Sampaio, S.C.', 'Costa, F.M.', 'Lozano, E.R.', 'Potrich, M.']",Chemosphere,"Apis mellifera L. (Hymenoptera: Apidae) is fundamental in the production chain, ensuring food diversity through the ecosystem service of pollination. The aim of this work was to evaluate the impact of imidacloprid, orally, topically, and by contact, on A. mellifera workers and to verify the presence of this active ingredient in honey. Toxicity levels were verified by bioassays. In bioassay 1, the levels correspond to the percentages of 100, 10, 1, 0.1, and 0.01% of the recommended concentration for field application of the commercial product Nortox¬Æ (active ingredient imidacloprid), with which we obtained the mean lethal concentration (LC50) in 48 h for A. mellifera, determining the concentration ranges to be used in the subsequent bioassays. Bioassays 2 and 3 followed the guidelines of the Organization for Economic Cooperation and Development, which specify the LC50 (48 h). In bioassay 4, the LC50 (48 h) and the survival rate of bees for a period of 120 h were determined by contact with a surface contaminated with imidacloprid, and in bioassay 5, the interference of the insecticide with the flight behavior of bees was evaluated. Honey samples were collected in agroecological and conventional georeferenced apiaries and traces of the imidacloprid were detected by means of high-performance liquid chromatography (HPLC-UV) with extraction by SPE C18. Bee survival was directly affected by the concentration and exposure time, as well behavioral performance, demonstrating the residual effect of imidacloprid on A. mellifera workers. Honey samples from a conventional apiary showed detection above the maximum residue limits (MRL) allowed by the European Union (0.05 Œºg mL‚àí1), but samples from other apiaries showed no traces of this insecticide. Imidacloprid affects the survival rate and behavior of Africanized A. mellifera and honey quality. ¬© 2023 Elsevier Ltd",2023///,2023,10.1016/j.chemosphere.2023.139591,338.0,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165606703&doi=10.1016%2fj.chemosphere.2023.139591&partnerID=40&md5=81b99deadf96ce4446d5cced89abcf44,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'flight behavior', 'Hymenoptera', 'imidacloprid', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'Nitro Compounds', 'nitro derivative', 'animal behavior', 'Article', 'neonicotinoid pesticide', 'nonhuman', 'Apis mellifera', 'toxicity', 'flying', 'survival', 'survival rate', 'Food products', 'Imidacloprids', 'honey', 'worker (insect)', 'ecosystem service', 'Toxicity', ""Workers'"", 'ecosystem', 'Ecosystem', 'Ecosystems', 'LC50', 'bioassay', 'high performance liquid chromatography', 'Brazil', 'Apis mellifera scutellata', 'Bee', 'task performance', 'Honey', 'food contamination', 'Selectivity', 'Active ingredients', 'European Union', 'food quality', 'High performance liquid chromatography', 'Honey samples', 'Survival rate']",,,,,1,34,0,
84,364,JOUR,Toxicity and biochemical changes in the honey bee Apis mellifera exposed to four insecticides under laboratory conditions,"['Badawy, M.E.I.', 'Nasr, H.M.', 'Rabea, E.I.']",Apidologie,"The toxicity and biochemical changes in honey bees (Apis mellifera) treated with four insecticides‚Äîacetamiprid, dinotefuran, pymetrozine, and pyridalyl‚Äîwere evaluated under controlled laboratory conditions. Foraging bees were exposed to different dosages of tested insecticides by oral feeding at different dosages recommended by the manufacturers for agricultural crops in Egypt (0.01-, 0.02-, 0.04-, 0.1-, and onefold). Moreover, the acute toxicity of these insecticides was evaluated by topical application on the thorax of foragers to calculate the LD50 values. The specific activities of acetylcholinesterase (AChE), carboxylesterase, glutathione S-transferase (GST), and polyphenol oxidase (PPO) were measured in different tissues of surviving foragers after 24¬†h of treatment to explore the possible mode of action of insecticides and honey bees' strategies for detoxification and tolerance. The results indicated that regardless of how the bees were exposed to insecticides, dinotefuran was extremely toxic to adult A. mellifera (topical LD50 = 0.0006¬†Œºg/bee and oral feeding LC50 = 1.29¬†mg/L). Pyridalyl showed moderate toxicity compared to dinotefuran at the recommended application rate; however, acetamiprid and pymetrozine were relatively less toxic to bees (<25¬†% mortality at the recommended application rates). Data showed that tested insecticides varied in their influence on AChE, carboxylesterase, GST, and PPO activities that were highly correlated to their toxicity against A. mellifera. The biochemical analysis of carboxylesterase and GST showed that these enzymes detoxified the low doses of acetamiprid, pymetrozine, and pyridalyl, but not dinotefuran. Overall, our results are valuable not only in evaluating the toxicity of common insecticides onto honey bees, but also in highlighting the validity of enzymes activities as proper indicators for exposure to agrochemicals. ¬© 2014, INRA, DIB and Springer-Verlag France.",2015///,2015,10.1007/s13592-014-0315-0,46.0,2,177,193,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924804372&doi=10.1007%2fs13592-014-0315-0&partnerID=40&md5=b92a75225834cd31b12b51adcbd27850,Scopus,,,,,,1,35,0,
350,630,JOUR,Toxicity of thiamethoxam to Apis mellifera Linnaeus and Apis cerana cerana Fabricius,"['Karedla, A.K.', 'Choudhary, A.', 'Chhuneja, P.K.', 'Singh, J.']",Journal of Entomological Research,"The interaction between thiamethoxam and honey bees, acute dermal and oral toxicities were determined against Apis mellifera and Apis cerana. Acute dermal toxicity tests by applying thiamethoxam solution (pL) dissolved in acetone on the dorsal side of thoracic region revealed median lethal dose (dermal; 24 h) as 93.97 ng g-1 against A. mellifera where as, for A. c. cerana, it was 86.51 ng g-1 with corresponding log likelihood ratio as 1.40 showing that both the values were at par with each other. In oral toxicity studies, starved honey bee foragers were fed with various concentrations of thiamethoxam in 50% sucrose water solution. Median lethal toxicity values at 24 h against A. mellifera and A. c. cerana were 67.61 and 31.43 ng g-1, respectively. The log likelihood value of 2.78 showed there exists a significant difference among the two values i.e. A. c. cerana was more susceptible (Sensitivity ratio = 2.51) to thiamethoxam than A. mellifera. Values of median lethal toxicity for formulated product of thiamethoxam i.e. Actara¬Æ were similar to technical grade (Relative toxicity 1.04 - 1.06), which showed no synergism or potentiation due to formulation, hence laboratory results have field applicability. ¬© 2023 MPH J. ent. Res.,. All Rights Reserved.",2023///,2023,10.5958/0974-4576.2023.00179.2,47.0,,965,969,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186950392&doi=10.5958%2f0974-4576.2023.00179.2&partnerID=40&md5=89ab62ae0a52186d7cb203688ecd85ff,Scopus,"['Apis mellifera', 'thiamethoxam', 'bioassay', 'Apis cerana cerana', 'hive bees']",,,,,1,36,0,
72,352,JOUR,Toxicity of neonicotinoid insecticides to honey bees: Laboratory tests,"['Laurino, D.', 'Porporato, M.', 'Patetta, A.', 'Manino, A.']",Bulletin of Insectology,"Toxic effects on Apis mellifera L. of the neonicotinoid insecticides Thiametoxam, Clothianidin, Acetamiprid and Thiacloprid were tested in the laboratory. Commercial formulations, dispersed in sugar syrup and water, at the highest dose level marked on the label were used to carry out oral and indirect contact trials on each pesticide. Clothianidin and Thiametoxam caused higher mortality than the untreated controls and were also tested at decreasing concentrations until mortality was statistically insignificant in comparison with that of the control; the acute oral Lethal Dose50, the acute indirect contact Lethal Concentration50, and the related Hazard Quotient were calculated at 24, 48, and 72 hours from test initiation. On the contrary, Acetamiprid and Thiacloprid caused higher mortality than the untreated controls only in oral toxicity tests when honey bees, which had starved for two hours, were used. Honey bees that died during the trials were analyzed and the quantity of residues of insecticides determined. These quantities resulted much lower than the administered ones.",2011///,2011,,64.0,1,107,113,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957517140&partnerID=40&md5=9983a7dcc4ef89c2afd8681fe4a77333,Scopus,,,,,,1,37,0,
206,486,JOUR,Insecticide Susceptibility in Asian Honey Bees (Apis cerana (Hymenoptera: Apidae)) and Implications for Wild Honey Bees in Asia,"['Yasuda, M.', 'Sakamoto, Y.', 'Goka, K.', 'Nagamitsu, T.', 'Taki, H.']",Journal of Economic Entomology,"To conserve local biodiversity and ensure the provision of pollination services, it is essential to understand the impact of pesticides on wild honey bees. Most studies that have investigated the effects of pesticides on honey bees have focused on the European honey bee (Apis mellifera (Hymenoptera: Apidae)), which is commonly domesticated worldwide. However, the Asian honey bee (Apis cerana) is widely distributed throughout Asia, and toxicity data are lacking for this species. This study aimed to fill this important knowledge gap. In this study, we determined the acute contact toxicity in A. cerana to various pesticides, including neonicotinoids, fipronil, organophosphorus, synthetic pyrethroids, carbamate, and anthranilic diamide. Based on the test duration of 48 h of contact LD50 tests, A. cerana was most sensitive to dinotefuran (0.0014 lg/bee), followed by thiamethoxam (0.0024 lg/bee) and fipronil (0.0025 lg/bee). Dinotefuran is used extensively in Asia, thereby potentially creating a substantial hazard. More generally, A. cerana was approximately one order of magnitude more sensitive than was A. mellifera to most of the pesticides evaluated. The results of our study suggest that neonicotinoid pesticides should not be considered as a single group that acts uniformly on all honey bees, and that more careful management strategies are required to conserve A. cerana populations than A. mellifera.  ¬© The Authors 2017.",2017///,2017,10.1093/jee/tox032,110.0,2,447,452,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038610300&doi=10.1093%2fjee%2ftox032&partnerID=40&md5=03907053c2465de8a51045f432d7d25e,Scopus,,,,,,1,38,0,
276,556,JOUR,Interspecific sensitivity of bees towards dimethoate and implications for environmental risk assessment,"['Uhl, P.', 'Franke, L.A.', 'Rehberg, C.', 'Wollmann, C.', 'Stahlschmidt, P.', 'Jeker, L.', 'Br√ºhl, C.A.']",Scientific Reports,"Wild and domesticated bee species are exposed to a variety of pesticides which may drive pollinator decline. Due to wild bee sensitivity data shortage, it is unclear if the honey bee Apis mellifera is a suitable surrogate species in the current EU risk assessment scheme. Furthermore, the underlying causes for sensitivity differences in bees are not established. We assessed the acute toxicity (median lethal dose, LD50) of dimethoate towards multiple bee species, generated a species sensitivity distribution and derived a hazardous dose (HD5). Furthermore, we performed a regression analysis with body weight and dimethoate toxicity. HD5 lower 95% confidence limit was equal to honey bee mean LD50 when applying a safety factor of 10. Body weight proved to be a predictor of interspecific bee sensitivity but did not explain the pattern completely. Using acute toxicity values from honey bees and a safety factor of 10 seems to cover the interspecific sensitivity range of bees in the case of dimethoate. Acute endpoints of proposed additional test species, the buff-tailed bumblebee Bombus terrestris and the red mason bee Osmia bicornis, do not improve the risk assessment for the entire group. However, this might not apply to other insecticides such as neonicotinoids. ¬© The Author(s) 2016.",2016///,2016,10.1038/srep34439,6.0,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989951795&doi=10.1038%2fsrep34439&partnerID=40&md5=a557504f50e1690ccb58df7dad9bd482,Scopus,,,,,,1,39,0,
47,327,JOUR,Toxicity of Formulated Systemic Insecticides Used in Apple Orchard Pest Management Programs to the Honey Bee (Apis mellifera (L.)),"['Heller, S.', 'Fine, J.', 'Phan, N.T.', 'Rajotte, E.G.', 'Biddinger, D.J.', 'Joshi, N.K.']",Environments - MDPI,"Honey bees (Apis mellifera) are one of the most important pollinating species of flowering plants. Recently, populations of honey bees have been declining due to a combination of factors, including the widespread use of agricultural pesticides. Laboratory studies were conducted to determine the acute oral toxicity of different formulated pesticides to honey bee adults. In particular, we assessed the acute oral toxicity of two neonicotinoids (acetamiprid, Assail 30SG and thiamethoxam, Actara 25WDG) and two other systemic insecticide products (sulfoxaflor, Closer 2SC and flupyradifurone, Sivanto 200SL), all of which are generally used in pest management programs in commercial apple orchards in the Eastern United States. Honey bees were fed a range of doses of each pesticide in order to create a response curve, and LC50, LC90, and LD50 values were determined. The pesticide formulation containing flupyradifurone as the active ingredient was found to be the least toxic to honey bees followed by the formulations containing sulfoxaflor and acetamiprid. The toxicity values obtained in this study differ from other studies testing only technical active ingredient compounds, suggesting the need to evaluate formulated products while conducting ecotoxicological risk assessment. ¬© 2022 by the authors.",2022///,2022,10.3390/environments9070090,9.0,7,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135600866&doi=10.3390%2fenvironments9070090&partnerID=40&md5=fc1d013adb082a1e04117be8dc7b10d4,Scopus,"['neonicotinoids', 'insecticides', 'bees', 'pollinator health', 'environmental toxicology', 'pesticide formulations']",,,,,1,40,0,
85,365,JOUR,"Mechanism for the differential toxicity of neonicotinoid insecticides in the honey bee, Apis mellifera","['Iwasa, T.', 'Motoyama, N.', 'Ambrose, J.T.', 'Roe, R.M.']",Crop Protection,"Laboratory bioassays were conducted to determine the contact honey bee toxicity of commercial and candidate neonicotinoid insecticides. The nitro-substituted compounds were the most toxic to the honey bee in our laboratory studies with LD50 values of 18ng/bee for imidacloprid, 22ng for clothianidin, 30ng for thiamethoxam, 75ng for dinotefuran and 138ng for nitenpyram. The cyano-substituted neonicotinoids exhibited a much lower toxicity with LD50 values for acetamiprid and thiacloprid of 7.1 and 14.6Œºg/bee, respectively. Piperonyl butoxide, triflumizole and propiconazole increased honey bee toxicity of acetamiprid 6.0-, 244- and 105-fold and thiacloprid 154-, 1,141- and 559-fold, respectively, but had a minimal effect on imidacloprid (1.70, 1.85 and 1.52-fold, respectively). The acetamiprid metabolites, N-demethyl acetamiprid, 6-chloro-3-pyridylmethanol and 6-chloro-nicotinic acid when applied topically, produced no mortality at 50Œºg/bee. These results suggest that P450s are an important mechanism for acetamiprid and thiacloprid detoxification and their low toxicity to honey bees. When honey bees were placed in cages in forced contact with alfalfa treated with acetamiprid and the synergist, triflumizole, in combination at their maximum recommended application rates, no mortality was detected above that of the control. ¬© 2003 Elsevier Ltd. All rights reserved.",2004///,2004,10.1016/j.cropro.2003.08.018,23.0,5,371,378,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642374063&doi=10.1016%2fj.cropro.2003.08.018&partnerID=40&md5=cbd95bf76c4639f51916619bf1452301,Scopus,,,,,,1,41,0,
293,573,JOUR,Toxicity and poisoning symptoms of selected insecticides to honey bees (Apis mellifera mellifera L.),"['Pashte, V.V.', 'Patil, C.S.']",Archives of Biological Sciences,"Bees are potential pollinators of wide variety of crops. The European dark bee, Apis mellifera mellifera (L.) is widely used for crop pollination. However, pesticide usage in modern agriculture has threatened the plant-bee pollinator interaction. There is lack of data regarding lethal time, insecticide concentration and poisoning symptoms, especially for formulated insecticides that are widely used in insect management. This study shows that the intrinsic toxicity of insecticides (LC50) to A. mellifera mellifera (L.) was in the following order: imidacloprid (0.0070) > fipronil (0.0125) > indoxacarb (0.0266) > cypermethrin (0.0370) > dimethoate (0.0385). The lethal time (LT50) values (h) in the ascending order of toxicity of insecticides were as follows: fipronil (6.56), cypermethrin (6.69), dimethoate (8.00), imidacloprid (9.85) and indoxacarb (13.45). Distinct poisoning symptoms observed in A. mellifera mellifera were extended proboscis, expanded wings, unhooked wings, extended legs and twisted bodies, defecation on cage covers, sting in release-out position and anus with excreta. All the tested pesticides are harmful to the honey bee except azadirachtin. The tested pesticides exhibited different poisoning symptoms in bees, which could be useful for beekeepers in identifying the cause of colony mortality. In conclusion, the pesticide toxicological research on bees is an important safety aspect for beneficial organisms. This study reveals a realistic acute toxicity in the field of commonly used insecticides. The information is important for insecticide selection in order to minimize direct killing of foraging honey bees while maintaining effective management of crop pests. ¬© 2018 by the Serbian Biological Society.",2018///,2018,10.2298/ABS170131020P,70.0,1,5,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043708912&doi=10.2298%2fABS170131020P&partnerID=40&md5=40664c4721589b7764e6b4777d12c5fa,Scopus,,,,,,1,42,0,
77,357,JOUR,Acute oral toxicity and risks of four classes of systemic insecticide to the Common Eastern Bumblebee (Bombus impatiens),"['Mundy-Heisz, K.A.', 'Prosser, R.S.', 'Raine, N.E.']",Chemosphere,"The Common Eastern Bumblebee (Bombus impatiens) is native to North America with an expanding range across Eastern Canada and the USA. This species is commercially produced primarily for greenhouse crop pollination and is a common and abundant component of the wild bumblebee fauna in agricultural, suburban and urban landscapes. However, there is a dearth of pesticide toxicity information about North American bumblebees. The present study determined the acute oral lethal toxicity (48-h LD50) of: the butenolide, flupyradifurone (>1.7 Œºg/bee); the diamide, cyantraniliprole (>0.54 Œºg/bee); the neonicotinoid, thiamethoxam (0.0012 Œºg/bee); and the sulfoximine, sulfoxaflor (0.0177 Œºg/bee). Compared with published honey bee (Apis mellifera) LD50 values, the present study shows that sulfoxaflor and thiamethoxam are 8.3√ó and 3.3√ó more acutely toxic to B. impatiens, whereas flupyradifurone is more acutely toxic to A. mellifera. The current rule of thumb for toxicity extrapolation beyond the honey bee as a model species, termed 10√ó safety factor, may be sufficient for bumblebee acute oral toxicity. A comparison of five risk assessment equations suggested that the Standard Risk Approach (SRA) and Fixed Dose Risk Approach (FDRA) provide more nuanced levels of risk evaluation compared to the Exposure Toxicity Ratio (ETR), Hazard Quotient (HQ), and Risk Quotient (RQ), primarily because the SRA and FDRA take into account real world variability in pollen and nectar pesticide residues and the chances that bees may be exposed to them. ¬© 2022 The Authors",2022///,2022,10.1016/j.chemosphere.2022.133771,295.0,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124092732&doi=10.1016%2fj.chemosphere.2022.133771&partnerID=40&md5=e8fd9e84f38ffb9a0828a8dcd30a93fe,Scopus,"['animal', 'Animals', 'bee', 'Bees', 'ecotoxicology', 'human', 'insecticide', 'Insecticides', 'neonicotinoid', 'Neonicotinoids', 'pollination', 'pollinator', 'Article', 'controlled study', 'female', 'pesticide', 'pollen', 'Pollination', 'risk assessment', 'Risk assessment', 'honeybee', 'toxicity', 'Food products', 'sugar', 'adult', 'thiamethoxam', 'Eco-toxicology', 'Pesticide risk assessment', 'nectar', 'mortality', 'Honey bee', 'Plant Nectar', 'Thiamethoxam', 'Toxicity', 'toxicity testing', 'male', 'LD50', 'bioassay', 'limit of quantitation', 'drug toxicity', 'liquid chromatography-mass spectrometry', 'Bombus impatiens', 'electrospray', 'North America', 'humidity', 'Bumble bee', 'cyantraniliprole', 'greenhouse', 'Non-Apis bees', 'human experiment', 'Safety factor', 'Eastern Canada', 'heuristics', 'Non-apis bee', 'Non-target exposure', 'pharmacokinetic parameters', 'Pollinator ecotoxicology', 'Risk approaches']",,,,,1,43,0,
