record_id,﻿type_of_reference,title,authors,secondary_title,abstract,date,year,doi,volume,number,start_page,end_page,issn,accession_number,keywords,tertiary_authors,secondary_authors,url,name_of_database,short_title,asreview_prior,exported_notes_1,included,asreview_ranking
0,JOUR,A field study examining the effects of exposure to neonicotinoid seed-treated corn on commercial bumble bee colonies,"['Christopher Cutler, G.', 'Scott-Dupree, C.D.']",Ecotoxicology,"Neonicotinoid insecticides have been studied as possible contributors to bumble bee declines in North America and Europe. This has potential significance in corn agro-ecosystems since this crop is frequently treated with neonicotinoids and dominates much of the agricultural landscape in North America and Europe where bumble bees and other pollinators are commonplace. We conducted an experiment where commercial bumble bee (Bombus impatiens) hives were placed during pollen shed next to corn (Zea mays) fields that were grown from ‚Äúconventional‚Äù seed that was treated with neonicotinoids, or ‚Äúorganic‚Äù seed that was not treated with pesticides. Samples of pollen were collected from corn plants for neonicotinoid residue analysis, pollen types carried by worker bees returning to hives were determined, and in autumn hives were dissected to measure various endpoints that serve as markers of colony vigor. Clothianidin was detected (0.1‚Äì0.8¬†ng/g) in pollen collected from all conventional fields, but was not detected in pollen from organic fields. Corn pollen was only rarely collected from bumble bee foragers and the vast majority of pollen was from wild plants around the corn fields. All hives appeared healthy and neonicotinoid seed treatments had no effect on any hive endpoints measured, except the number of workers, where significantly fewer workers were recovered from hives placed next to conventional fields (96¬†¬±¬†15 workers per hive) compared to organic fields (127¬†¬±¬†17 workers per hive). The results suggest that exposure during pollen shed to corn grown from neonicotinoid-treated shed poses low risk to B. impatiens. ¬© 2014, Springer Science+Business Media New York.",2014///,2014,10.1007/s10646-014-1340-5,23.0,9.0,1755,1763,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909967566&doi=10.1007%2fs10646-014-1340-5&partnerID=40&md5=6c55c1abc68d886cfaf0a7f6c0936e33,Scopus,,1,,0,27
72,JOUR,"Pollinators, pests and yield-Multiple trade-offs from insecticide use in a mass-flowering crop","['Knapp, JL', 'Bates, A', 'Jonsson, O', 'Klatt, B', 'Krausl, T', 'Sahlin, U', 'Svensson, GP', 'Rundl√∂f, M']",JOURNAL OF APPLIED ECOLOGY,"Multiple trade-offs likely occur between pesticide use, pollinators and yield (via crop flowers) in pollinator-dependent, mass-flowering crops (MFCs), causing potential conflict between conservation and agronomic goals. To date, no studies have looked at both outcomes within the same system, meaning win-win solutions for pollinators and yield can only be inferred. Here, we outline a new framework to explore these trade-offs, using red clover (Trifolium pratense) grown for seed production as an example. Specifically, we address how the insecticide thiacloprid affects densities of seed-eating weevils (Protapion spp.), pollination rates, yield, floral resources and colony dynamics of the key pollinator, Bombus terrestris. Thiacloprid did not affect the amount of nectar provided by, or pollinator visitation to, red clover flowers but did reduce weevil density, correlating to increased yield and gross profit. In addition, colonies of B. terrestris significantly increased their weight and reproductive output in landscapes with (compared with without) red clover, regardless of insecticide use. Synthesis and applications. We propose a holistic conceptual framework to explore trade-offs between pollinators, pesticides and yield that we believe to be essential for achieving conservation and agronomic goals. This framework applies to all insecticide-treated mass-flowering crops (MFCs) and can be adapted to include other ecological processes. Trialling the framework in our study system, we found that our focal insecticide, thiacloprid, improved red clover seed yield with no detected effects on its key pollinator, B. terrestris, and that the presence of red clover in the landscape can benefit pollinator populations.",2022/09//,2022,10.1111/1365-2664.14244,59.0,9.0,0021-8901,WOS:000829713200001,2419,2429,,,"['bee', 'Bombus', 'conceptual framework', 'crop yield', 'flowering', 'herb', 'insecticide', 'mass-flowering crop', 'nectar', 'pesticide', 'pollination', 'pollinator', 'red clover', 'trade-off', 'yield']",,,,1,,0,28
99,JOUR,Native vegetation embedded in landscapes dominated by corn and soybean improves honey bee health and productivity,"['Zhang, G', 'Murray, CJ', 'Clair, ALS', 'Cass, RP', 'Dolezal, AG', 'Schulte, LA', 'Toth, AL', ""O'Neal, ME""]",JOURNAL OF APPLIED ECOLOGY,"Balancing demand for food while supporting biodiversity and ecosystem services in landscapes committed to crop production may require integrating conservation with agriculture. Adding strips of diverse, native, perennial vegetation, through the recently created prairie strips practice of the U.S. Conservation Reserve Program, into annual cropland reduces soil and nutrient loss, and supports more diverse and abundant communities of birds and insects, including native pollinators. It remains unclear if prairie strips can reverse declines in the health and productivity of the exotic honey bee in the U.S.This study determined if prairie strips provide floral resources to honey bees and support colony vigour, in a highly farmed landscape with limited perennial habitat. We hypothesized that honey bee health and productivity would be improved if given access to prairie strips, and this hypothesis was tested in a multi-year, replicated, longitudinal study on commercial, conventional farms committed to corn and soybean production with and without prairie strips. We predicted that prairie strips would have more diverse flowering plants, and colonies located in these strips would be healthier and more productive than colonies kept at farms without purposefully established native vegetation (i.e. control fields).We found that prairie strips had more diverse flowering plants and abundant floral resources than control fields. Colonies kept at fields with prairie strips collected 50% more pollen during the growing season (June-September), had a 24% larger end-of-season worker bee populations, and 20% higher overwinter survival than colonies kept at control fields. Furthermore, colonies kept at prairie strips were 24% heavier when they reached their peak-weight in August, an indicator of honey production.Honey bees collected pollen from flowering plants found in prairie strips, revealing the potential for interactions with wild pollinators. However, this was limited to 50% of the taxa in prairie strips, suggesting honey bees may not deplete all of the food resources simultaneously used by wild pollinators.Synthesis and applications. Our results suggest that efforts to enhance habitat diversity within croplands with native plants increase honey bee health and productivity while providing multiple additional ecosystem services important to agriculture.",2023/06//,2023,10.1111/1365-2664.14397,60.0,6.0,0021-8901,WOS:000956897000001,1032,1043,,,"['agriculture', 'apiculture', 'biodiversity', 'colony', 'colony losses', 'conservation', 'Corn Belt', 'crop plant', 'crop production', 'growing season', 'honeybee', 'landscape ecology', 'native habitat', 'native species', 'neonicotinoid', 'neonicotinoid pesticide', 'pollinator', 'U.S. Corn Belt', 'United States']",,,,0,,0,29
29,JOUR,Floral resource diversification promotes solitary bee reproduction and may offset insecticide effects ‚Äì evidence from a semi-field experiment,"['Klaus, F.', 'Tscharntke, T.', 'Bischoff, G.', 'Grass, I.']",Ecology Letters,"Pollinator declines in agricultural landscapes are driven by multiple stressors, but potential interactions of these remain poorly studied. Using a highly replicated semi-field study with 56 mesocosms of varying wild plant diversity (2‚Äì16 species) and oilseed rape treated with a neonicotinoid, we tested the interacting effects of resource diversity and insecticides on reproduction of a solitary wild bee. Compared to mesocosms with oilseed rape monocultures, availability of resources from wild plants complementing oilseed rape doubled brood cell production. In addition, bee reproduction increased due to plant diversity and identity effects. Exposure to neonicotinoid-treated oilseed rape reduced bee larval to adult development by 69%, but only in mesocosms with oilseed rape monocultures. Availability of complementary flower resources can thus offset negative effects of neonicotinoid-treated oilseed rape on wild bee reproduction. Policy should encourage the implementation of diverse floral resources mitigating negative effects of crop monocultures and insecticides, thereby sustaining solitary bee populations in agricultural landscapes. ¬© 2021 The Authors. Ecology Letters published by John Wiley & Sons Ltd.",2021///,2021,10.1111/ele.13683,24.0,4.0,668,675,,,"['animal', 'Animals', 'bee', 'Bees', 'Brassica napus', 'Complementary resources', 'crop', 'Crops, Agricultural', 'insecticide', 'Insecticides', 'neonicotinoid', 'neonicotinoids', 'Neonicotinoids', 'Osmia bicornis', 'plant diversity and identity', 'pollination', 'Pollination', 'pollinator declines', 'reproduction', 'Reproduction']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100253578&doi=10.1111%2fele.13683&partnerID=40&md5=7c5e21bb4552651a623701d683a08407,Scopus,,0,,0,30
70,JOUR,Pesticide use negatively affects bumble bees across European landscapes,"['Nicholson, C.C.', 'Knapp, J.', 'Kiljanek, T.', 'Albrecht, M.', 'Chauzat, M.-P.', 'Costa, C.', 'De la R√∫a, P.', 'Klein, A.-M.', 'M√§nd, M.', 'Potts, S.G.', 'Schweiger, O.', 'Bottero, I.', 'Cini, E.', 'de Miranda, J.R.', 'Di Prisco, G.', 'Dominik, C.', 'Hodge, S.', 'Kaunath, V.', 'Knauer, A.', 'Laurent, M.', 'Mart√≠nez-L√≥pez, V.', 'Medrzycki, P.', 'Pereira-Peixoto, M.H.', 'Raimets, R.', 'Schwarz, J.M.', 'Senapathi, D.', 'Tamburini, G.', 'Brown, M.J.F.', 'Stout, J.C.', 'Rundl√∂f, M.']",Nature,"Sustainable agriculture requires balancing crop yields with the effects of pesticides on non-target organisms, such as bees and other crop pollinators. Field studies demonstrated that agricultural use of neonicotinoid insecticides can negatively affect wild bee species1,2, leading to restrictions on these compounds3. However, besides neonicotinoids, field-based evidence of the effects of landscape pesticide exposure on wild bees is lacking. Bees encounter many pesticides in agricultural landscapes4‚Äì9 and the effects of this landscape exposure on colony growth and development of any bee species remains unknown. Here we show that the many pesticides found in bumble bee-collected pollen are associated with reduced colony performance during crop bloom, especially in simplified landscapes with intensive agricultural practices. Our results from 316 Bombus terrestris colonies at 106 agricultural sites across eight European countries confirm that the regulatory system fails to sufficiently prevent pesticide-related impacts on non-target organisms, even for a eusocial pollinator species in which colony size may buffer against such impacts10,11. These findings support the need for postapproval monitoring of both pesticide exposure and effects to confirm that the regulatory process is sufficiently protective in limiting the collateral environmental damage of agricultural pesticide use. ¬© The Author(s) 2023.",2024///,2024,10.1038/s41586-023-06773-3,628.0,8007.0,355,358,,,"['agricultural land', 'agriculture', 'Agriculture', 'alternative agriculture', 'animal', 'Animals', 'Apis mellifera', 'Article', 'bee', 'Bees', 'body weight gain', 'Bombus terrestris', 'bumblebee', 'colony', 'crop yield', 'cropland', 'Europe', 'exposure', 'high performance liquid chromatography', 'imidacloprid', 'indoxacarb', 'insecticide', 'Insecticides', 'landscape', 'LD50', 'limit of quantitation', 'liquid chromatography-mass spectrometry', 'male', 'mass fragmentography', 'neonicotinoid', 'neonicotinoid pesticide', 'Neonicotinoids', 'nonhuman', 'organism colony', 'organophosphate', 'palynology', 'pesticide', 'pesticide residue', 'Pesticides', 'pollen', 'Pollen', 'pollinator', 'pyrethroid', 'solid phase extraction', 'toxicity']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177733958&doi=10.1038%2fs41586-023-06773-3&partnerID=40&md5=e1e3c20e3b04c9d94ecf5620670d8321,Scopus,,0,,0,31
63,JOUR,Neonicotinoids impact bumblebee colony fitness in the field; a reanalysis of the UK's Food & Environment Research Agency 2012 experiment,"['Goulson, D']",PEERJ,"The causes of bee declines remain hotly debated, particularly the contribution of neonicotinoid insecticides. In 2013 the UK's Food & Environment Research Agency made public a study of the impacts of exposure of bumblebee colonies to neonicotinoids. The study concluded that there was no clear relationship between colony performance and pesticide exposure, and the study was subsequently cited by the UK government in a policy paper in support of their vote against a proposed moratorium on some uses of neonicotinoids. Here I present a simple re-analysis of this data set. It demonstrates that these data in fact do show a negative relationship between both colony growth and queen production and the levels of neonicotinoids in the food stores collected by the bees. Indeed, this is the first study describing substantial negative impacts of neonicotinoids on colony performance of any bee species with free-flying bees in a field realistic situation where pesticide exposure is provided only as part of normal farming practices. It strongly suggests that wild bumblebee colonies in farmland can be expected to be adversely affected by exposure to neonicotinoids.",2015/03/24/,2015,10.7717/peerj.854,3.0,,,,2167-8359,WOS:000352297200005,,,,,,,0,,0,32
75,JOUR,Potential Exposure of Pollinators to Neonicotinoid Insecticides from the Use of Insecticide Seed Treatments in the Mid-Southern United States,"['Stewart, SD', 'Lorenz, GM', 'Catchot, AL', 'Gore, J', 'Cook, D', 'Skinner, J', 'Mueller, TC', 'Johnson, DR', 'Zawislak, J', 'Barber, J']",ENVIRONMENTAL SCIENCE & TECHNOLOGY,"Research was done during 2012 to evaluate the potential exposure of pollinators to neonicotinoid insecticides used as seed treatments on corn, cotton, and soybean. Samples were collected from small plot evaluations of seed treatments and from commercial fields in agricultural production areas in Arkansas, Mississippi, and Tennessee. In total, 560 samples were analyzed for concentrations of clothianidin, imidacloprid, thiamethoxam, and their metabolites. These induded pollen from corn and cotton, nectar from cotton, flowers from soybean, honey bees, Apis mellifera L., and pollen carried by foragers returning to hives, preplanting and in-season soil samples, and wild flowers adjacent to recently planted fields. Neonicotinoid insecticides were detected at a level of 1 ng/g or above in 23% of wild flower samples around recently planted fields, with an average detection level of about 10 ng/g. We detected neonicotinoid insecticides in the soil of production fields prior to planting at an average concentration of about 10 ng/g, and over 80% of the samples having some insecticide present. Only 5% of foraging honey bees tested positive for the presence of neonicotinoid insecticides, and there was only one trace detection (< 1 ng/g) in pollen being carried by those bees. Soybean flowers, cotton pollen, and cotton nectar contained little or no neonicotinoids resulting from insecticide seed treatments. Average levels of neonicotinoid insecticides in corn pollen ranged from less than 1 to 6 ng/g. The highest neonicotinoid concentrations were found in soil collected during early flowering from insecticide seed treatment trials. However, these levels were generally not well correlated with neonicotinoid concentrations in flowers, pollen, or nectar. Concentrations in flowering structures were well below defined levels of concern thought to cause acute mortality in honey bees. The potential implications of our findings are discussed.",2014/08/19/,2014,10.1021/es501657w,48.0,16.0,9762,9769,0013-936X,WOS:000340701800098,,,,,,,0,,0,33
9,JOUR,Bumblebee (Bombus impatiens) queens prefer pesticide-contaminated soils when selecting underground hibernation sites,"['Rondeau, S.', 'Raine, N.E.']",Science of the Total Environment,"New evidence points to substantial impacts of exposure to pesticide residues in soil for a range of bee taxa that have close regular contact with this substrate. Among others, the risk of exposure is high for bumblebee (Bombus spp.) queens hibernating in agricultural soils. An important question is whether bumblebee queens can detect and avoid pesticide-contaminated soils, or whether they might be attracted to such agrochemical residues. To address this question, we performed a multiple-choice preference experiment in which newly emerged bumblebee (Bombus impatiens) queens were given access to arrays of 36 crates of soil treated with different pesticides in large mesh-covered enclosures. Five of the most commonly encountered pesticides in agricultural soils (boscalid, chlorantraniliprole, clothianidin, cyantraniliprole, difenoconazole) were selected for testing at two contamination levels (lower or higher), based on field-realistic exposure estimates. Bumblebee queens consistently avoided hibernating in pesticide-free soil at both contamination levels, while showing no avoidance for any pesticide-treated soil types. At the lower contamination level, queens selected the pesticide-free soil 1.3 to 2.4-fold less frequently on average than any of the spiked soils, while none of the queens from the higher contamination group selected pesticide-free soil. This apparent preference for pesticide-contaminated soils increases the likelihood of exposure to and potential hazard from pesticide residues in soil for bumblebee queens during hibernation, a critical and highly vulnerable period of their annual life cycle. ¬© 2024 The Authors",2024///,2024,10.1016/j.scitotenv.2024.176534,954.0,,,,,,"['agricultural land', 'agricultural soil', 'Anthropogenic', 'Article', 'Avoidance', 'avoidance behavior', 'bee', 'Behavioral effects', 'behavioral response', 'Behavioural effect', 'Bumble bee', 'bumblebee', 'clothianidin', 'difenoconazole', 'Ecological trap', 'environmental factor', 'hibernation', 'landscape', 'life cycle', 'liquid chromatography-mass spectrometry', 'maximum concentration', 'Multiple choice', 'Multiple-choice preference', 'neonicotinoid', 'Neonicotinoids', 'nonhuman', 'overwintering', 'Overwintering', 'pesticide', 'Pesticide effects', 'Pesticide exposure', 'pesticide residue', 'Pesticides exposures', 'pollution effect', 'pollution exposure', 'Preference', 'preference behavior', 'Risk assessment', 'soil pollution', 'Soil pollution', 'Solidago', 'substrate', 'temperature', 'vulnerability']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205338389&doi=10.1016%2fj.scitotenv.2024.176534&partnerID=40&md5=79a36f4ceb1353b863a14c6e8815a1f7,Scopus,,0,,0,34
42,JOUR,Increased Acetylcholinesterase Expression in Bumble Bees During Neonicotinoid-Coated Corn Sowing,"['Samson-Robert, O', 'Labrie, G', 'Mercier, PL', 'Chagnon, M', 'Derome, N', 'Fournier, V']",SCIENTIFIC REPORTS,"While honey bee exposure to systemic insecticides has received much attention, impacts on wild pollinators have not been as widely studied. Neonicotinoids have been shown to increase acetylcholinesterase (AChE) activity in honey bees at sublethal doses. High AChE levels may therefore act as a biomarker of exposure to neonicotinoids. This two-year study focused on establishing whether bumble bees living and foraging in agricultural areas using neonicotinoid crop protection show early biochemical signs of intoxication. Bumble bee colonies (Bombus impatiens) were placed in two different agricultural cropping areas: 1) control (>= 3 km from fields planted with neonicotinoid-treated seeds) or 2) exposed (within 500 m of fields planted with neonicotinoid-treated seeds), and maintained for the duration of corn sowing. As determined by Real Time qPCR, AChE mRNA expression was initially significantly higher in bumble bees from exposed sites, then decreased throughout the planting season to reach a similar endpoint to that of bumble bees from control sites. These findings suggest that exposure to neonicotinoid seed coating particles during the planting season can alter bumble bee neuronal activity. To our knowledge, this is the first study to report in situ that bumble bees living in agricultural areas exhibit signs of neonicotinoid intoxication.",2015/07/30/,2015,10.1038/srep12636,5.0,,,,2045-2322,WOS:000358871400001,,,,,,,0,,0,35
37,JOUR,Impact of pesticide use on wild bee distributions across the United States,"['Guzman, LM', 'Elle, E', 'Morandin, LA', 'Cobb, NS', 'Chesshire, PR', 'Mccabe, LM', 'Hughes, A', 'Orr, M', ""M'Gonigle, LK""]",NATURE SUSTAINABILITY,"The decline of many wild bee species has major consequences for pollination in natural and agro-ecosystems. One hypothesized cause of the declines is pesticide use; neonicotinoids and pyrethroids in particular have been shown to have pernicious effects in laboratory and field experiments, and have been linked to population declines in a few focal species. We used aggregated museum records, ecological surveys and community science data from across the contiguous United States, including 178,589 unique observations from 1,081 bee species (33% of species with records in the United States) across six families, to model species occupancy from 1995 to 2015 with linked land use data. While there are numerous causes of bee declines, we discovered that the negative effects of pesticides are widespread; the increase in neonicotinoid and pyrethroid use is a major driver of changes in occupancy across hundreds of wild bee species. In some groups, high pesticide use contributes to a 43.3% decrease in the probability that a species occurs at a site. These results suggest that mechanisms that reduce pesticide use (such as integrative pest management) can potentially facilitate pollination conservation. Bees provide important pollination ecosystem services in agricultural landscapes, but the extent to which they are affected by pesticide use on a continental scale has yet to be explored. This study evaluates the impact of pesticide use on wild bee populations across the contiguous United States.",2024/08/27/,2024,10.1038/s41893-024-01413-8,,,,,2398-9629,WOS:001298745100002,"['Neonicotinoids', 'Pesticide effects', 'Natural ecosystem', 'Pesticide use', 'Agro-ecosystems', 'Pyrethroids', 'Population decline', 'Anthropogenic', 'Ecological survey', 'In-laboratory experiments', 'Laboratory and field experiments', 'Pernicious effect']",,,,,,0,,0,36
22,JOUR,Effects of winter and spring rape seed treatment with neonicotinoids on honey bees,"['Zemeckis, R.', 'Dautartƒó, A.', 'Kretaviƒçius, J.', 'Dro≈ædz, J.']",Zemdirbyste,"Potential impacts of neonicotinoids (thiamethoxam and clothianidin) on honey bees (Apis mellifera L.) were explored in 2016‚Äì2018. The study aimed to evaluate the effects of thiamethoxam and clothianidin used for seed treatment of winter and spring rape (Brassica napus L.) on honey bees under Lithuanian conditions and to quantify the levels of neonicotinoids in the dust released during the sowing operation. Honey bee colonies were established for further field testing and sample collection. The samples of nectar, pollen and bee bread were analysed for neonicotinoid residues. The potential impact of the seed treatment with thiamethoxam and clothianidin on the normally developed bee colonies was investigated in 2017 and 2018. The obtained findings suggest that when sowing neonicotinoid-treated winter and spring rape seed in a dry soil, the concentrations of neonicotinoids in the dust released during the sowing operation were three times as high as the maximum permitted limit (0.05 mg kg-1) set by the European Committee for bee products. The residue levels of neonicotinoids detected in the honey, pollen and bee bread samples were minimal (¬±0.01 ng g-1). However, no evidence was found to indicate the negative effects of the nicotinoid-seed treatment on the development of bee colonies, wintering, well-being, and honey production. ¬© 2019, Lithuanian Research Centre for Agriculture and Forestry; Vytautas Magnus University. All rights reserved.",2019///,2019,10.13080/z-a.2019.106.023,106.0,2.0,173,182,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067853443&doi=10.13080%2fz-a.2019.106.023&partnerID=40&md5=769013f4f739bbbad7ff02fbe0b60d12,Scopus,≈Ωiemini≈≥ ir vasarini≈≥ raps≈≥ sƒókl≈≥ beicavimo neonikotinoidais poveikis bitƒóms,0,,0,37
61,JOUR,Neonicotinoid use on cereals and sugar beet is linked to continued low exposure risk in honeybees,"['Woodcock, B.A.', 'Ridding, L.', 'Pereira, M.G.', 'Sleep, D.', 'Newbold, L.', 'Oliver, A.', 'Shore, R.F.', 'Bullock, J.M.', 'Heard, M.S.', 'Gweon, H.S.', 'Pywell, R.F.']","Agriculture, Ecosystems and Environment","Risks posed to bees from neonicotinoid seed treatments (clothianidin, thiamethoxam, imidacloprid) led in 2013 to the European Union instigating a moratorium for their use on mass-flowering crops, including oilseed rape in the UK. This restriction did allow for the continued use of these seed treatments, in particular clothianidin, on non-flowering crops like winter wheat. To determine the impacts of the moratorium, we assessed neonicotinoid concentrations pre- (2014) and post- (2015‚àí17) moratorium in 347 honey samples collected across Great Britain. While the probability of detecting clothianidin declined immediately following the moratorium, detection rates remained constant over the following three years (mean = 0.10 ppb, maximum = 2.8 ppb). In contrast, after three years thiamethoxam residues entirely disappeared while detection of imidacloprid was infrequent but persistent over the whole period. For those hives where neonicotinoids were detected, there was no evidence that the concentrations in the honey declined over the three years following the ban. Using metabarcoding approaches, we identified plants foraged upon by honeybees during the production of honey. After the moratorium came into effect, the highest neonicotinoid residues were associated with honey produced by foraging on both oilseed rape and several wild plants found in arable field margins. Concerns about soil persistence and uptake by non-target flowering plants ultimately led to a full European Union ban in 2018. Our results suggest that before this full ban came into effect, the use of clothianidin on non-flowering crops maintained a low-level probability of encountering this neonicotinoid within honey. However, these concentrations were low and would have been unlikely to pose significant risks to honeybees. ¬© 2020 Elsevier B.V.",2021///,2021,10.1016/j.agee.2020.107205,308.0,,,,,,"['Apis mellifera', 'Beta vulgaris subsp. vulgaris', 'Brassica napus', 'clothianidin', 'Clothianidin', 'EU moratorium', 'European Union', 'honeybee', 'imidacloprid', 'Imidacloprid', 'Magnoliophyta', 'Metabarcoding', 'neonicotinoid pesticide', 'risk assessment', 'sugar beet', 'thiamethoxam', 'Thiamethoxam', 'United Kingdom']",,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097174852&doi=10.1016%2fj.agee.2020.107205&partnerID=40&md5=8f6a347f2b07a12f343674e475f6b35c,Scopus,,0,,0,38
46,JOUR,Landscape Scale Study of the Net Effect of Proximity to a Neonicotinoid-Treated Crop on Bee Colony Health,"['Balfour, N.J.', 'Al Toufailia, H.', 'Scandian, L.', 'Blanchard, H.E.', 'Jesse, M.P.', 'Carreck, N.L.', 'Ratnieks, F.L.W.']",Environmental Science and Technology,"Since 2013, the European Commission has restricted the use of three neonicotinoid insecticides as seed dressings on bee-attractive crops. Such crops represent an important source of forage for bees, which is often scarce in agro-ecosystems. However, this benefit has often been overlooked in the design of previous field studies, leaving the net impact of neonicotinoid treated crops on bees relatively unknown. Here, we determine the combined benefit (forage) and cost (insecticide) of oilseed rape grown from thiamethoxam-treated seeds on Bombus terrestris and Apis mellifera colonies. In April 2014, 36 colonies per species were located adjacent to three large oilseed rape fields (12 colonies per field). Another 36 were in three nearby locations in the same agro-ecosystem, but several kilometers distant from any oilseed rape fields. We found that Bombus colony growth and reproduction were unaffected by location (distant versus adjacent) following the two month flowering period. Apis colony and queen survival were unaffected. However, there was a small, but significant, negative relationship between honey and pollen neonicotinoid contamination and Apis colony weight gain. We hypothesize that any sublethal effects of neonicotinoid seed dressings on Bombus colonies are potentially offset by the additional foraging resources provided. A better understanding of the ecological and agronomic factors underlying neonicotinoid residues is needed to inform evidence-based policy. ¬© 2017 American Chemical Society.",2017///,2017,10.1021/acs.est.7b02236,51.0,18.0,10825,10833,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029724150&doi=10.1021%2facs.est.7b02236&partnerID=40&md5=273230f416d4949cd11e80176aa07af5,Scopus,,0,,0,39
32,JOUR,High pesticide exposure and risk to bees in pollinator plantings adjacent to conventionally managed blueberry fields,"['Graham, KK', 'McArt, S', 'Isaacs, R']",SCIENCE OF THE TOTAL ENVIRONMENT,"Wildflower plantings adjacent to agricultural fields provide diverse floral resources and nesting sites for wild bees. However, their proximity to pest control activities in the crop may result in pesticide exposure if pesticides drift into pollinator plantings. To quantify pesticide residues in pollinator plantings, we sampled flowers and soil from pollinator plantings and compared them to samples from unenhanced field margins and crop row middles. At conventionally managed farms, flowers from pollinator plantings had similar exposure profiles to those from unenhanced field margins or crop row middles, with multiple pesticides and high and similar risk quotient (RQ) values (with pollinator planting RQ: 3.9; without pollinator planting RQ: 4.0). Whereas samples from unsprayed sites had significantly lower risk (RQ: 0.005). Soil samples had overall low risk to bees. Additionally, we placed bumble bee colonies ( Bombus impatiens ) in field margins of crop fields with and without pollinator plantings and measured residues in bee -collected pollen. Pesticide exposure was similar in pollen from sites with or without pollinator plantings, and risk was generally high (with pollinator planting RQ: 0.5; without pollinator planting RQ: 1.1) and not significant between the two field types. Risk was lower at sites where there was no pesticide activity (RQ: 0.3), but again there was no significant difference between management types. The insecticide phosmet, which is used on blueberry farms for control of Drosophila suzukii , accounted for the majority of elevated risk. Additionally, analysis of pollen collected by bumble bees found no significant difference in floral species richness between sites with or without pollinator plantings. Our results suggest that pollinator plantings do not reduce pesticide risk and do not increase pollen diversity collected by B. impatiens , further highlighting the need to reduce exposure through enhanced IPM adoption, drift mitigation, and removal of attractive flowering weeds prior to insecticide applications.",2024/04/20/,2024,10.1016/j.scitotenv.2024.171248,922.0,,0048-9697,WOS:001222172400001,,,,,,,,,0,,0,40
16,JOUR,Does winter oilseed rape grown from clothianidin-coated seeds affect experimental populations of mason bees and bumblebees? A semi-field and field study,"['Dietzsch, A.C.', 'Kunz, N.', 'Wirtz, I.P.', 'St√§hler, M.', 'Heimbach, U.', 'Pistorius, J.']",Journal fur Verbraucherschutz und Lebensmittelsicherheit,"Impacts of neonicotinoid-containing pesticides on pollinators have been heavily debated in recent years. While bees in the field get rarely exposed to lethal concentrations of neonicotinoids applied as seed coating, sublethal levels found in pollen and nectar may affect bee population development. We assessed a realistic and a worst-case scenario of clothianidin exposure to mason bees (Osmia bicornis) and bumblebees (Bombus terrestris) by conducting a small-scale field and semi-field experiment at sites planted with winter oilseed rape. Flight activity, mortality and population development (brood, colony strength and weight) of bumblebees and number of mason bee brood cells were assessed at three locations. We also analysed clothianidin residues in bee-collected pollen and nectar. We detected clothianidin at low concentrations in nectar and pollen; residues in pollen were higher than in nectar but did not exceed a maximum field concentration of 2.7¬†¬µg/kg for bumblebees and 4.7¬†¬µg/kg for mason bees. Exposure did not result in significant negative impacts on bumblebee colony development and potential reproductive success of mason bees in either semi-field or field setup. During exposure bumblebees in semi-field treatment tunnels were flying less actively than in control tunnels. Bumblebee colonies in treatment tunnels weighed more than control colonies at the end of the experiment. Our findings suggest that field-realistic exposure to oilseed rape grown from clothianidin-treated seeds (10¬†g clothianidin/kg seeds) poses little risks to mason bees, bumblebees and their population development. However, an impairment of flower visitation under a worst-case scenario may have implications for pollination services and crop production. ¬© 2019, Bundesamt f√ºr Verbraucherschutz und Lebensmittelsicherheit (BVL).",2019///,2019,10.1007/s00003-019-01225-5,14.0,3.0,223,238,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067641041&doi=10.1007%2fs00003-019-01225-5&partnerID=40&md5=b9cc247f444efdff1e2c1173f8187c7a,Scopus,,0,,0,41
